131723.000000;1306135.000000;337888.000000;246811.000000;722416.000000;72049.000000;368674.000000;486152.000000;134878.000000;262821.000000;1498.000000;699700.000000;255618.000000;115962.000000;123921.000000;5542.000000;163537.000000;182605.000000;876146.000000;533966.000000;205837.000000;438701.000000;85108.000000;23390.000000;60676.000000;46260.000000;43.000000;186840.000000;588463.000000;648138.000000;139805.000000;354194.000000;58604.000000;324056.000000;34194.000000;434116.000000;53688.000000;17118.000000;198576.000000;44213.000000;195040.000000;303886.000000;1001910.000000;10874.000000;109976.000000;952705.000000;454444.000000;368415.000000;270214.000000;560311.000000;192975.000000;454582.000000;292.000000;616753.000000;56805.000000;901616.000000;71058.000000;152522.000000;1094.000000;26957.000000;184242.000000;339291.000000;255213.000000;181513.000000;138569.000000;30496.000000;75809.000000;114270.000000;336087.000000;328453.000000;413184.000000;611758.000000;603400.000000;183684.000000;328065.000000;108564.000000;895383.000000;172591.000000;24084.000000;14249.000000;36629.000000
2150.000000;12012.000000;958.000000;353.000000;268.000000;298.000000;170.000000;986.000000;4700.000000;2444.000000;4.000000;1455.000000;1294.000000;685.000000;184.000000;19.000000;2296.000000;754.000000;2001.000000;826.000000;470.000000;1446.000000;242.000000;262.000000;1015.000000;4098.000000;0.000000;688.000000;139.000000;4845.000000;191.000000;1171.000000;1190.000000;3377.000000;69.000000;1316.000000;170.000000;188.000000;2070.000000;18.000000;732.000000;390.000000;433.000000;34.000000;652.000000;142.000000;3791.000000;2101.000000;6015.000000;4400.000000;3173.000000;1058.000000;1.000000;500.000000;118.000000;3543.000000;99.000000;665.000000;2.000000;346.000000;322.000000;598.000000;4650.000000;666.000000;4128.000000;2010.000000;186.000000;2930.000000;2154.000000;754.000000;476.000000;697.000000;3540.000000;294.000000;4512.000000;676.000000;1598.000000;72.000000;57.000000;246.000000;64.000000
24656.000000;293747.000000;51400.000000;28166.000000;52912.000000;13429.000000;31952.000000;73333.000000;29552.000000;60284.000000;247.000000;95602.000000;47159.000000;20333.000000;14495.000000;667.000000;32417.000000;21771.000000;121387.000000;81216.000000;21745.000000;65042.000000;4797.000000;3729.000000;11576.000000;2921.000000;9.000000;32523.000000;38345.000000;66122.000000;21024.000000;54637.000000;10349.000000;127381.000000;3951.000000;108445.000000;7845.000000;2076.000000;35599.000000;2901.000000;32831.000000;31334.000000;93585.000000;1409.000000;18425.000000;33846.000000;104189.000000;64361.000000;62265.000000;116241.000000;44737.000000;83692.000000;76.000000;90012.000000;5684.000000;165977.000000;8464.000000;27312.000000;191.000000;4326.000000;18181.000000;46682.000000;19495.000000;32674.000000;28285.000000;2108.000000;8377.000000;23546.000000;83735.000000;29097.000000;58798.000000;60619.000000;125360.000000;23888.000000;74745.000000;18797.000000;169619.000000;12363.000000;2622.000000;1694.000000;4288.000000
10208.000000;153045.000000;44242.000000;15427.000000;33002.000000;6071.000000;14055.000000;47947.000000;22167.000000;29407.000000;87.000000;59796.000000;24917.000000;8876.000000;10263.000000;321.000000;14296.000000;25215.000000;70013.000000;40657.000000;12609.000000;37659.000000;3548.000000;1005.000000;4201.000000;1119.000000;1.000000;17740.000000;16067.000000;41677.000000;12163.000000;37688.000000;3667.000000;88156.000000;1248.000000;47735.000000;3717.000000;423.000000;26495.000000;765.000000;17961.000000;18061.000000;59826.000000;630.000000;9804.000000;32053.000000;49320.000000;41629.000000;28660.000000;79027.000000;32789.000000;55924.000000;29.000000;44095.000000;3208.000000;90084.000000;5773.000000;12133.000000;57.000000;1330.000000;11524.000000;28565.000000;6693.000000;16399.000000;14008.000000;675.000000;5499.000000;10640.000000;36292.000000;16175.000000;25840.000000;34792.000000;70708.000000;14660.000000;42628.000000;10203.000000;84178.000000;4419.000000;1476.000000;373.000000;1450.000000
8018.000000;105997.000000;29209.000000;11985.000000;28111.000000;5086.000000;11018.000000;30514.000000;17607.000000;23399.000000;54.000000;49910.000000;22573.000000;6115.000000;7355.000000;201.000000;11103.000000;2959.000000;50860.000000;35179.000000;9473.000000;28572.000000;1720.000000;891.000000;3445.000000;542.000000;1.000000;16701.000000;15825.000000;32722.000000;11089.000000;22965.000000;3009.000000;51470.000000;1227.000000;29602.000000;2964.000000;175.000000;17840.000000;865.000000;16069.000000;15244.000000;51471.000000;397.000000;6441.000000;24205.000000;44758.000000;27941.000000;22346.000000;53277.000000;25348.000000;37068.000000;8.000000;35149.000000;2079.000000;59406.000000;4318.000000;7622.000000;61.000000;1152.000000;10075.000000;20253.000000;4231.000000;11199.000000;9704.000000;380.000000;3089.000000;8081.000000;29105.000000;9847.000000;12160.000000;24308.000000;58748.000000;11834.000000;30688.000000;7947.000000;57149.000000;3767.000000;998.000000;128.000000;1376.000000
5627.000000;89471.000000;30107.000000;9767.000000;27318.000000;3477.000000;21295.000000;44285.000000;12826.000000;17369.000000;63.000000;31029.000000;14782.000000;5883.000000;6367.000000;169.000000;8362.000000;10673.000000;46937.000000;18863.000000;8282.000000;20576.000000;1202.000000;746.000000;2285.000000;2579.000000;8.000000;9724.000000;35969.000000;20296.000000;6658.000000;31766.000000;2146.000000;31958.000000;1301.000000;28566.000000;2599.000000;498.000000;18369.000000;1239.000000;11474.000000;12888.000000;28377.000000;398.000000;5820.000000;30805.000000;29528.000000;33720.000000;17953.000000;44007.000000;20721.000000;39313.000000;46.000000;30411.000000;2298.000000;42714.000000;2912.000000;7944.000000;53.000000;907.000000;7766.000000;15360.000000;11856.000000;10939.000000;6961.000000;1294.000000;2241.000000;5352.000000;17707.000000;12191.000000;33047.000000;18420.000000;36335.000000;8164.000000;25226.000000;4899.000000;66565.000000;8208.000000;760.000000;363.000000;1369.000000
5045.000000;105377.000000;15941.000000;5087.000000;15975.000000;3785.000000;12062.000000;25932.000000;9547.000000;15516.000000;87.000000;18906.000000;11968.000000;9886.000000;3651.000000;259.000000;6960.000000;2611.000000;20042.000000;9531.000000;5456.000000;16990.000000;1572.000000;1005.000000;3963.000000;1043.000000;1.000000;8187.000000;17102.000000;13923.000000;3607.000000;18601.000000;3468.000000;27669.000000;2155.000000;44112.000000;2253.000000;537.000000;11551.000000;1599.000000;8550.000000;7708.000000;18486.000000;392.000000;14196.000000;12304.000000;17646.000000;20800.000000;9908.000000;38125.000000;12509.000000;27188.000000;24.000000;22235.000000;1353.000000;65249.000000;1304.000000;13722.000000;55.000000;1083.000000;3967.000000;14531.000000;4142.000000;15173.000000;10667.000000;758.000000;2264.000000;9463.000000;8602.000000;6324.000000;21008.000000;7826.000000;39102.000000;4549.000000;20049.000000;4088.000000;70574.000000;10261.000000;807.000000;460.000000;2555.000000
3957.000000;78198.000000;17191.000000;4752.000000;16505.000000;2735.000000;10391.000000;24913.000000;8138.000000;13953.000000;51.000000;17872.000000;10842.000000;5436.000000;3097.000000;160.000000;5523.000000;3939.000000;17860.000000;10115.000000;4944.000000;13657.000000;2093.000000;426.000000;1883.000000;691.000000;2.000000;6480.000000;15390.000000;10000.000000;3088.000000;16176.000000;1667.000000;23129.000000;1087.000000;32613.000000;1629.000000;362.000000;8401.000000;845.000000;7347.000000;7018.000000;16173.000000;274.000000;6400.000000;15293.000000;18613.000000;19659.000000;9384.000000;36349.000000;11718.000000;25253.000000;3.000000;22959.000000;1762.000000;47342.000000;1006.000000;7978.000000;30.000000;543.000000;3634.000000;11924.000000;5285.000000;9547.000000;5498.000000;419.000000;1707.000000;4827.000000;10842.000000;7066.000000;17119.000000;6251.000000;32290.000000;4152.000000;16996.000000;4552.000000;53045.000000;6705.000000;863.000000;290.000000;1244.000000
4019.000000;59941.000000;16046.000000;3886.000000;14047.000000;2519.000000;8784.000000;24840.000000;6747.000000;11694.000000;51.000000;16774.000000;9440.000000;4716.000000;2915.000000;118.000000;5390.000000;3902.000000;15236.000000;11154.000000;4176.000000;11349.000000;1589.000000;423.000000;1833.000000;1102.000000;0.000000;6608.000000;11708.000000;8477.000000;2815.000000;16898.000000;1586.000000;17421.000000;908.000000;27959.000000;1502.000000;323.000000;8304.000000;594.000000;6328.000000;6612.000000;15909.000000;186.000000;5686.000000;13733.000000;17745.000000;15950.000000;10451.000000;26512.000000;9599.000000;24361.000000;12.000000;20467.000000;1099.000000;37984.000000;913.000000;7146.000000;42.000000;481.000000;3209.000000;9878.000000;5203.000000;8923.000000;5545.000000;597.000000;1397.000000;5003.000000;11053.000000;5881.000000;20457.000000;6604.000000;27376.000000;3617.000000;13662.000000;3903.000000;43888.000000;3788.000000;605.000000;240.000000;1058.000000
9904.000000;135924.000000;40415.000000;9292.000000;32545.000000;5952.000000;21790.000000;62040.000000;18397.000000;28970.000000;76.000000;41880.000000;23787.000000;12709.000000;7101.000000;190.000000;13536.000000;9971.000000;42129.000000;27856.000000;8728.000000;29311.000000;2126.000000;1219.000000;4862.000000;1171.000000;2.000000;14416.000000;29229.000000;23749.000000;7688.000000;45360.000000;3919.000000;40735.000000;2106.000000;62795.000000;3995.000000;392.000000;24951.000000;1351.000000;16435.000000;14927.000000;38876.000000;368.000000;15489.000000;31937.000000;39013.000000;47119.000000;27090.000000;77126.000000;25961.000000;58679.000000;27.000000;42520.000000;1643.000000;95384.000000;2522.000000;18203.000000;45.000000;1245.000000;7898.000000;23261.000000;16220.000000;21239.000000;14027.000000;784.000000;2344.000000;10938.000000;26748.000000;12290.000000;59523.000000;16197.000000;64713.000000;10160.000000;40914.000000;7166.000000;104020.000000;8826.000000;730.000000;309.000000;2427.000000
