293395.999999;3346433.456616;3641644.917916;3159189.097924;2924340.347123;2645186.180421
4808.000000;400.613711;7351.696512;31567.743339;2390.846225;16775.100213
100681.000000;161845.287659;408525.829370;434728.525889;319635.565875;527310.791207
52196.000000;124537.889469;289939.799761;244950.118317;214432.225934;383041.966519
33328.000000;108247.806121;237700.267804;190556.487212;154608.048098;278456.390765
22218.000000;119599.808250;138483.663065;158400.772975;178386.364591;244121.391119
46393.000000;28030.039786;76369.006603;93821.804602;122063.771026;169788.377983
31464.000000;39958.267876;62824.530819;67236.484481;90028.267092;141970.449733
22072.000000;38551.312156;57710.008017;68785.360274;71746.505588;119932.813965
50964.000000;90265.210473;142658.582122;189002.000725;193010.069282;328702.137399
