1821464.000000;1306136.000000;1475498.000000;379238.000000;4562418.000000;245299.000000;1924967.000000;998159.000000;4238470.000000;448598.000000;5416008.000000;8462.000000;223308.000000
13300.000000;12012.000000;1746.000000;865.000000;17453.000000;3196.000000;30778.000000;2137.000000;13802.000000;10669.000000;6774.000000;27.000000;2888.000000
345479.000000;293747.000000;165131.000000;46088.000000;639787.000000;41668.000000;416532.000000;133642.000000;784924.000000;36254.000000;608074.000000;1226.000000;37120.000000
156435.000000;153045.000000;69272.000000;29289.000000;381059.000000;16152.000000;245465.000000;77909.000000;467981.000000;32557.000000;363526.000000;494.000000;14101.000000
129012.000000;105997.000000;47005.000000;21245.000000;289401.000000;12748.000000;185640.000000;66484.000000;308556.000000;5868.000000;274313.000000;330.000000;11179.000000
89344.000000;89471.000000;85275.000000;16413.000000;203430.000000;10169.000000;144274.000000;46047.000000;346994.000000;22991.000000;225139.000000;336.000000;8866.000000
49302.000000;105377.000000;86858.000000;12231.000000;134308.000000;16449.000000;119945.000000;29736.000000;278668.000000;8284.000000;176979.000000;418.000000;14414.000000
53966.000000;78198.000000;57364.000000;10214.000000;116480.000000;8122.000000;95342.000000;25503.000000;242757.000000;9509.000000;154797.000000;251.000000;7048.000000
53957.000000;59941.000000;49326.000000;8758.000000;101775.000000;7656.000000;82918.000000;23288.000000;214025.000000;9957.000000;132376.000000;229.000000;6691.000000
123876.000000;135924.000000;128960.000000;18741.000000;255625.000000;19457.000000;226496.000000;56149.000000;541109.000000;23484.000000;310528.000000;338.000000;17225.000000
