822078.000000;1306135.000000;1762324.000000;1066378.000000;129824.000000;609921.000000;323321.000000;51840.000000;26832.000000;1218541.000000;1246885.000000;408437.000000;360223.000000;275182.000000;3877.000000;26998.000000;1637214.000000;487252.000000;1244361.000000;1369193.000000;138663.000000;239555.000000;41174.000000;139835.000000;28992.000000;212388.000000;188135.000000;2408670.000000;428534.000000;434844.000000;250390.000000;516096.000000;879468.000000;1555732.000000;292.000000;61958.000000;412547.000000;733936.000000
2898.000000;12012.000000;3471.000000;534.000000;2276.000000;2558.000000;506.000000;583.000000;654.000000;8323.000000;5047.000000;6647.000000;1897.000000;609.000000;8.000000;733.000000;3816.000000;2403.000000;7707.000000;5229.000000;128.000000;5310.000000;470.000000;638.000000;74.000000;552.000000;2893.000000;729.000000;4819.000000;11646.000000;538.000000;7006.000000;1357.000000;3082.000000;1.000000;107.000000;6983.000000;1403.000000
169907.000000;293747.000000;198545.000000;98678.000000;22990.000000;106198.000000;40814.000000;7885.000000;2574.000000;163414.000000;214061.000000;88052.000000;65664.000000;35938.000000;599.000000;2608.000000;323183.000000;89436.000000;230453.000000;271291.000000;11431.000000;24600.000000;6288.000000;26110.000000;3160.000000;20847.000000;34371.000000;146236.000000;80372.000000;98969.000000;33656.000000;111625.000000;124447.000000;257632.000000;80.000000;7559.000000;45560.000000;90692.000000
79266.000000;153045.000000;121258.000000;37923.000000;8986.000000;64041.000000;24641.000000;2481.000000;618.000000;95109.000000;156296.000000;40455.000000;35960.000000;20021.000000;228.000000;603.000000;167268.000000;49664.000000;122388.000000;169487.000000;3897.000000;26760.000000;1799.000000;12338.000000;1706.000000;13228.000000;14183.000000;102369.000000;44100.000000;71118.000000;21582.000000;51702.000000;72471.000000;143742.000000;24.000000;4799.000000;18610.000000;53119.000000
67638.000000;105997.000000;91262.000000;27501.000000;7082.000000;38732.000000;21740.000000;2207.000000;262.000000;66101.000000;108508.000000;32234.000000;31486.000000;15245.000000;164.000000;266.000000;112520.000000;29629.000000;105333.000000;114870.000000;3626.000000;3498.000000;1602.000000;9790.000000;1144.000000;8570.000000;10826.000000;85385.000000;29344.000000;54065.000000;16565.000000;42440.000000;48863.000000;103817.000000;8.000000;3283.000000;12634.000000;43541.000000
40216.000000;89471.000000;61279.000000;66361.000000;5463.000000;49952.000000;14216.000000;1735.000000;948.000000;48696.000000;120172.000000;24720.000000;20026.000000;11327.000000;162.000000;944.000000;122660.000000;35879.000000;74986.000000;76611.000000;5273.000000;14927.000000;1314.000000;7252.000000;896.000000;6939.000000;8412.000000;79896.000000;23888.000000;42241.000000;13910.000000;32372.000000;53245.000000;78180.000000;50.000000;2665.000000;15593.000000;35872.000000
19644.000000;105377.000000;32020.000000;45611.000000;9670.000000;38198.000000;7515.000000;2338.000000;728.000000;54860.000000;65014.000000;17776.000000;18130.000000;7291.000000;199.000000;775.000000;131397.000000;34656.000000;58973.000000;53580.000000;8128.000000;3840.000000;1819.000000;8680.000000;1013.000000;5952.000000;13920.000000;42669.000000;38992.000000;28731.000000;8998.000000;20389.000000;44751.000000;68850.000000;23.000000;1437.000000;7806.000000;23219.000000
22511.000000;78198.000000;28681.000000;36046.000000;4536.000000;30021.000000;6585.000000;1190.000000;436.000000;39622.000000;69289.000000;15144.000000;14124.000000;7730.000000;108.000000;461.000000;101606.000000;24537.000000;56388.000000;45096.000000;4686.000000;4870.000000;824.000000;6049.000000;1010.000000;5234.000000;6881.000000;43933.000000;21930.000000;25262.000000;7386.000000;18996.000000;37973.000000;60876.000000;5.000000;1140.000000;10062.000000;20125.000000
23493.000000;59941.000000;27120.000000;30281.000000;4237.000000;30647.000000;5947.000000;1098.000000;468.000000;32053.000000;58621.000000;14940.000000;13909.000000;5927.000000;127.000000;479.000000;86767.000000;24521.000000;48496.000000;37544.000000;2983.000000;5325.000000;835.000000;5558.000000;694.000000;4152.000000;6550.000000;40175.000000;19819.000000;20545.000000;6898.000000;19046.000000;32206.000000;50557.000000;10.000000;872.000000;9467.000000;18589.000000
56511.000000;135924.000000;67879.000000;77939.000000;10823.000000;83115.000000;15602.000000;2724.000000;540.000000;86692.000000;158002.000000;38310.000000;31187.000000;12156.000000;174.000000;562.000000;206330.000000;66852.000000;112616.000000;91521.000000;7252.000000;12957.000000;2174.000000;13028.000000;870.000000;7100.000000;17045.000000;95271.000000;53590.000000;59352.000000;17602.000000;47190.000000;76796.000000;121300.000000;25.000000;2089.000000;23811.000000;45001.000000
