1568083.000000;1306135.000000;1025960.000000;187851.000000;1689951.000000;10188.000000;314706.000000;188273.000000;75778.000000;1980647.000000;77482.000000;2209350.000000;2744711.000000;1844947.000000;29716.000000;30037.000000;1263702.000000;1402261.000000;541620.000000;564.000000;511069.000000;143621.000000;932445.000000;1100663.000000;370010.000000;337088.000000;411507.000000;749660.000000
9352.000000;12012.000000;9417.000000;236.000000;10103.000000;32.000000;4375.000000;304.000000;903.000000;6670.000000;877.000000;5186.000000;868.000000;3580.000000;823.000000;916.000000;6013.000000;972.000000;1356.000000;2.000000;1061.000000;350.000000;2026.000000;4934.000000;1082.000000;4502.000000;8287.000000;19408.000000
281182.000000;293747.000000;211818.000000;17824.000000;246574.000000;1348.000000;60614.000000;23853.000000;11600.000000;367148.000000;11891.000000;433794.000000;180218.000000;229189.000000;2773.000000;2786.000000;222747.000000;148923.000000;79594.000000;140.000000;68697.000000;15193.000000;129035.000000;190554.000000;53143.000000;64891.000000;31405.000000;168991.000000
146512.000000;153045.000000;91531.000000;6963.000000;146604.000000;566.000000;27247.000000;14735.000000;3687.000000;223415.000000;3904.000000;224220.000000;123810.000000;129832.000000;715.000000;681.000000;156701.000000;60622.000000;44811.000000;41.000000;45412.000000;9547.000000;73350.000000;130029.000000;28665.000000;29690.000000;31568.000000;99382.000000
124991.000000;105997.000000;73847.000000;5646.000000;102891.000000;383.000000;20166.000000;11854.000000;3225.000000;151538.000000;3335.000000;152951.000000;101749.000000;104613.000000;296.000000;302.000000;105222.000000;40733.000000;39278.000000;21.000000;33942.000000;5699.000000;57727.000000;84681.000000;22559.000000;21928.000000;5465.000000;76739.000000
91263.000000;89471.000000;53320.000000;7776.000000;70638.000000;333.000000;15681.000000;8290.000000;2644.000000;111121.000000;2676.000000;150741.000000;90420.000000;63452.000000;1095.000000;1122.000000;116316.000000;91287.000000;26109.000000;79.000000;29524.000000;4270.000000;48736.000000;99657.000000;15877.000000;16991.000000;21223.000000;58637.000000
72002.000000;105377.000000;26886.000000;13681.000000;77243.000000;476.000000;24366.000000;4065.000000;3776.000000;70734.000000;3745.000000;174213.000000;50300.000000;34005.000000;785.000000;838.000000;70396.000000;65720.000000;20143.000000;39.000000;19954.000000;4505.000000;37005.000000;62572.000000;10854.000000;26533.000000;6816.000000;45940.000000
67221.000000;78198.000000;31049.000000;7278.000000;59222.000000;303.000000;13233.000000;3421.000000;1797.000000;61721.000000;1943.000000;135973.000000;50885.000000;31929.000000;478.000000;498.000000;67831.000000;50870.000000;16209.000000;15.000000;17200.000000;3950.000000;31086.000000;56913.000000;11176.000000;14117.000000;8706.000000;36329.000000
57920.000000;59941.000000;31955.000000;5036.000000;47498.000000;245.000000;12287.000000;2872.000000;1748.000000;51669.000000;1716.000000;111979.000000;47193.000000;32135.000000;521.000000;531.000000;60763.000000;45542.000000;15620.000000;21.000000;15537.000000;2820.000000;28399.000000;53063.000000;8940.000000;13511.000000;9153.000000;32282.000000
135625.000000;135924.000000;74382.000000;12408.000000;127740.000000;364.000000;31964.000000;7653.000000;4242.000000;125852.000000;4415.000000;264417.000000;111425.000000;77509.000000;605.000000;619.000000;165449.000000;116352.000000;36454.000000;39.000000;38551.000000;4403.000000;67452.000000;145755.000000;19242.000000;34854.000000;23703.000000;90514.000000
