617795.000000;1306135.000000;230344.000000;1444374.000000;3965.000000;2240234.000000;1006931.000000;2115684.000000;87379.000000;430527.000000;1612808.000000;93597.000000;45161.000000;1915905.000000;1601318.000000;193425.000000;425004.000000;152901.000000;1125343.000000;3186142.000000;2051406.000000;433576.000000;728071.000000
1430.000000;12012.000000;528.000000;1304.000000;12.000000;4839.000000;2275.000000;11010.000000;1141.000000;4587.000000;9629.000000;1244.000000;1064.000000;6679.000000;9119.000000;234.000000;8941.000000;257.000000;9308.000000;1260.000000;4548.000000;5133.000000;19093.000000
89706.000000;293747.000000;26620.000000;164567.000000;661.000000;422087.000000;139738.000000;343571.000000;13326.000000;81035.000000;290348.000000;14358.000000;4578.000000;351032.000000;282192.000000;18106.000000;32097.000000;18824.000000;225412.000000;236770.000000;254375.000000;84040.000000;162482.000000
50613.000000;153045.000000;16817.000000;72878.000000;231.000000;230869.000000;79385.000000;199276.000000;4385.000000;39659.000000;151984.000000;4694.000000;1056.000000;213609.000000;210540.000000;7029.000000;31790.000000;11679.000000;99230.000000;150315.000000;145844.000000;41101.000000;91256.000000
44447.000000;105997.000000;11182.000000;47319.000000;169.000000;152036.000000;62391.000000;138411.000000;3691.000000;28558.000000;129179.000000;4016.000000;419.000000;146164.000000;144406.000000;5720.000000;5601.000000;9043.000000;79364.000000;122356.000000;116832.000000;28779.000000;71698.000000
28982.000000;89471.000000;8433.000000;91022.000000;203.000000;176896.000000;52993.000000;98265.000000;2925.000000;23701.000000;94553.000000;3214.000000;1806.000000;106147.000000;153302.000000;8031.000000;21617.000000;6580.000000;56808.000000;114826.000000;71464.000000;24091.000000;53419.000000
20533.000000;105377.000000;7248.000000;71280.000000;223.000000;161569.000000;40519.000000;115707.000000;4200.000000;33117.000000;74528.000000;4708.000000;1340.000000;67569.000000;85499.000000;13695.000000;7086.000000;3292.000000;29727.000000;70217.000000;37881.000000;34379.000000;43275.000000
17345.000000;78198.000000;5972.000000;54636.000000;109.000000;133976.000000;33783.000000;88136.000000;2148.000000;18584.000000;69743.000000;2285.000000;789.000000;58184.000000;83523.000000;7342.000000;8982.000000;2831.000000;34547.000000;69104.000000;35840.000000;19456.000000;34038.000000
16047.000000;59941.000000;4845.000000;48945.000000;129.000000;117842.000000;30859.000000;70607.000000;1921.000000;17727.000000;59457.000000;2208.000000;873.000000;48858.000000;72797.000000;5102.000000;9363.000000;2276.000000;34588.000000;62236.000000;35385.000000;18127.000000;30764.000000
38188.000000;135924.000000;9221.000000;126661.000000;188.000000;284909.000000;73670.000000;184739.000000;4886.000000;46895.000000;140199.000000;5285.000000;993.000000;118906.000000;203480.000000;12505.000000;24043.000000;5715.000000;78593.000000;144660.000000;85353.000000;48664.000000;84235.000000
