2670163.000000;1306135.000000;345341.000000;330138.000000;15924.000000;432210.000000;93926.000000;1965256.000000;468933.000000;224206.000000;1957725.000000;1873455.000000;2404653.000000;1010439.000000;751.000000;3004479.000000;1049557.000000;812197.000000;2091204.000000;258578.000000;640959.000000;91796.000000
11283.000000;12012.000000;8206.000000;736.000000;42.000000;5141.000000;1252.000000;1518.000000;5025.000000;285.000000;11142.000000;4229.000000;8668.000000;2072.000000;3.000000;1042.000000;10500.000000;20455.000000;8553.000000;406.000000;1876.000000;1201.000000
445094.000000;293747.000000;30927.000000;39713.000000;1976.000000;83574.000000;14407.000000;232793.000000;88985.000000;21469.000000;333321.000000;251194.000000;485918.000000;137902.000000;167.000000;216849.000000;185984.000000;184742.000000;354288.000000;31954.000000;100622.000000;14046.000000
274574.000000;153045.000000;28703.000000;25591.000000;845.000000;40782.000000;4696.000000;103447.000000;44030.000000;8557.000000;180512.000000;135862.000000;256752.000000;78166.000000;43.000000;143597.000000;82721.000000;109775.000000;255967.000000;19594.000000;55406.000000;4620.000000
184329.000000;105997.000000;4393.000000;18227.000000;588.000000;28535.000000;3998.000000;68183.000000;31395.000000;6799.000000;153239.000000;112911.000000;171706.000000;60904.000000;28.000000;118398.000000;62496.000000;84930.000000;172357.000000;16019.000000;48488.000000;3858.000000
134278.000000;89471.000000;20802.000000;13905.000000;486.000000;23908.000000;3205.000000;132526.000000;26253.000000;9565.000000;110889.000000;67856.000000;146982.000000;53384.000000;103.000000;100468.000000;47095.000000;65706.000000;195894.000000;11319.000000;31560.000000;3094.000000
92742.000000;105377.000000;6276.000000;10453.000000;654.000000;34489.000000;4694.000000;92753.000000;36713.000000;16533.000000;80842.000000;35362.000000;197539.000000;40257.000000;46.000000;56915.000000;26382.000000;48486.000000;111252.000000;5616.000000;25147.000000;4441.000000
77436.000000;78198.000000;6942.000000;8659.000000;449.000000;19453.000000;2271.000000;74183.000000;20775.000000;8841.000000;76862.000000;34546.000000;150957.000000;33612.000000;18.000000;57186.000000;31060.000000;39484.000000;110726.000000;5104.000000;20523.000000;2266.000000
62924.000000;59941.000000;7523.000000;7473.000000;339.000000;18050.000000;2204.000000;67810.000000;19893.000000;6169.000000;67130.000000;34500.000000;121294.000000;30839.000000;32.000000;52991.000000;31333.000000;34762.000000;100240.000000;4113.000000;19306.000000;2031.000000
162293.000000;135924.000000;17965.000000;15667.000000;513.000000;48635.000000;5259.000000;170898.000000;52368.000000;15404.000000;158406.000000;82043.000000;294354.000000;73175.000000;49.000000;123858.000000;70980.000000;98358.000000;270801.000000;10673.000000;45140.000000;5149.000000
