1806281.000000;1306135.000000;125960.000000;810874.000000;2907.000000;244219.000000;137722.000000;240635.000000;574188.000000;644616.000000;12959.000000;1062581.000000;32747.000000;34664.000000;865035.000000;360005.000000;941360.000000;32360.000000;142456.000000;594379.000000;244090.000000;601921.000000;361596.000000;1237275.000000;484303.000000;221987.000000;378295.000000;345008.000000;1195821.000000;484859.000000;90858.000000;26262.000000;201.000000;209033.000000;252050.000000;1134158.000000;26112.000000;104534.000000;1218.000000;97762.000000;520759.000000;617594.000000;1642709.000000;446300.000000;1073641.000000;1084159.000000;193437.000000
497.000000;12012.000000;413.000000;6421.000000;9.000000;4488.000000;204.000000;4649.000000;2433.000000;2877.000000;42.000000;1781.000000;412.000000;86.000000;1480.000000;1305.000000;6696.000000;368.000000;373.000000;474.000000;4382.000000;7726.000000;9545.000000;369.000000;686.000000;4500.000000;667.000000;6847.000000;2575.000000;2698.000000;70.000000;616.000000;0.000000;564.000000;1459.000000;4408.000000;697.000000;1401.000000;4.000000;1531.000000;707.000000;5306.000000;3918.000000;1271.000000;2021.000000;4216.000000;443.000000
107289.000000;293747.000000;18183.000000;176547.000000;425.000000;49149.000000;17682.000000;49443.000000;90409.000000;104605.000000;1628.000000;140831.000000;5108.000000;3884.000000;136586.000000;60602.000000;109675.000000;5039.000000;16534.000000;63513.000000;50843.000000;136394.000000;83775.000000;78730.000000;58944.000000;24021.000000;51423.000000;29813.000000;144951.000000;113782.000000;6929.000000;2528.000000;61.000000;20916.000000;46090.000000;167596.000000;2546.000000;17553.000000;219.000000;17142.000000;56072.000000;141934.000000;314225.000000;64404.000000;208054.000000;232998.000000;26850.000000
79479.000000;153045.000000;8033.000000;113410.000000;172.000000;24060.000000;11210.000000;22519.000000;61447.000000;73326.000000;770.000000;75647.000000;1558.000000;2217.000000;83645.000000;34656.000000;69145.000000;1391.000000;9615.000000;23308.000000;23309.000000;63696.000000;60610.000000;40971.000000;36819.000000;26429.000000;29794.000000;11936.000000;90322.000000;50499.000000;2221.000000;602.000000;10.000000;13059.000000;22472.000000;92377.000000;584.000000;6620.000000;76.000000;6454.000000;32208.000000;74225.000000;162521.000000;35056.000000;112695.000000;146309.000000;16758.000000
66849.000000;105997.000000;5546.000000;77111.000000;135.000000;20787.000000;9048.000000;17669.000000;38334.000000;48029.000000;497.000000;64040.000000;1398.000000;1444.000000;51615.000000;26230.000000;52174.000000;1250.000000;6587.000000;14789.000000;17762.000000;53894.000000;46171.000000;37066.000000;26901.000000;3363.000000;26550.000000;7232.000000;60618.000000;40966.000000;2181.000000;252.000000;5.000000;8662.000000;14124.000000;81915.000000;258.000000;5331.000000;35.000000;5305.000000;26485.000000;53948.000000;114550.000000;30239.000000;73020.000000;98516.000000;12900.000000
52880.000000;89471.000000;6076.000000;61983.000000;115.000000;12880.000000;6047.000000;13078.000000;51458.000000;61032.000000;483.000000;35900.000000;1084.000000;1083.000000;72052.000000;21608.000000;33959.000000;1048.000000;5340.000000;35493.000000;13268.000000;40972.000000;35903.000000;65678.000000;24494.000000;13318.000000;17331.000000;13862.000000;50956.000000;26078.000000;3145.000000;937.000000;34.000000;7004.000000;14477.000000;58644.000000;912.000000;4030.000000;66.000000;3796.000000;22350.000000;42750.000000;85945.000000;20216.000000;85401.000000;63367.000000;10745.000000
28250.000000;105377.000000;12658.000000;61747.000000;160.000000;15934.000000;2836.000000;11385.000000;31355.000000;33593.000000;469.000000;19983.000000;1343.000000;1188.000000;48985.000000;20266.000000;30616.000000;1476.000000;3797.000000;34036.000000;14013.000000;22942.000000;24097.000000;30653.000000;18695.000000;3475.000000;10756.000000;6017.000000;22959.000000;12484.000000;4479.000000;710.000000;18.000000;5710.000000;23346.000000;41356.000000;761.000000;6751.000000;76.000000;5821.000000;13606.000000;45534.000000;106909.000000;13845.000000;78167.000000;47199.000000;7136.000000
28952.000000;78198.000000;6255.000000;54909.000000;77.000000;10351.000000;2307.000000;8430.000000;26289.000000;31424.000000;322.000000;19251.000000;660.000000;1185.000000;45115.000000;15569.000000;22036.000000;614.000000;4572.000000;23457.000000;9244.000000;23267.000000;21420.000000;29819.000000;15855.000000;4592.000000;9304.000000;7500.000000;20311.000000;15222.000000;2584.000000;433.000000;4.000000;5079.000000;13073.000000;40909.000000;454.000000;3285.000000;37.000000;2983.000000;12110.000000;36279.000000;84290.000000;12785.000000;63159.000000;39850.000000;5730.000000
27251.000000;59941.000000;5105.000000;41120.000000;80.000000;10502.000000;2066.000000;8189.000000;26344.000000;28933.000000;225.000000;20296.000000;597.000000;836.000000;43148.000000;15174.000000;17962.000000;649.000000;3290.000000;19316.000000;8713.000000;23024.000000;17205.000000;24285.000000;13634.000000;4929.000000;8629.000000;7407.000000;18406.000000;15356.000000;1717.000000;463.000000;6.000000;4044.000000;12196.000000;36297.000000;463.000000;3085.000000;46.000000;2852.000000;10773.000000;30847.000000;68702.000000;10715.000000;58323.000000;32303.000000;5453.000000
66518.000000;135924.000000;13141.000000;114280.000000;111.000000;22406.000000;5634.000000;21614.000000;73806.000000;81829.000000;455.000000;48216.000000;1550.000000;1065.000000;106086.000000;35411.000000;48042.000000;1740.000000;5121.000000;51498.000000;23517.000000;56135.000000;49222.000000;58305.000000;32120.000000;11502.000000;21586.000000;20099.000000;49155.000000;36709.000000;3973.000000;533.000000;18.000000;7300.000000;32059.000000;82275.000000;545.000000;7978.000000;73.000000;6961.000000;25745.000000;81150.000000;159155.000000;27650.000000;138274.000000;77550.000000;13876.000000
