5112682.000000;1306135.000000;224966.000000;599946.000000;3762383.000000;310557.000000;6663795.000000;324845.000000;293137.000000;3121227.000000;1328352.000000
6064.000000;12012.000000;514.000000;14664.000000;18842.000000;535.000000;18166.000000;3699.000000;3711.000000;33321.000000;4119.000000
665704.000000;293747.000000;25810.000000;51396.000000;604863.000000;40367.000000;922763.000000;53613.000000;48776.000000;643298.000000;199335.000000
345769.000000;153045.000000;16035.000000;39268.000000;304778.000000;24077.000000;556631.000000;21350.000000;19212.000000;415304.000000;111816.000000
235656.000000;105997.000000;10692.000000;10643.000000;253572.000000;19840.000000;402315.000000;16785.000000;14973.000000;293582.000000;93723.000000
334102.000000;89471.000000;8111.000000;27659.000000;169533.000000;13840.000000;292763.000000;13873.000000;12326.000000;258866.000000;68205.000000
268661.000000;105377.000000;7077.000000;11561.000000;96373.000000;7287.000000;241708.000000;22272.000000;20304.000000;197089.000000;55260.000000
220267.000000;78198.000000;5850.000000;13048.000000;96658.000000;6616.000000;202246.000000;11254.000000;10107.000000;170737.000000;44570.000000
195821.000000;59941.000000;4663.000000;13198.000000;94862.000000;5400.000000;171166.000000;10445.000000;9329.000000;144500.000000;41572.000000
475516.000000;135925.000000;8807.000000;32601.000000;220652.000000;13503.000000;422139.000000;26664.000000;23631.000000;399920.000000;98554.000000
