389110.000000;1306135.000000;618249.000000;179567.000000;1972432.000000;884100.000000;96182.000000;502220.000000;1464811.000000;1047208.000000;88850.000000;164089.000000;43440.000000;2143925.000000;1034448.000000;94428.000000;455782.000000;3444453.000000;1614075.000000;1718010.000000;2363007.000000;2909.000000;957212.000000;463383.000000
9518.000000;12012.000000;1579.000000;208.000000;6523.000000;7330.000000;1267.000000;1099.000000;1260.000000;15505.000000;212.000000;267.000000;959.000000;4610.000000;12746.000000;1194.000000;6034.000000;1809.000000;10138.000000;6563.000000;6328.000000;6.000000;2105.000000;6375.000000
30506.000000;293747.000000;92147.000000;16469.000000;360031.000000;163827.000000;14784.000000;67347.000000;177278.000000;227367.000000;10036.000000;20285.000000;4483.000000;274157.000000;206496.000000;14419.000000;89385.000000;289798.000000;246028.000000;303728.000000;423747.000000;529.000000;132432.000000;90646.000000
30302.000000;153045.000000;51702.000000;6247.000000;220180.000000;71425.000000;4840.000000;43968.000000;72504.000000;110962.000000;6325.000000;12600.000000;1019.000000;153975.000000;151534.000000;4749.000000;43354.000000;174244.000000;142360.000000;160347.000000;270974.000000;167.000000;76130.000000;44332.000000
5024.000000;105997.000000;45655.000000;5223.000000;150754.000000;54853.000000;4156.000000;33235.000000;45403.000000;92564.000000;3521.000000;9807.000000;408.000000;124724.000000;108343.000000;4021.000000;30519.000000;138784.000000;95632.000000;131161.000000;176650.000000;124.000000;59661.000000;31559.000000
21101.000000;89471.000000;29419.000000;7332.000000;107802.000000;39712.000000;3310.000000;28242.000000;96484.000000;70649.000000;2662.000000;7148.000000;1696.000000;78572.000000;96790.000000;3238.000000;25115.000000;133792.000000;68762.000000;95790.000000;206316.000000;170.000000;49707.000000;25469.000000
6630.000000;105377.000000;21546.000000;12320.000000;68522.000000;21212.000000;4873.000000;19185.000000;77491.000000;47080.000000;2910.000000;3523.000000;1297.000000;42305.000000;59752.000000;4634.000000;36711.000000;93142.000000;86533.000000;89500.000000;154228.000000;168.000000;37117.000000;36913.000000
8212.000000;78198.000000;17954.000000;6738.000000;59020.000000;25776.000000;2364.000000;16356.000000;58100.000000;43920.000000;2586.000000;3054.000000;766.000000;40054.000000;53053.000000;2344.000000;20664.000000;85595.000000;63773.000000;79249.000000;139758.000000;78.000000;31312.000000;20627.000000
8744.000000;59941.000000;16765.000000;4558.000000;49930.000000;25510.000000;2274.000000;14758.000000;51823.000000;39900.000000;1743.000000;2496.000000;834.000000;39354.000000;44224.000000;2098.000000;19303.000000;75205.000000;50163.000000;67017.000000;125801.000000;100.000000;28604.000000;19752.000000
21959.000000;135924.000000;39515.000000;11180.000000;122280.000000;56388.000000;5487.000000;36449.000000;134613.000000;103690.000000;2658.000000;6269.000000;971.000000;93190.000000;129617.000000;5407.000000;51350.000000;174899.000000;134794.000000;155265.000000;315715.000000;148.000000;68527.000000;51617.000000
