293282.502348;4510867.885328;3778920.053670;3805869.569840;3621249.988815
4808.000000;805.273986;7399.029605;35163.864515;15117.831894
100669.002118;246510.643121;418077.520173;509171.359428;678298.475161
52192.000706;176367.018278;297827.693530;294966.086021;487745.201465
33324.000706;152516.790210;244781.065339;235576.606277;336698.537468
22214.000706;185847.434953;143943.833248;196541.473976;312663.257117
46393.000000;64988.960764;77232.983740;118585.067840;229265.987656
31464.000000;70973.300686;63637.784014;85121.500837;182285.414463
22072.000000;60958.078480;58147.058883;82953.540278;154667.322359
50964.000000;144409.084387;144527.623423;227066.087770;427635.204419
