293272.528429;592304.253845;530425.795441;574249.136835;375039.551983;337062.218890;534398.462434;183593.516511;341403.034317;580974.201801;43058.983789;374878.956237;171971.617627;137321.904334;330733.361917;504269.451956;370275.873795;275960.920316;246709.215702;344976.920358;327580.321655;433358.510935;432239.693343;244230.253937;218583.233737;384941.691171;341834.763600;418102.266710;281205.055566;307148.373995;407644.505497;379861.504919;243288.473415;215211.026524;374576.515591;410082.310386;246998.167042;383689.613593;333926.168141;294559.191343;253199.293305;273322.219345;270473.815042;222570.960428;245752.500263;216553.704102;205587.695365;236245.041755;264543.222780
4808.000000;1.935381;47.152497;24.732208;323.826139;2000.990994;1.517171;0.590810;70.387778;239.685581;123.685796;57.928840;3977.355112;7629.184349;262.806905;281.146631;116.905353;1326.962430;1001.352155;1092.296491;115.770892;352.329879;1133.100080;5027.305776;4945.248153;147.183275;461.260954;1187.740430;625.599538;966.077335;1182.918173;3074.181093;1037.477918;934.675704;202.839721;1662.279086;2193.356427;80.820904;37.054214;2554.187284;459.571941;1784.885344;2722.859516;150.679951;254.071362;1518.925142;2948.935300;1707.860140;436.361844
100668.000000;7981.467047;33531.648241;28273.519696;29380.313983;43642.419972;6054.501578;19930.002703;21042.248944;59065.107991;3304.989898;16756.053325;37006.217166;5862.057436;37874.969778;62042.294833;25838.794337;63275.524475;33395.133395;52861.609871;19147.168328;34307.777393;55880.318824;37432.146082;31179.792477;30541.022117;41677.671131;90008.765360;24288.532105;44010.270551;88213.189240;77459.209645;78012.342638;18614.745737;26953.107331;77528.551347;53879.647769;22862.715285;7447.634832;41787.271727;42366.455627;39741.552674;51550.495942;25552.824869;29733.629464;54696.409688;48523.723131;49169.760468;22373.393548
52192.000000;17198.261536;15939.596555;21115.111380;22354.040885;30522.778730;5041.112056;22811.739678;15489.867617;44522.107720;1931.367788;10369.145624;25586.924869;988.787420;22852.895268;41201.348148;18449.157150;32906.688019;21203.615068;40839.806435;14524.747430;39435.874697;29741.038194;17873.322845;14144.602028;20271.532262;25586.409450;81494.428402;11417.561394;35670.680662;55730.928020;47604.792876;38876.805447;2631.982041;20538.196067;75188.884643;40824.469902;18336.668687;2807.888492;36471.781384;21307.372501;22576.314380;29538.883059;23277.457983;24555.313839;33586.496320;25642.808352;23946.364653;11978.042047
33324.000000;9940.466648;20283.450631;19503.274127;14236.292190;26795.954953;8250.695007;2662.156674;12814.402863;32750.589896;1595.291818;11551.830414;21209.152572;1667.978494;12357.491862;26926.262203;11958.875705;33097.910558;11073.478558;39022.601953;12845.857414;26905.055088;21054.383273;16523.286437;12065.460454;17444.179125;25136.117143;53119.615579;11275.267799;21086.205167;38706.665902;35595.799110;25224.424931;2153.425264;17352.140698;54400.035227;33990.674722;15844.599051;4713.498222;25663.224732;17756.220570;22873.995922;27933.653315;15625.926425;19482.503285;23068.400095;22496.041763;20387.400202;11150.785960
22213.000000;11642.769863;21021.928177;20823.047450;11310.146991;4732.480677;19665.453704;14431.382019;9496.905057;33102.152010;1393.757459;14000.848971;16919.812106;6012.930641;20713.193438;39684.285166;8414.511585;19679.274160;9574.793993;21269.698882;9758.616011;17150.548329;21060.120414;10161.735735;8449.609441;11325.877275;14838.716455;46948.277049;12096.662112;29932.250707;24010.473459;28899.841496;17959.625636;3765.260283;16509.908998;42579.853244;25167.054432;15807.371743;15176.211568;25223.709490;12004.420562;15648.972059;20443.821636;14452.342453;12112.569866;22272.712498;19207.603662;15690.544762;6452.916273
46393.000000;2424.020204;1492.772139;3822.057150;3378.177184;1763.045426;4825.802382;2165.255688;768.143625;14391.814025;1011.224672;6356.792152;10992.238846;2161.054453;14430.922538;22804.792861;1389.948099;8157.686542;4454.121855;10318.431839;3616.033107;7774.704678;16245.209415;14335.655475;7950.648791;2990.190528;9897.821085;33942.784992;18777.397267;19802.695631;37426.916605;17305.583602;24154.160143;2344.501242;10449.297510;21474.780574;15318.583447;3989.647587;9324.775010;17224.183801;2810.121260;11522.998579;15911.949376;5987.513421;4427.272334;19051.404850;9058.166641;5664.819983;4184.881384
31464.000000;6154.219515;2664.224846;6968.604561;4388.345520;1630.657299;8564.354340;1624.146641;1090.562919;14297.020741;546.487233;6623.454050;9673.466085;1213.553727;8579.654026;17537.596904;1356.442238;8924.093839;4046.238508;8814.417412;2543.607970;5362.117975;15527.450339;5255.782201;5025.618898;2134.581656;7012.183881;29991.525719;7976.040863;14792.676768;23425.447638;18254.176294;17803.028315;3819.421059;6351.258111;22887.341264;13252.114534;3668.215909;8655.061228;9804.746656;2681.293661;6720.089509;10976.186678;6282.277609;3863.490876;14776.248385;8896.993198;6351.080823;3230.401578
22072.000000;5054.281533;2948.531924;9449.575494;4478.072813;1699.112302;8057.016648;949.986903;1071.401045;11254.764881;485.164684;5368.108761;8691.179194;2058.181748;10275.197811;12131.773256;1931.941600;8919.301715;4193.812728;8688.500325;2256.568082;3884.482950;13308.193315;5503.862031;5934.319218;3095.668645;7244.781016;23814.116374;6038.910961;15793.984108;17490.316336;13313.881353;16340.518002;3777.692407;5030.355365;17039.589313;10437.480108;3061.540264;4912.733009;9139.525170;3489.106765;6980.341079;9355.462909;5908.325473;3738.782933;12974.790550;8454.585683;7263.471531;3436.709683
50964.000000;14006.287853;9688.532114;16229.954558;10296.821957;4637.128279;20519.708641;11120.554233;4505.384227;24824.215462;868.596782;11326.053399;23439.895202;2718.856229;33649.694296;34268.782971;5152.264502;20618.867275;11359.344288;19679.699273;6460.587033;11951.232954;38239.842765;15460.597070;12219.411922;8030.714544;18232.427620;66138.152281;17208.486871;39804.238840;40809.553983;35173.725994;38568.509571;10587.137534;13572.821626;49631.372514;27335.369670;8019.855948;10414.504903;28101.117224;12164.868011;18007.811281;24946.248176;14766.675665;11585.733932;36770.490484;25595.087071;18836.662395;6094.120573
