1665912.000000;1306135.000000;1155590.000000;418602.000000;158377.000000;756542.000000;1037827.000000;326089.000000;499965.000000;743991.000000;680.000000;11319.000000;1725942.000000;2675749.000000;709516.000000;286502.000000;1081386.000000;1018989.000000;291416.000000;1670820.000000;159395.000000;351207.000000;72655.000000;288184.000000;1131227.000000;72818.000000;10042.000000;327941.000000;42311.000000;1712269.000000;1338627.000000
6353.000000;12012.000000;622.000000;1704.000000;375.000000;7597.000000;9808.000000;703.000000;16497.000000;5770.000000;3.000000;32.000000;4696.000000;1003.000000;1357.000000;447.000000;4661.000000;4209.000000;4194.000000;3063.000000;178.000000;7782.000000;967.000000;4006.000000;1623.000000;906.000000;30.000000;807.000000;899.000000;4266.000000;9077.000000
321235.000000;293747.000000;111505.000000;73969.000000;16077.000000;141588.000000;216652.000000;44367.000000;115042.000000;166723.000000;162.000000;1506.000000;252889.000000;194251.000000;84535.000000;36602.000000;183000.000000;168602.000000;55803.000000;209142.000000;14181.000000;28816.000000;10898.000000;54885.000000;159623.000000;10965.000000;1215.000000;44922.000000;4413.000000;342209.000000;190148.000000
197719.000000;153045.000000;43164.000000;39513.000000;10260.000000;59174.000000;107255.000000;28725.000000;73414.000000;87238.000000;43.000000;650.000000;143762.000000;129172.000000;50333.000000;22377.000000;129368.000000;119213.000000;24618.000000;116401.000000;5224.000000;29664.000000;3414.000000;24304.000000;89438.000000;3577.000000;553.000000;24435.000000;973.000000;177763.000000;112496.000000
132675.000000;105997.000000;30307.000000;34481.000000;6195.000000;45114.000000;92130.000000;22041.000000;55750.000000;61095.000000;25.000000;407.000000;116027.000000;104464.000000;41588.000000;18744.000000;85847.000000;79061.000000;18557.000000;94899.000000;4470.000000;4463.000000;2946.000000;18044.000000;60994.000000;3022.000000;389.000000;19069.000000;399.000000;121128.000000;77450.000000
93834.000000;89471.000000;73038.000000;21940.000000;4657.000000;33492.000000;67987.000000;18499.000000;43039.000000;48268.000000;93.000000;389.000000;86058.000000;87558.000000;34379.000000;12682.000000;100048.000000;94789.000000;14175.000000;57116.000000;6275.000000;20374.000000;2427.000000;14073.000000;68128.000000;2404.000000;308.000000;13697.000000;1643.000000;122401.000000;55507.000000
61135.000000;105377.000000;50457.000000;20959.000000;4840.000000;17622.000000;42500.000000;12332.000000;31322.000000;60731.000000;43.000000;437.000000;63858.000000;52925.000000;20993.000000;6493.000000;58471.000000;54159.000000;22317.000000;29764.000000;10572.000000;5870.000000;3437.000000;21952.000000;59265.000000;3349.000000;426.000000;8936.000000;1277.000000;137089.000000;64061.000000
52109.000000;78198.000000;39612.000000;15824.000000;4291.000000;21489.000000;41773.000000;10201.000000;26103.000000;44377.000000;16.000000;290.000000;60187.000000;52797.000000;18561.000000;5657.000000;56053.000000;50952.000000;11698.000000;28020.000000;5819.000000;7240.000000;1643.000000;11890.000000;49124.000000;1748.000000;275.000000;9387.000000;752.000000;106407.000000;47058.000000
43740.000000;59941.000000;34222.000000;15556.000000;3142.000000;21992.000000;38043.000000;9430.000000;22689.000000;38874.000000;29.000000;207.000000;51041.000000;48263.000000;17069.000000;4905.000000;51478.000000;47309.000000;11222.000000;28808.000000;3870.000000;7873.000000;1622.000000;11018.000000;41263.000000;1547.000000;227.000000;7327.000000;801.000000;89988.000000;37401.000000
107951.000000;135924.000000;89382.000000;34754.000000;4763.000000;51007.000000;90117.000000;23694.000000;64268.000000;100176.000000;47.000000;403.000000;122621.000000;113977.000000;41388.000000;12891.000000;140021.000000;130652.000000;28949.000000;69992.000000;9500.000000;19628.000000;3866.000000;28741.000000;98181.000000;3958.000000;319.000000;15659.000000;950.000000;212651.000000;101482.000000
