876045.000000;1306135.000000;375429.000000;500212.000000;62582.000000;225809.000000;327122.000000;831662.000000;155334.000000;217918.000000;142639.000000;31220.000000;784156.000000;221458.000000;308732.000000;29174.000000;284424.000000;73863.000000;8490.000000;81961.000000;338194.000000;127514.000000;983249.000000;388660.000000;415537.000000;922.000000;423978.000000;153330.000000;557144.000000;51721.000000;799166.000000;208335.000000;227562.000000;37506.000000;600061.000000;1103920.000000;392392.000000;79.000000;95189.000000;56325.000000;277770.000000;1403487.000000;746955.000000;985666.000000;49974.000000;1051261.000000;7610.000000;74320.000000;807.000000;203810.000000;927452.000000;611468.000000;663923.000000;365154.000000;988603.000000;385390.000000;499226.000000
6026.000000;12012.000000;903.000000;1306.000000;195.000000;312.000000;6172.000000;1417.000000;3771.000000;616.000000;334.000000;404.000000;4049.000000;4502.000000;515.000000;373.000000;7744.000000;2098.000000;29.000000;133.000000;586.000000;323.000000;2043.000000;1289.000000;2447.000000;2.000000;1360.000000;5245.000000;2055.000000;123.000000;281.000000;1289.000000;318.000000;671.000000;867.000000;3561.000000;2773.000000;0.000000;382.000000;29.000000;1224.000000;275.000000;2073.000000;1795.000000;140.000000;1677.000000;22.000000;1882.000000;3.000000;1306.000000;255.000000;324.000000;5744.000000;5032.000000;4526.000000;5482.000000;5332.000000
100029.000000;293747.000000;53401.000000;70030.000000;8408.000000;25870.000000;26010.000000;118382.000000;30321.000000;21804.000000;20014.000000;4955.000000;189965.000000;23862.000000;38664.000000;4601.000000;66424.000000;12748.000000;1144.000000;10040.000000;34759.000000;13808.000000;154348.000000;62645.000000;100730.000000;165.000000;82246.000000;30240.000000;83812.000000;6193.000000;61214.000000;40554.000000;30284.000000;4089.000000;88262.000000;200609.000000;70578.000000;24.000000;17799.000000;3747.000000;49857.000000;88384.000000;162560.000000;178648.000000;6303.000000;112546.000000;932.000000;12829.000000;149.000000;40106.000000;54328.000000;61471.000000;142274.000000;80382.000000;153698.000000;86017.000000;112663.000000
65058.000000;153045.000000;28396.000000;39439.000000;3104.000000;10966.000000;11121.000000;61892.000000;14585.000000;13226.000000;11617.000000;1558.000000;123608.000000;26148.000000;24605.000000;1310.000000;46483.000000;4679.000000;493.000000;6644.000000;21747.000000;8224.000000;85706.000000;52899.000000;44238.000000;51.000000;47499.000000;14988.000000;57574.000000;3991.000000;30910.000000;19107.000000;17924.000000;863.000000;50285.000000;106086.000000;49576.000000;1.000000;8251.000000;1030.000000;27009.000000;64983.000000;73929.000000;101664.000000;2326.000000;70699.000000;417.000000;4542.000000;53.000000;18542.000000;35114.000000;22786.000000;96500.000000;36831.000000;82628.000000;38868.000000;61467.000000
50272.000000;105997.000000;24135.000000;30307.000000;2612.000000;7563.000000;6403.000000;53473.000000;10674.000000;9414.000000;8896.000000;1349.000000;79708.000000;3331.000000;18512.000000;1104.000000;36770.000000;3728.000000;297.000000;4962.000000;18495.000000;5278.000000;64134.000000;35814.000000;35836.000000;52.000000;32151.000000;10372.000000;35730.000000;2190.000000;27016.000000;13099.000000;15865.000000;346.000000;27487.000000;72092.000000;33578.000000;2.000000;6690.000000;1161.000000;24989.000000;55469.000000;55694.000000;68416.000000;1954.000000;47749.000000;280.000000;3754.000000;24.000000;12912.000000;28128.000000;15303.000000;64958.000000;29622.000000;74176.000000;31786.000000;45669.000000
31735.000000;89471.000000;16374.000000;22402.000000;2664.000000;11625.000000;13969.000000;29486.000000;7589.000000;7817.000000;7494.000000;1017.000000;51025.000000;12822.000000;15059.000000;894.000000;28074.000000;2528.000000;277.000000;3576.000000;14939.000000;4521.000000;54652.000000;35456.000000;22295.000000;63.000000;30442.000000;7592.000000;51661.000000;1650.000000;41199.000000;11797.000000;10036.000000;1376.000000;52749.000000;55457.000000;36518.000000;15.000000;4739.000000;1657.000000;15082.000000;35555.000000;43784.000000;79177.000000;1998.000000;36226.000000;232.000000;2616.000000;64.000000;11483.000000;40737.000000;39120.000000;52176.000000;22516.000000;52940.000000;24139.000000;36192.000000
24467.000000;105377.000000;11004.000000;18345.000000;4196.000000;20548.000000;5664.000000;15864.000000;13802.000000;5834.000000;5345.000000;1271.000000;38541.000000;3455.000000;11248.000000;1225.000000;20135.000000;3712.000000;342.000000;1665.000000;8052.000000;3236.000000;29939.000000;18543.000000;10587.000000;52.000000;26497.000000;12104.000000;28836.000000;1775.000000;22460.000000;16581.000000;5484.000000;1166.000000;30793.000000;80267.000000;21850.000000;5.000000;5393.000000;2110.000000;13182.000000;20829.000000;61690.000000;70066.000000;3842.000000;17087.000000;328.000000;3890.000000;49.000000;15858.000000;19162.000000;27078.000000;44887.000000;14160.000000;35394.000000;15059.000000;32638.000000
17795.000000;78198.000000;10185.000000;15175.000000;2145.000000;10872.000000;7043.000000;15782.000000;6645.000000;5350.000000;4139.000000;635.000000;32415.000000;4577.000000;9376.000000;530.000000;17814.000000;1920.000000;232.000000;1331.000000;7110.000000;4056.000000;30057.000000;20035.000000;13386.000000;23.000000;22116.000000;6041.000000;26024.000000;1612.000000;21391.000000;10263.000000;4799.000000;697.000000;27502.000000;58787.000000;19170.000000;2.000000;3875.000000;1218.000000;10538.000000;21008.000000;47866.000000;57349.000000;1828.000000;14838.000000;202.000000;1996.000000;26.000000;10213.000000;19899.000000;21726.000000;42429.000000;13177.000000;35033.000000;14228.000000;26872.000000
14926.000000;59941.000000;8590.000000;12770.000000;1947.000000;8140.000000;7017.000000;16765.000000;6841.000000;4410.000000;3893.000000;568.000000;25770.000000;4912.000000;8004.000000;541.000000;14348.000000;1835.000000;143.000000;1144.000000;6573.000000;2918.000000;25696.000000;18445.000000;13277.000000;33.000000;21731.000000;6084.000000;25921.000000;1115.000000;17429.000000;9269.000000;4346.000000;708.000000;30568.000000;47693.000000;16612.000000;2.000000;3589.000000;790.000000;10482.000000;19872.000000;39672.000000;50405.000000;1563.000000;13898.000000;170.000000;1897.000000;37.000000;8875.000000;17700.000000;18183.000000;30897.000000;13492.000000;31678.000000;14289.000000;22483.000000
40787.000000;135924.000000;21784.000000;31354.000000;4676.000000;21175.000000;19651.000000;40150.000000;15829.000000;8394.000000;10022.000000;1445.000000;61131.000000;10980.000000;19249.000000;1483.000000;40710.000000;4768.000000;294.000000;2934.000000;16061.000000;4222.000000;62761.000000;46529.000000;32371.000000;40.000000;51546.000000;15575.000000;71736.000000;1588.000000;41017.000000;24304.000000;11613.000000;859.000000;81960.000000;116388.000000;49316.000000;9.000000;8405.000000;1845.000000;23014.000000;48691.000000;87242.000000;121927.000000;3779.000000;36622.000000;251.000000;4742.000000;48.000000;23479.000000;41049.000000;46745.000000;87905.000000;33307.000000;70098.000000;35671.000000;62457.000000
