495442.000000;1306135.000000;217629.000000;1105372.000000;1131276.000000;86791.000000;9129.000000;1148044.000000;370535.000000;543614.000000;578615.000000;226000.000000;740481.000000;36725.000000;1282835.000000;134663.000000;96068.000000;294352.000000;33977.000000;716013.000000;37949.000000;999689.000000;1244713.000000;218153.000000;563933.000000;71463.000000;329407.000000;250046.000000;606467.000000;489866.000000;1688247.000000;671428.000000;263588.000000;112321.000000;1192397.000000;348222.000000;141189.000000;625530.000000;512.000000;327603.000000;287276.000000;4927.000000;1065989.000000;953414.000000
2740.000000;12012.000000;513.000000;2120.000000;4476.000000;426.000000;27.000000;297.000000;1944.000000;7201.000000;749.000000;4783.000000;7164.000000;559.000000;3699.000000;313.000000;166.000000;5312.000000;441.000000;806.000000;682.000000;1676.000000;2343.000000;1294.000000;969.000000;59.000000;10311.000000;594.000000;2731.000000;5567.000000;280.000000;1888.000000;1618.000000;1743.000000;2182.000000;6214.000000;4740.000000;2685.000000;1.000000;568.000000;270.000000;18.000000;4850.000000;6616.000000
109796.000000;293747.000000;30426.000000;192258.000000;242058.000000;13060.000000;1130.000000;70647.000000;68804.000000;122444.000000;71569.000000;24249.000000;177375.000000;5759.000000;227865.000000;13820.000000;11851.000000;61770.000000;5230.000000;113320.000000;4110.000000;136087.000000;142266.000000;39020.000000;61932.000000;5370.000000;76220.000000;33317.000000;95770.000000;99555.000000;89053.000000;140666.000000;52020.000000;19405.000000;189677.000000;28534.000000;27296.000000;97229.000000;131.000000;43619.000000;26904.000000;711.000000;171971.000000;111631.000000
49370.000000;153045.000000;19070.000000;113630.000000;151684.000000;4790.000000;492.000000;36125.000000;36465.000000;56868.000000;44905.000000;26439.000000;111322.000000;1821.000000;118278.000000;8911.000000;7596.000000;28031.000000;1481.000000;49084.000000;868.000000;71977.000000;89483.000000;18134.000000;37426.000000;1616.000000;53999.000000;18564.000000;69605.000000;54560.000000;70956.000000;79169.000000;24905.000000;7339.000000;96915.000000;12077.000000;11537.000000;70619.000000;40.000000;25477.000000;10743.000000;289.000000;90183.000000;71397.000000
39727.000000;105997.000000;14765.000000;77518.000000;102630.000000;3859.000000;348.000000;33508.000000;31759.000000;47163.000000;31530.000000;3413.000000;77127.000000;1591.000000;82733.000000;5341.000000;5724.000000;21965.000000;1268.000000;24969.000000;350.000000;61198.000000;60351.000000;12031.000000;31491.000000;1710.000000;41726.000000;14014.000000;45991.000000;38659.000000;58008.000000;51510.000000;16938.000000;5986.000000;77509.000000;7068.000000;8953.000000;45994.000000;18.000000;22229.000000;8057.000000;174.000000;81130.000000;53748.000000
26131.000000;89471.000000;12083.000000;88776.000000;68330.000000;3571.000000;292.000000;60856.000000;20141.000000;35995.000000;31356.000000;13191.000000;59759.000000;1149.000000;66123.000000;3973.000000;4179.000000;16320.000000;1040.000000;54757.000000;1402.000000;34582.000000;48344.000000;11813.000000;24958.000000;2294.000000;32160.000000;10325.000000;57348.000000;30501.000000;44653.000000;51373.000000;15079.000000;4487.000000;60973.000000;14045.000000;6197.000000;59463.000000;72.000000;14726.000000;14546.000000;185.000000;56990.000000;34740.000000
12530.000000;105377.000000;8034.000000;75934.000000;47523.000000;5856.000000;396.000000;28778.000000;19978.000000;20702.000000;23664.000000;3562.000000;55183.000000;1486.000000;89965.000000;4087.000000;2013.000000;13468.000000;1473.000000;41967.000000;1175.000000;19026.000000;22742.000000;19867.000000;13758.000000;3196.000000;22479.000000;6833.000000;30735.000000;36403.000000;23251.000000;46882.000000;21500.000000;6915.000000;50579.000000;6149.000000;8544.000000;31843.000000;37.000000;8891.000000;20812.000000;232.000000;40403.000000;28741.000000
15337.000000;78198.000000;6470.000000;63681.000000;40603.000000;2930.000000;244.000000;27655.000000;15027.000000;20574.000000;20495.000000;4655.000000;50497.000000;741.000000;66731.000000;3688.000000;1658.000000;10522.000000;633.000000;34336.000000;699.000000;18523.000000;20082.000000;11126.000000;12352.000000;1804.000000;19786.000000;7388.000000;28107.000000;24765.000000;25052.000000;39585.000000;13415.000000;3522.000000;46062.000000;7649.000000;4608.000000;29979.000000;14.000000;7537.000000;12161.000000;154.000000;39184.000000;21322.000000
15325.000000;59941.000000;6054.000000;55493.000000;33183.000000;2735.000000;212.000000;22142.000000;14796.000000;20510.000000;17725.000000;5026.000000;37551.000000;673.000000;53819.000000;2633.000000;1357.000000;10347.000000;666.000000;35059.000000;715.000000;19273.000000;17991.000000;9752.000000;11196.000000;1198.000000;16196.000000;5635.000000;26841.000000;21320.000000;23738.000000;37551.000000;12215.000000;3381.000000;39556.000000;7395.000000;4724.000000;28072.000000;21.000000;6929.000000;8557.000000;113.000000;35750.000000;17531.000000
36031.000000;135924.000000;15392.000000;134955.000000;79355.000000;6757.000000;303.000000;53600.000000;32781.000000;50862.000000;42051.000000;11366.000000;101179.000000;1671.000000;130388.000000;3990.000000;3368.000000;26730.000000;1762.000000;93450.000000;860.000000;46178.000000;48750.000000;25976.000000;28302.000000;2839.000000;45854.000000;11015.000000;75298.000000;59560.000000;56738.000000;88137.000000;31431.000000;8107.000000;90080.000000;20092.000000;11661.000000;78326.000000;37.000000;17815.000000;21029.000000;185.000000;80262.000000;47465.000000
