570210.000000;1306135.000000;312048.000000;1242.000000;196565.000000;256660.000000;341201.000000;155582.000000;89487.000000;828636.000000;215545.000000;624622.000000;241062.000000;49646.000000;20283.000000;643786.000000;86357.000000;48590.000000;889053.000000;22618.000000;324948.000000;278928.000000;211.000000;203603.000000;831359.000000;32113.000000;154222.000000;107183.000000;24060.000000;453928.000000;155058.000000;347295.000000;500960.000000;64151.000000;5581.000000;268585.000000;72072.000000;150228.000000;516619.000000;36126.000000;664180.000000;21498.000000;284.000000;356952.000000;251759.000000;33374.000000;245318.000000;46.000000;104421.000000;406550.000000;224849.000000;118623.000000;187100.000000;10913.000000;128987.000000;75511.000000;448786.000000;91291.000000;414735.000000;142491.000000;277610.000000;31470.000000;307249.000000;40662.000000;1921.000000;174089.000000;186364.000000;268856.000000;644241.000000;63303.000000;214639.000000;578147.000000;18399.000000;70433.000000;221496.000000;919715.000000;98878.000000;121584.000000;293929.000000;52902.000000;64407.000000;632389.000000;180665.000000;18915.000000;306261.000000;59805.000000;159118.000000;569633.000000;406045.000000;96778.000000;613896.000000
128.000000;12012.000000;1193.000000;2.000000;528.000000;1605.000000;155.000000;729.000000;667.000000;3038.000000;4101.000000;1707.000000;3126.000000;204.000000;260.000000;660.000000;103.000000;1662.000000;453.000000;44.000000;701.000000;869.000000;0.000000;3392.000000;1997.000000;12.000000;729.000000;362.000000;291.000000;632.000000;66.000000;559.000000;1321.000000;2015.000000;19.000000;452.000000;1995.000000;772.000000;4243.000000;82.000000;141.000000;51.000000;3.000000;815.000000;4102.000000;108.000000;2963.000000;0.000000;132.000000;1371.000000;204.000000;550.000000;670.000000;36.000000;1783.000000;124.000000;778.000000;285.000000;417.000000;250.000000;979.000000;109.000000;753.000000;773.000000;3.000000;222.000000;1097.000000;872.000000;1345.000000;53.000000;2318.000000;2808.000000;335.000000;915.000000;2357.000000;125.000000;696.000000;8316.000000;2368.000000;4813.000000;148.000000;1096.000000;456.000000;293.000000;4151.000000;100.000000;260.000000;465.000000;4554.000000;590.000000;4608.000000
32199.000000;293747.000000;58028.000000;205.000000;30522.000000;68686.000000;34263.000000;28616.000000;16061.000000;141169.000000;49361.000000;95987.000000;114742.000000;7499.000000;3276.000000;62580.000000;10899.000000;8087.000000;90195.000000;2501.000000;28477.000000;49267.000000;56.000000;44175.000000;112339.000000;2026.000000;26724.000000;17985.000000;3889.000000;68366.000000;10916.000000;42836.000000;84092.000000;13168.000000;667.000000;27468.000000;13036.000000;27902.000000;104988.000000;3829.000000;30313.000000;2333.000000;67.000000;54719.000000;18716.000000;5465.000000;54332.000000;9.000000;11056.000000;102885.000000;22095.000000;11674.000000;37031.000000;1401.000000;24659.000000;9742.000000;64011.000000;15042.000000;54774.000000;24538.000000;53877.000000;4114.000000;35192.000000;7556.000000;296.000000;16860.000000;37926.000000;41270.000000;130752.000000;5250.000000;37490.000000;123677.000000;2075.000000;12162.000000;47902.000000;38634.000000;20488.000000;26771.000000;50140.000000;3184.000000;7150.000000;109152.000000;21671.000000;2037.000000;69136.000000;3054.000000;15928.000000;82398.000000;90526.000000;16990.000000;60323.000000
13399.000000;153045.000000;28575.000000;68.000000;16916.000000;28969.000000;14552.000000;15299.000000;8649.000000;76869.000000;35560.000000;58836.000000;79991.000000;2752.000000;965.000000;36668.000000;7199.000000;2838.000000;56792.000000;749.000000;15786.000000;40419.000000;9.000000;23430.000000;65068.000000;474.000000;14911.000000;9218.000000;1038.000000;33632.000000;3919.000000;23837.000000;57407.000000;5948.000000;318.000000;17055.000000;5177.000000;12966.000000;69424.000000;2055.000000;25919.000000;1281.000000;30.000000;33032.000000;6454.000000;2311.000000;30224.000000;1.000000;6916.000000;46377.000000;14133.000000;7707.000000;16698.000000;663.000000;10681.000000;6447.000000;41162.000000;7633.000000;26500.000000;13472.000000;27323.000000;1747.000000;20607.000000;2621.000000;112.000000;9286.000000;17828.000000;38555.000000;66432.000000;1815.000000;27992.000000;71976.000000;442.000000;6043.000000;20832.000000;32905.000000;9726.000000;12781.000000;35061.000000;1342.000000;4883.000000;55676.000000;25048.000000;443.000000;31556.000000;2502.000000;10318.000000;39241.000000;48552.000000;7681.000000;37536.000000
13577.000000;105997.000000;26166.000000;70.000000;14951.000000;23322.000000;11749.000000;13713.000000;6636.000000;53131.000000;28818.000000;51434.000000;45561.000000;2203.000000;872.000000;25067.000000;5695.000000;2279.000000;48658.000000;727.000000;9612.000000;26314.000000;8.000000;17592.000000;47152.000000;606.000000;13484.000000;6277.000000;932.000000;28649.000000;3303.000000;18730.000000;40848.000000;4514.000000;199.000000;14517.000000;4002.000000;8325.000000;45795.000000;1358.000000;20008.000000;880.000000;12.000000;24638.000000;4062.000000;1945.000000;20736.000000;2.000000;4605.000000;29444.000000;10098.000000;5238.000000;8622.000000;409.000000;8533.000000;4497.000000;25220.000000;5872.000000;13189.000000;12862.000000;22639.000000;1488.000000;16721.000000;2118.000000;65.000000;7638.000000;14214.000000;26301.000000;44798.000000;1744.000000;18400.000000;53448.000000;172.000000;4001.000000;16812.000000;26025.000000;7954.000000;9599.000000;22645.000000;558.000000;2635.000000;38083.000000;2943.000000;181.000000;26215.000000;739.000000;8765.000000;31595.000000;40491.000000;5145.000000;29931.000000
33511.000000;89471.000000;16088.000000;50.000000;9233.000000;13176.000000;20998.000000;8527.000000;4014.000000;38303.000000;21666.000000;29991.000000;28408.000000;2145.000000;692.000000;18384.000000;3644.000000;1502.000000;26841.000000;769.000000;11928.000000;26384.000000;28.000000;13712.000000;44199.000000;797.000000;9294.000000;6565.000000;772.000000;15948.000000;7635.000000;13825.000000;49296.000000;3052.000000;174.000000;11462.000000;2894.000000;8528.000000;38414.000000;1566.000000;19034.000000;678.000000;42.000000;16864.000000;11568.000000;1448.000000;16790.000000;10.000000;4081.000000;28001.000000;11551.000000;5186.000000;11131.000000;404.000000;6044.000000;3624.000000;39933.000000;5324.000000;34612.000000;7366.000000;16606.000000;1333.000000;12767.000000;1438.000000;60.000000;5789.000000;10547.000000;25588.000000;48694.000000;2588.000000;19307.000000;31921.000000;537.000000;3493.000000;12492.000000;30877.000000;5220.000000;7040.000000;26385.000000;3288.000000;1913.000000;43253.000000;10663.000000;544.000000;20603.000000;727.000000;6333.000000;27549.000000;29873.000000;4870.000000;18874.000000
14586.000000;105377.000000;9493.000000;64.000000;6920.000000;6573.000000;13002.000000;8361.000000;3388.000000;50053.000000;15891.000000;18181.000000;25186.000000;3961.000000;750.000000;8073.000000;1570.000000;2337.000000;17151.000000;1225.000000;5966.000000;13323.000000;23.000000;11967.000000;17897.000000;1046.000000;6907.000000;8386.000000;1042.000000;7898.000000;8862.000000;10722.000000;27966.000000;6147.000000;252.000000;5829.000000;3223.000000;11581.000000;33508.000000;979.000000;9078.000000;717.000000;16.000000;15969.000000;4030.000000;1314.000000;17021.000000;1.000000;2225.000000;40555.000000;6579.000000;2885.000000;21213.000000;394.000000;5789.000000;2302.000000;22208.000000;5902.000000;19081.000000;4650.000000;16785.000000;1174.000000;7050.000000;2492.000000;97.000000;4240.000000;11173.000000;11426.000000;53545.000000;4041.000000;12551.000000;44162.000000;578.000000;9444.000000;7508.000000;13496.000000;6223.000000;6184.000000;16800.000000;1101.000000;1896.000000;45021.000000;2549.000000;576.000000;9887.000000;1248.000000;3095.000000;19295.000000;20963.000000;8392.000000;12382.000000
13497.000000;78198.000000;9635.000000;31.000000;6097.000000;8557.000000;10813.000000;6215.000000;3809.000000;37716.000000;14221.000000;17751.000000;21042.000000;1818.000000;377.000000;6566.000000;1275.000000;1213.000000;15037.000000;589.000000;6756.000000;13945.000000;6.000000;8465.000000;15587.000000;496.000000;5813.000000;5287.000000;438.000000;8388.000000;5771.000000;9139.000000;29290.000000;2739.000000;162.000000;5559.000000;2136.000000;7525.000000;31293.000000;1172.000000;9832.000000;781.000000;5.000000;13291.000000;5124.000000;946.000000;12740.000000;2.000000;2582.000000;31931.000000;5856.000000;3171.000000;11882.000000;250.000000;4213.000000;1828.000000;21073.000000;4116.000000;16338.000000;3967.000000;13935.000000;816.000000;6246.000000;1185.000000;68.000000;3406.000000;9117.000000;13101.000000;40594.000000;2388.000000;9333.000000;31974.000000;363.000000;3742.000000;7336.000000;16738.000000;4368.000000;4804.000000;13935.000000;830.000000;1549.000000;34750.000000;3841.000000;343.000000;10886.000000;1418.000000;2783.000000;20190.000000;21955.000000;4250.000000;8955.000000
10530.000000;59941.000000;9185.000000;48.000000;5404.000000;8107.000000;9054.000000;6315.000000;3313.000000;31841.000000;10850.000000;17016.000000;15598.000000;1688.000000;350.000000;6902.000000;1152.000000;1162.000000;14355.000000;519.000000;5726.000000;14095.000000;4.000000;7522.000000;13435.000000;372.000000;5007.000000;4693.000000;441.000000;9385.000000;3417.000000;8001.000000;25395.000000;2912.000000;115.000000;5149.000000;2110.000000;6842.000000;23233.000000;731.000000;9867.000000;545.000000;16.000000;10147.000000;5120.000000;887.000000;10554.000000;0.000000;1714.000000;26113.000000;5410.000000;3021.000000;11477.000000;182.000000;4037.000000;1693.000000;22199.000000;3608.000000;19671.000000;3771.000000;12730.000000;758.000000;5468.000000;1119.000000;57.000000;2638.000000;7880.000000;12254.000000;34820.000000;1499.000000;8704.000000;26181.000000;315.000000;3488.000000;8111.000000;13979.000000;4177.000000;5062.000000;12406.000000;1300.000000;1161.000000;27818.000000;3830.000000;330.000000;11726.000000;1098.000000;2404.000000;18260.000000;17784.000000;4024.000000;7569.000000
26933.000000;135924.000000;20832.000000;48.000000;14109.000000;20750.000000;21705.000000;13490.000000;6034.000000;80571.000000;29698.000000;40262.000000;36401.000000;4110.000000;881.000000;17098.000000;3351.000000;2718.000000;34693.000000;1223.000000;12104.000000;35232.000000;17.000000;22936.000000;37166.000000;881.000000;12779.000000;11115.000000;1251.000000;23501.000000;8161.000000;19177.000000;63812.000000;6256.000000;192.000000;12413.000000;5394.000000;17375.000000;68943.000000;1083.000000;22901.000000;635.000000;21.000000;26758.000000;16171.000000;2125.000000;31456.000000;2.000000;3400.000000;59540.000000;12691.000000;5947.000000;30963.000000;367.000000;10469.000000;4137.000000;56496.000000;9700.000000;56356.000000;9258.000000;29287.000000;2040.000000;14805.000000;2814.000000;95.000000;5898.000000;18658.000000;31307.000000;81098.000000;3489.000000;26766.000000;64259.000000;407.000000;8706.000000;18596.000000;32482.000000;9749.000000;13551.000000;37669.000000;1275.000000;1916.000000;66551.000000;9888.000000;400.000000;28515.000000;678.000000;6510.000000;37426.000000;40965.000000;10688.000000;21412.000000
