1293421.000000;1306135.000000;1191032.000000;4589.000000;1840349.000000;37505.000000;43687.000000;213530.000000;221857.000000;1058469.000000;460070.000000;503028.000000;550542.000000;86873.000000;603837.000000;1151637.000000;627030.000000;1313679.000000;3321.000000;305169.000000;348729.000000;85337.000000;476543.000000;414848.000000;163982.000000;946973.000000;238668.000000;387471.000000;344494.000000;109382.000000;466222.000000;361618.000000;133950.000000;361.000000;37054.000000;230129.000000;918752.000000;35867.000000;985279.000000;1048628.000000;1042785.000000;184615.000000;1270578.000000
4996.000000;12012.000000;2841.000000;15.000000;388.000000;667.000000;697.000000;590.000000;5123.000000;5043.000000;921.000000;2385.000000;1730.000000;147.000000;7996.000000;582.000000;5903.000000;4542.000000;12.000000;500.000000;2222.000000;71.000000;2712.000000;10785.000000;395.000000;560.000000;5741.000000;473.000000;6489.000000;1177.000000;798.000000;1893.000000;1025.000000;1.000000;85.000000;5136.000000;2215.000000;520.000000;4276.000000;1846.000000;7338.000000;472.000000;2327.000000
276922.000000;293747.000000;149819.000000;666.000000;99773.000000;4084.000000;6643.000000;21429.000000;44315.000000;165106.000000;52370.000000;83249.000000;81159.000000;10636.000000;137355.000000;122092.000000;144182.000000;255081.000000;480.000000;42057.000000;66474.000000;6491.000000;112442.000000;93195.000000;23149.000000;92124.000000;48949.000000;44841.000000;28595.000000;18051.000000;61523.000000;63568.000000;22914.000000;97.000000;4126.000000;24453.000000;169003.000000;5498.000000;169444.000000;140812.000000;129862.000000;23726.000000;209170.000000
143096.000000;153045.000000;93375.000000;262.000000;76553.000000;860.000000;1901.000000;13267.000000;19680.000000;90398.000000;31715.000000;52018.000000;44779.000000;6885.000000;63284.000000;53793.000000;76454.000000;160568.000000;200.000000;24474.000000;34692.000000;2004.000000;49738.000000;67175.000000;13517.000000;47121.000000;22303.000000;18044.000000;11882.000000;6770.000000;40910.000000;33974.000000;9187.000000;31.000000;2372.000000;26420.000000;107497.000000;1716.000000;124535.000000;75223.000000;79125.000000;13625.000000;112817.000000
95136.000000;105997.000000;63740.000000;159.000000;61512.000000;345.000000;1617.000000;8940.000000;15020.000000;79170.000000;25999.000000;31462.000000;38162.000000;5085.000000;53285.000000;36848.000000;55688.000000;108253.000000;150.000000;21530.000000;29878.000000;2090.000000;40213.000000;50563.000000;10473.000000;39440.000000;17257.000000;11837.000000;7032.000000;5426.000000;29337.000000;20163.000000;7206.000000;9.000000;1525.000000;3450.000000;68912.000000;1486.000000;87049.000000;64061.000000;57051.000000;9975.000000;85247.000000
85623.000000;89471.000000;52931.000000;171.000000;54993.000000;1370.000000;1316.000000;7178.000000;10905.000000;57340.000000;21623.000000;41500.000000;25946.000000;3762.000000;40697.000000;80763.000000;44048.000000;66083.000000;117.000000;13709.000000;19018.000000;2823.000000;25567.000000;39486.000000;8824.000000;45585.000000;12696.000000;21245.000000;14181.000000;4310.000000;26403.000000;24216.000000;5995.000000;59.000000;1151.000000;13282.000000;81362.000000;1129.000000;94103.000000;35882.000000;38937.000000;7516.000000;65433.000000
124300.000000;105377.000000;23078.000000;215.000000;27987.000000;1167.000000;1845.000000;5951.000000;11861.000000;39642.000000;13254.000000;31405.000000;18588.000000;1826.000000;23004.000000;46019.000000;46017.000000;54027.000000;176.000000;8312.000000;20521.000000;4046.000000;12262.000000;27897.000000;6403.000000;31522.000000;12940.000000;30013.000000;6015.000000;7511.000000;19001.000000;29181.000000;10372.000000;25.000000;1286.000000;3664.000000;55388.000000;1421.000000;51475.000000;19942.000000;38251.000000;5124.000000;54658.000000
90727.000000;78198.000000;20119.000000;148.000000;30157.000000;696.000000;844.000000;5258.000000;7692.000000;39059.000000;11508.000000;23704.000000;16812.000000;1452.000000;23129.000000;39456.000000;36383.000000;45347.000000;96.000000;7029.000000;14783.000000;2328.000000;15000.000000;24063.000000;4902.000000;27868.000000;8528.000000;17637.000000;7456.000000;3604.000000;16818.000000;17984.000000;5180.000000;6.000000;1247.000000;4708.000000;51388.000000;704.000000;54178.000000;19228.000000;27827.000000;5865.000000;50435.000000
71345.000000;59941.000000;18560.000000;113.000000;28235.000000;711.000000;865.000000;4168.000000;7341.000000;34465.000000;10770.000000;24077.000000;14382.000000;1204.000000;23066.000000;35264.000000;30606.000000;37250.000000;99.000000;6451.000000;14717.000000;1558.000000;15128.000000;19485.000000;4564.000000;23196.000000;8295.000000;13844.000000;7330.000000;3350.000000;14839.000000;18055.000000;4749.000000;12.000000;873.000000;5093.000000;51151.000000;641.000000;45163.000000;20184.000000;22674.000000;4331.000000;42752.000000
175713.000000;135924.000000;50006.000000;176.000000;67597.000000;858.000000;2220.000000;7490.000000;19734.000000;77577.000000;25663.000000;66366.000000;36957.000000;3050.000000;56870.000000;88793.000000;81155.000000;90063.000000;130.000000;16718.000000;32058.000000;3592.000000;36280.000000;55913.000000;11825.000000;54145.000000;21979.000000;36394.000000;20103.000000;8645.000000;35342.000000;48163.000000;11787.000000;31.000000;1112.000000;11354.000000;125769.000000;1621.000000;122880.000000;47925.000000;60909.000000;7702.000000;99323.000000
