735763.000000;1306135.000000;1324401.000000;266623.000000;1438550.000000;9438.000000;1869486.000000;1664713.000000;115228.000000;329784.000000;420899.000000;38067.000000;66903.000000;336089.000000;1047989.000000;2441112.000000;58740.000000;191892.000000;142720.000000;433394.000000;6246.000000;709380.000000;981641.000000;149755.000000;1071248.000000;823949.000000;545.000000;490865.000000;247283.000000;652683.000000;1572727.000000;410103.000000;1231308.000000;462366.000000
2557.000000;12012.000000;5577.000000;3625.000000;464.000000;28.000000;3593.000000;5223.000000;105.000000;6335.000000;7331.000000;683.000000;859.000000;813.000000;3806.000000;1046.000000;887.000000;1785.000000;221.000000;832.000000;21.000000;8465.000000;3779.000000;360.000000;8221.000000;1676.000000;2.000000;12281.000000;5898.000000;1075.000000;3019.000000;3740.000000;8390.000000;938.000000
151315.000000;293747.000000;269931.000000;49698.000000;109957.000000;1153.000000;216897.000000;353999.000000;9136.000000;68636.000000;44533.000000;4134.000000;10073.000000;45858.000000;170649.000000;179256.000000;8989.000000;34051.000000;18177.000000;58157.000000;877.000000;152199.000000;160359.000000;15716.000000;228781.000000;109453.000000;137.000000;110818.000000;25123.000000;97078.000000;249650.000000;78460.000000;160466.000000;62209.000000
70460.000000;153045.000000;167984.000000;21743.000000;51247.000000;507.000000;128234.000000;191602.000000;3005.000000;31735.000000;18427.000000;881.000000;3268.000000;25096.000000;117825.000000;120724.000000;2657.000000;14660.000000;11358.000000;33815.000000;365.000000;70918.000000;110871.000000;9871.000000;120517.000000;62851.000000;40.000000;78555.000000;26889.000000;39576.000000;140705.000000;41118.000000;95448.000000;41288.000000
57883.000000;105997.000000;111740.000000;16243.000000;42795.000000;361.000000;101647.000000;126428.000000;2937.000000;24417.000000;12272.000000;349.000000;2785.000000;20098.000000;75721.000000;97774.000000;2327.000000;10867.000000;8942.000000;29575.000000;217.000000;59756.000000;71695.000000;6004.000000;97336.000000;49868.000000;20.000000;59174.000000;3599.000000;22275.000000;104023.000000;33713.000000;68115.000000;30825.000000
36046.000000;89471.000000;77693.000000;12823.000000;86331.000000;300.000000;66706.000000;121264.000000;4177.000000;18419.000000;15586.000000;1397.000000;2170.000000;14312.000000;95325.000000;78170.000000;1850.000000;9256.000000;6349.000000;19943.000000;234.000000;45792.000000;89372.000000;4487.000000;70623.000000;42289.000000;77.000000;46328.000000;15118.000000;40109.000000;78670.000000;22500.000000;48980.000000;26582.000000
17101.000000;105377.000000;52000.000000;20543.000000;41981.000000;404.000000;36489.000000;149396.000000;6144.000000;16367.000000;8032.000000;1179.000000;3032.000000;9400.000000;56448.000000;48811.000000;2608.000000;16013.000000;3010.000000;12999.000000;280.000000;26953.000000;52325.000000;4579.000000;62599.000000;29994.000000;37.000000;31269.000000;4012.000000;51973.000000;65054.000000;27218.000000;51630.000000;17712.000000
20139.000000;78198.000000;43895.000000;10588.000000;38013.000000;251.000000;32955.000000;115734.000000;3551.000000;12056.000000;10008.000000;705.000000;1570.000000;9661.000000;53385.000000;47489.000000;1248.000000;8127.000000;2519.000000;10893.000000;192.000000;26338.000000;48639.000000;4022.000000;57527.000000;25866.000000;15.000000;27419.000000;4972.000000;33257.000000;58914.000000;17980.000000;38113.000000;15312.000000
20552.000000;59941.000000;36258.000000;9976.000000;31837.000000;219.000000;31733.000000;95148.000000;2339.000000;11655.000000;9548.000000;722.000000;1384.000000;7573.000000;50586.000000;43899.000000;1224.000000;7490.000000;2108.000000;10274.000000;130.000000;26388.000000;46095.000000;2995.000000;48198.000000;23575.000000;25.000000;22364.000000;5453.000000;29622.000000;49267.000000;17611.000000;30768.000000;13940.000000
49831.000000;135924.000000;89216.000000;26101.000000;78186.000000;304.000000;76476.000000;229716.000000;5489.000000;31041.000000;23614.000000;872.000000;3579.000000;16383.000000;135750.000000;103984.000000;2969.000000;18814.000000;5532.000000;25161.000000;234.000000;63169.000000;125829.000000;4661.000000;117745.000000;56380.000000;38.000000;64769.000000;12991.000000;78013.000000;118847.000000;40431.000000;81300.000000;34563.000000
