141032.000000;1306135.000000;880306.000000;167162.000000;84556.000000;62470.000000;119771.000000;544541.000000;116160.000000;300414.000000;13105.000000;478595.000000;289505.000000;18383.000000;443092.000000;78693.000000;660112.000000;1572.000000;391687.000000;33155.000000;46732.000000;225966.000000;239488.000000;111550.000000;663947.000000;3822.000000;718593.000000;71833.000000;16757.000000;14842.000000;573730.000000;271219.000000;120703.000000;146203.000000;124992.000000;747.000000;155489.000000;40409.000000;235310.000000;86557.000000;78268.000000;709118.000000;60916.000000;36281.000000;264586.000000;19476.000000;647366.000000;347106.000000;19525.000000;147204.000000;153532.000000;483301.000000;292002.000000;42.000000;9571.000000;56347.000000;250460.000000;95363.000000;119654.000000;254.000000;26306.000000;477169.000000;168916.000000;655736.000000;170228.000000;232298.000000;583427.000000;203470.000000;106233.000000;314736.000000;390429.000000;124093.000000;425141.000000;24587.000000;289808.000000;355509.000000;174876.000000;550096.000000;59086.000000;71502.000000;640403.000000;258124.000000;567754.000000;150914.000000;393185.000000;30124.000000;40616.000000;124721.000000;319031.000000;89724.000000;90033.000000;176057.000000;341973.000000;39684.000000;109710.000000;223063.000000;259556.000000
2697.000000;12012.000000;115.000000;671.000000;3410.000000;110.000000;374.000000;1455.000000;1873.000000;54.000000;204.000000;941.000000;1666.000000;225.000000;547.000000;630.000000;3173.000000;3.000000;1828.000000;113.000000;110.000000;2498.000000;4222.000000;449.000000;1359.000000;13.000000;1823.000000;4382.000000;45.000000;129.000000;4380.000000;775.000000;1761.000000;199.000000;207.000000;3.000000;877.000000;963.000000;352.000000;32.000000;200.000000;627.000000;129.000000;117.000000;915.000000;274.000000;76.000000;3868.000000;37.000000;217.000000;1448.000000;426.000000;2065.000000;0.000000;27.000000;104.000000;325.000000;499.000000;194.000000;0.000000;1562.000000;3913.000000;2692.000000;1339.000000;1660.000000;664.000000;512.000000;1648.000000;680.000000;726.000000;673.000000;4574.000000;846.000000;37.000000;5064.000000;1093.000000;456.000000;437.000000;792.000000;606.000000;197.000000;138.000000;2750.000000;242.000000;2254.000000;8.000000;782.000000;774.000000;397.000000;105.000000;154.000000;504.000000;308.000000;3170.000000;722.000000;3882.000000;1058.000000
95446.000000;293747.000000;36017.000000;34686.000000;17117.000000;4528.000000;16909.000000;116881.000000;22233.000000;15209.000000;1575.000000;70684.000000;74935.000000;3022.000000;65237.000000;15081.000000;109173.000000;257.000000;107181.000000;4350.000000;5610.000000;51920.000000;49702.000000;10636.000000;90309.000000;535.000000;95683.000000;13366.000000;1995.000000;1927.000000;58177.000000;40878.000000;7385.000000;18623.000000;21705.000000;131.000000;30485.000000;6954.000000;26829.000000;6656.000000;12053.000000;90084.000000;6204.000000;6095.000000;49223.000000;3260.000000;22494.000000;75476.000000;2273.000000;13864.000000;29693.000000;80245.000000;54671.000000;9.000000;1094.000000;6545.000000;23963.000000;17193.000000;16835.000000;76.000000;1672.000000;93817.000000;39234.000000;109510.000000;28054.000000;33963.000000;55200.000000;32807.000000;21774.000000;28010.000000;57821.000000;27514.000000;64630.000000;2825.000000;63935.000000;48083.000000;31887.000000;78044.000000;10357.000000;12982.000000;45943.000000;19675.000000;124692.000000;14646.000000;87738.000000;1804.000000;7672.000000;25000.000000;42096.000000;11164.000000;11194.000000;23781.000000;47369.000000;2411.000000;19295.000000;22213.000000;45736.000000
66458.000000;153045.000000;33160.000000;15205.000000;7805.000000;4135.000000;19607.000000;59336.000000;9358.000000;4861.000000;350.000000;48265.000000;32564.000000;798.000000;32187.000000;6203.000000;61499.000000;87.000000;49260.000000;1894.000000;3723.000000;26113.000000;27863.000000;6891.000000;56682.000000;232.000000;55558.000000;5587.000000;1186.000000;355.000000;36766.000000;36923.000000;8084.000000;11399.000000;12095.000000;37.000000;15556.000000;2353.000000;14785.000000;2515.000000;6176.000000;55794.000000;3583.000000;2618.000000;39837.000000;963.000000;16079.000000;41202.000000;659.000000;7913.000000;12929.000000;37117.000000;34943.000000;1.000000;506.000000;2477.000000;14774.000000;9270.000000;7818.000000;22.000000;539.000000;62893.000000;28160.000000;54627.000000;20876.000000;19440.000000;31375.000000;24085.000000;10513.000000;15473.000000;35119.000000;20487.000000;44909.000000;837.000000;30228.000000;27985.000000;14781.000000;36335.000000;5097.000000;5363.000000;30377.000000;13275.000000;72817.000000;9551.000000;41795.000000;410.000000;2678.000000;12334.000000;20165.000000;7187.000000;7605.000000;13804.000000;20576.000000;955.000000;9308.000000;5607.000000;24258.000000
36665.000000;105997.000000;25869.000000;9558.000000;5709.000000;1037.000000;2255.000000;40235.000000;7102.000000;5083.000000;115.000000;33211.000000;25745.000000;695.000000;27414.000000;4612.000000;41513.000000;85.000000;33156.000000;1562.000000;1969.000000;20939.000000;19694.000000;4542.000000;47027.000000;138.000000;40668.000000;3945.000000;687.000000;144.000000;29738.000000;24917.000000;1269.000000;9218.000000;11444.000000;22.000000;9283.000000;1965.000000;11431.000000;2106.000000;4358.000000;45537.000000;2358.000000;2210.000000;26205.000000;849.000000;15947.000000;34163.000000;643.000000;6191.000000;10502.000000;21955.000000;23537.000000;1.000000;355.000000;2041.000000;12275.000000;7701.000000;5592.000000;7.000000;284.000000;41711.000000;22472.000000;39567.000000;13286.000000;17528.000000;21921.000000;15244.000000;8607.000000;9615.000000;24672.000000;16345.000000;30566.000000;867.000000;24013.000000;21081.000000;8457.000000;29398.000000;3355.000000;3927.000000;25466.000000;9758.000000;53724.000000;8212.000000;39138.000000;498.000000;2178.000000;11770.000000;9105.000000;5831.000000;5385.000000;11475.000000;14746.000000;444.000000;8680.000000;4955.000000;22306.000000
23882.000000;89471.000000;20538.000000;9519.000000;3929.000000;1416.000000;2272.000000;39019.000000;5017.000000;15935.000000;325.000000;44528.000000;15375.000000;578.000000;14808.000000;3628.000000;27735.000000;63.000000;27796.000000;1472.000000;1464.000000;16211.000000;15750.000000;4331.000000;30391.000000;122.000000;38619.000000;3105.000000;717.000000;413.000000;17185.000000;24470.000000;14246.000000;6190.000000;6656.000000;49.000000;8369.000000;1358.000000;9267.000000;3811.000000;4819.000000;26075.000000;2448.000000;1592.000000;25121.000000;669.000000;30140.000000;25293.000000;635.000000;4624.000000;7342.000000;40853.000000;26199.000000;8.000000;279.000000;2528.000000;9971.000000;5611.000000;6840.000000;47.000000;1144.000000;35167.000000;18128.000000;39780.000000;14730.000000;12112.000000;16003.000000;18029.000000;5698.000000;11825.000000;16280.000000;11857.000000;39942.000000;862.000000;19505.000000;16096.000000;11070.000000;26029.000000;2917.000000;3390.000000;21933.000000;11487.000000;31658.000000;6101.000000;23667.000000;715.000000;1428.000000;6708.000000;25829.000000;3721.000000;4463.000000;8517.000000;22832.000000;2331.000000;5042.000000;6456.000000;14173.000000
20696.000000;105377.000000;10086.000000;14285.000000;6545.000000;1227.000000;2020.000000;50803.000000;4326.000000;10587.000000;435.000000;24595.000000;7399.000000;780.000000;7477.000000;6554.000000;37699.000000;85.000000;38590.000000;1271.000000;1602.000000;12838.000000;13892.000000;2675.000000;18363.000000;170.000000;14900.000000;3524.000000;534.000000;498.000000;9884.000000;12013.000000;1498.000000;3374.000000;4039.000000;46.000000;18516.000000;2137.000000;4775.000000;5475.000000;5860.000000;17063.000000;1442.000000;1535.000000;13297.000000;734.000000;10694.000000;17395.000000;981.000000;3515.000000;6050.000000;27811.000000;16262.000000;1.000000;377.000000;5018.000000;5301.000000;4808.000000;7526.000000;21.000000;623.000000;29113.000000;11439.000000;46518.000000;10160.000000;9283.000000;7067.000000;11824.000000;6439.000000;5844.000000;13712.000000;8761.000000;21726.000000;1458.000000;9684.000000;10990.000000;13725.000000;18158.000000;7803.000000;6043.000000;12588.000000;6077.000000;45560.000000;2848.000000;13559.000000;920.000000;2428.000000;6860.000000;16102.000000;1608.000000;2694.000000;6552.000000;16736.000000;853.000000;4529.000000;3771.000000;11633.000000
17227.000000;78198.000000;11235.000000;10120.000000;3135.000000;1407.000000;2690.000000;37579.000000;3608.000000;8314.000000;279.000000;25173.000000;9464.000000;324.000000;7907.000000;3290.000000;28672.000000;42.000000;31861.000000;898.000000;1447.000000;10940.000000;9779.000000;2986.000000;17709.000000;117.000000;12590.000000;2267.000000;379.000000;334.000000;7027.000000;13198.000000;2251.000000;3105.000000;3429.000000;26.000000;9727.000000;1052.000000;4496.000000;3383.000000;3722.000000;14849.000000;1890.000000;1082.000000;13983.000000;358.000000;12347.000000;18542.000000;500.000000;2898.000000;5025.000000;22822.000000;15869.000000;2.000000;264.000000;2522.000000;4873.000000;3505.000000;5390.000000;3.000000;325.000000;27445.000000;10984.000000;35686.000000;6607.000000;7904.000000;5686.000000;8371.000000;4650.000000;6678.000000;12104.000000;7552.000000;22061.000000;690.000000;10094.000000;9225.000000;9859.000000;19163.000000;3126.000000;2859.000000;13159.000000;5605.000000;32852.000000;2634.000000;14237.000000;458.000000;1176.000000;5074.000000;11968.000000;1327.000000;2246.000000;5562.000000;13388.000000;539.000000;4637.000000;4960.000000;10549.000000
12593.000000;59941.000000;10828.000000;8734.000000;3419.000000;1203.000000;1804.000000;31050.000000;3713.000000;5225.000000;222.000000;23933.000000;9334.000000;325.000000;8821.000000;3098.000000;24219.000000;56.000000;26797.000000;854.000000;1028.000000;9301.000000;8273.000000;2640.000000;16454.000000;81.000000;11194.000000;2427.000000;272.000000;267.000000;6143.000000;12419.000000;3250.000000;2596.000000;3238.000000;33.000000;9061.000000;1017.000000;3723.000000;1897.000000;3140.000000;13129.000000;1212.000000;1024.000000;13777.000000;330.000000;10217.000000;14780.000000;436.000000;2249.000000;4918.000000;20791.000000;12261.000000;0.000000;202.000000;1882.000000;4667.000000;3192.000000;4500.000000;9.000000;479.000000;20457.000000;8844.000000;27948.000000;6951.000000;6718.000000;6018.000000;8662.000000;4416.000000;5604.000000;10048.000000;6236.000000;21298.000000;637.000000;11393.000000;7688.000000;9046.000000;17234.000000;2911.000000;2711.000000;11581.000000;5299.000000;26482.000000;2278.000000;14356.000000;317.000000;1131.000000;5073.000000;15338.000000;1209.000000;2066.000000;5442.000000;11931.000000;877.000000;3983.000000;4696.000000;9340.000000
29590.000000;135924.000000;26518.000000;21428.000000;7785.000000;1300.000000;1794.000000;72072.000000;8806.000000;12876.000000;280.000000;58943.000000;23385.000000;958.000000;22511.000000;8262.000000;62351.000000;59.000000;60437.000000;2227.000000;1431.000000;24868.000000;26856.000000;4905.000000;41321.000000;138.000000;30822.000000;5782.000000;602.000000;348.000000;17548.000000;31324.000000;13171.000000;7600.000000;8088.000000;44.000000;23049.000000;2395.000000;8753.000000;4572.000000;7793.000000;30696.000000;1781.000000;2396.000000;34277.000000;860.000000;24734.000000;34063.000000;1031.000000;4805.000000;12262.000000;50519.000000;37726.000000;2.000000;292.000000;4653.000000;10816.000000;8765.000000;11664.000000;21.000000;578.000000;61506.000000;23173.000000;66397.000000;20921.000000;16777.000000;14920.000000;25650.000000;10401.000000;11857.000000;24977.000000;17262.000000;53409.000000;1418.000000;28277.000000;20071.000000;22028.000000;35188.000000;7141.000000;7172.000000;27339.000000;12278.000000;65773.000000;6043.000000;30697.000000;760.000000;2845.000000;10640.000000;48250.000000;3466.000000;4999.000000;12336.000000;28354.000000;887.000000;7477.000000;12659.000000;23707.000000
