915890.000000;1306135.000000;179292.000000;412960.000000;665376.000000;225518.000000;478649.000000;347111.000000;227513.000000;1232999.000000;1414301.000000;425234.000000;1718074.000000;60181.000000;669870.000000;847518.000000;1725221.000000;2376757.000000;2032668.000000;116783.000000;126101.000000;60693.000000;1866120.000000;423917.000000;8532.000000;792247.000000;500.000000;573944.000000;1587166.000000;230755.000000
12549.000000;12012.000000;189.000000;3389.000000;3727.000000;4970.000000;960.000000;852.000000;3682.000000;8436.000000;614.000000;8951.000000;5300.000000;791.000000;3864.000000;1702.000000;3191.000000;563.000000;4841.000000;206.000000;310.000000;735.000000;6555.000000;752.000000;26.000000;4276.000000;2.000000;12544.000000;5967.000000;3691.000000
201594.000000;293747.000000;15823.000000;79087.000000;131118.000000;25277.000000;63026.000000;47593.000000;42398.000000;162902.000000;130719.000000;36943.000000;279782.000000;9024.000000;136274.000000;112576.000000;205046.000000;138550.000000;401353.000000;14670.000000;13558.000000;9098.000000;356762.000000;56330.000000;1153.000000;168653.000000;127.000000;124631.000000;249266.000000;42592.000000
97701.000000;153045.000000;5920.000000;41217.000000;73091.000000;23912.000000;42020.000000;25763.000000;17947.000000;97039.000000;54227.000000;17690.000000;200589.000000;2721.000000;73893.000000;64778.000000;119190.000000;101504.000000;202795.000000;9239.000000;8491.000000;2914.000000;216385.000000;32793.000000;470.000000;76137.000000;39.000000;90410.000000;137493.000000;17872.000000
80411.000000;105997.000000;5029.000000;34760.000000;43716.000000;3334.000000;31550.000000;20472.000000;13886.000000;67470.000000;40187.000000;8974.000000;138490.000000;2348.000000;44700.000000;51406.000000;94457.000000;83765.000000;137835.000000;7018.000000;5049.000000;2509.000000;146095.000000;28674.000000;326.000000;62342.000000;18.000000;67151.000000;115928.000000;13881.000000
62827.000000;89471.000000;7276.000000;22844.000000;49155.000000;7943.000000;27412.000000;14650.000000;10512.000000;48064.000000;92652.000000;21766.000000;160055.000000;1957.000000;47358.000000;43880.000000;58458.000000;72960.000000;125966.000000;5120.000000;3784.000000;1969.000000;104525.000000;19336.000000;288.000000;40479.000000;71.000000;54057.000000;83297.000000;10617.000000
40091.000000;105377.000000;11901.000000;25453.000000;50760.000000;4356.000000;17832.000000;9652.000000;16055.000000;50918.000000;53926.000000;7629.000000;90384.000000;2741.000000;54390.000000;31304.000000;31651.000000;37914.000000;161658.000000;2506.000000;3948.000000;2720.000000;69015.000000;12161.000000;413.000000;20138.000000;37.000000;35402.000000;66414.000000;16223.000000
37367.000000;78198.000000;6613.000000;17792.000000;36268.000000;4836.000000;15384.000000;9946.000000;8508.000000;37923.000000;45394.000000;9133.000000;93331.000000;1301.000000;37859.000000;26727.000000;28807.000000;39723.000000;122180.000000;2086.000000;3477.000000;1390.000000;59462.000000;10202.000000;256.000000;23748.000000;13.000000;31154.000000;62272.000000;8201.000000
34465.000000;59941.000000;4416.000000;17601.000000;35095.000000;4794.000000;14020.000000;7837.000000;7990.000000;30460.000000;39087.000000;9366.000000;82938.000000;1269.000000;36216.000000;24431.000000;28919.000000;37125.000000;98599.000000;1678.000000;2505.000000;1275.000000;49913.000000;9535.000000;219.000000;24438.000000;19.000000;25588.000000;53184.000000;7974.000000
88903.000000;135924.000000;10642.000000;39514.000000;95916.000000;8124.000000;34568.000000;16801.000000;20448.000000;83165.000000;97670.000000;26108.000000;216828.000000;3119.000000;97488.000000;58124.000000;69556.000000;88161.000000;231506.000000;4229.000000;3924.000000;3148.000000;122899.000000;23925.000000;318.000000;56245.000000;36.000000;74613.000000;125148.000000;20862.000000
