464293.000000;1306135.000000;39436.000000;182119.000000;394843.000000;23488.000000;275435.000000;492834.000000;764853.000000;269709.000000;561430.000000;127181.000000;478217.000000;160225.000000;157043.000000;25413.000000;556394.000000;109688.000000;5403.000000;710820.000000;825990.000000;252044.000000;21705.000000;170086.000000;373753.000000;68452.000000;36394.000000;11909.000000;360902.000000;162403.000000;139905.000000;246040.000000;306903.000000;442559.000000;14016.000000;162990.000000;94233.000000;20.000000;359.000000;181966.000000;56104.000000;561745.000000;507059.000000;615688.000000;373922.000000;265643.000000;853478.000000;51253.000000;32374.000000;134200.000000;1026376.000000;1845.000000;589788.000000;157174.000000;38045.000000;119041.000000;143542.000000;287870.000000;59867.000000;506876.000000;52477.000000;272572.000000;16203.000000;83124.000000;122840.000000;45307.000000;85426.000000;65.000000;317754.000000;33194.000000;115873.000000;521084.000000;416172.000000;646057.000000;334954.000000;322681.000000;163340.000000;27446.000000;425004.000000;1171.000000;110578.000000;854560.000000;193120.000000;251009.000000;70475.000000;206061.000000
3973.000000;12012.000000;15.000000;716.000000;4939.000000;285.000000;464.000000;1000.000000;2935.000000;2221.000000;2129.000000;506.000000;755.000000;305.000000;262.000000;312.000000;1001.000000;2904.000000;19.000000;715.000000;1778.000000;2713.000000;52.000000;604.000000;443.000000;149.000000;129.000000;37.000000;917.000000;2507.000000;249.000000;4909.000000;2148.000000;177.000000;256.000000;873.000000;3306.000000;0.000000;2.000000;1270.000000;104.000000;350.000000;105.000000;4692.000000;1077.000000;985.000000;1184.000000;119.000000;109.000000;5640.000000;102.000000;4.000000;4060.000000;187.000000;68.000000;2113.000000;703.000000;2097.000000;1147.000000;1081.000000;882.000000;1854.000000;164.000000;97.000000;548.000000;4023.000000;1662.000000;0.000000;959.000000;62.000000;1293.000000;3515.000000;3528.000000;779.000000;1003.000000;664.000000;119.000000;1655.000000;416.000000;2.000000;566.000000;325.000000;383.000000;4761.000000;165.000000;308.000000
96316.000000;293747.000000;2520.000000;21730.000000;88790.000000;3780.000000;28443.000000;80655.000000;131390.000000;43669.000000;100085.000000;21771.000000;76774.000000;23277.000000;16143.000000;4083.000000;84563.000000;22145.000000;649.000000;69053.000000;106170.000000;57692.000000;2339.000000;27969.000000;56100.000000;7539.000000;5035.000000;1518.000000;64779.000000;37450.000000;24870.000000;56803.000000;47831.000000;38147.000000;1641.000000;30615.000000;17863.000000;1.000000;84.000000;35807.000000;7444.000000;48074.000000;30441.000000;61596.000000;46464.000000;44693.000000;134763.000000;5357.000000;5234.000000;29817.000000;36188.000000;285.000000;142348.000000;16359.000000;4428.000000;22955.000000;24881.000000;63182.000000;10857.000000;113721.000000;10082.000000;70525.000000;2051.000000;10700.000000;12394.000000;2800.000000;15485.000000;26.000000;56697.000000;3700.000000;23301.000000;154115.000000;91193.000000;102760.000000;52250.000000;27814.000000;13559.000000;1841.000000;48756.000000;199.000000;21588.000000;78325.000000;25154.000000;18839.000000;5361.000000;21234.000000
54016.000000;153045.000000;630.000000;25166.000000;39435.000000;1007.000000;17936.000000;51581.000000;74931.000000;31446.000000;55829.000000;11726.000000;37441.000000;11158.000000;10288.000000;1250.000000;54649.000000;10411.000000;312.000000;40538.000000;68268.000000;29023.000000;1290.000000;15573.000000;23704.000000;5091.000000;2208.000000;721.000000;45926.000000;27338.000000;13679.000000;30615.000000;32818.000000;16649.000000;376.000000;13886.000000;7427.000000;1.000000;34.000000;15710.000000;4381.000000;31880.000000;12550.000000;39603.000000;27189.000000;24342.000000;63174.000000;2978.000000;2201.000000;21554.000000;35388.000000;112.000000;76632.000000;12309.000000;1513.000000;9650.000000;11583.000000;34221.000000;3937.000000;49228.000000;3620.000000;29832.000000;388.000000;7057.000000;8080.000000;1086.000000;7535.000000;1.000000;31619.000000;1117.000000;10897.000000;98154.000000;67992.000000;53073.000000;44401.000000;15343.000000;5155.000000;596.000000;26043.000000;62.000000;10560.000000;50568.000000;14182.000000;6360.000000;4559.000000;11448.000000
46216.000000;105997.000000;731.000000;2952.000000;33283.000000;894.000000;15196.000000;32818.000000;49393.000000;20121.000000;51939.000000;9800.000000;32093.000000;8282.000000;8578.000000;1092.000000;37077.000000;7579.000000;193.000000;27999.000000;47032.000000;23684.000000;881.000000;12747.000000;10677.000000;2815.000000;1785.000000;453.000000;29893.000000;21515.000000;13307.000000;22794.000000;20927.000000;12938.000000;128.000000;9040.000000;5543.000000;0.000000;13.000000;13239.000000;3137.000000;23601.000000;12675.000000;32318.000000;21180.000000;22040.000000;46653.000000;1979.000000;1865.000000;17254.000000;26074.000000;63.000000;46743.000000;8722.000000;1416.000000;7315.000000;7223.000000;21150.000000;3228.000000;31978.000000;2948.000000;24253.000000;168.000000;5567.000000;5462.000000;517.000000;5130.000000;2.000000;25560.000000;1143.000000;10575.000000;62459.000000;49842.000000;43065.000000;29468.000000;8922.000000;4041.000000;315.000000;21229.000000;66.000000;8477.000000;44764.000000;10637.000000;3941.000000;1329.000000;9640.000000
31152.000000;89471.000000;1088.000000;10649.000000;25519.000000;763.000000;11621.000000;43665.000000;31174.000000;23907.000000;28699.000000;7615.000000;18568.000000;9592.000000;6288.000000;858.000000;51534.000000;5226.000000;164.000000;20478.000000;35213.000000;18131.000000;681.000000;8796.000000;29315.000000;2030.000000;1600.000000;443.000000;31749.000000;17634.000000;7431.000000;18778.000000;27366.000000;26438.000000;352.000000;9011.000000;4056.000000;3.000000;54.000000;9290.000000;2650.000000;20958.000000;30851.000000;19283.000000;16377.000000;14238.000000;56576.000000;2152.000000;1344.000000;12661.000000;29742.000000;65.000000;36058.000000;7962.000000;1472.000000;5272.000000;7808.000000;17386.000000;2307.000000;31440.000000;1973.000000;13745.000000;471.000000;3591.000000;5355.000000;2576.000000;4051.000000;13.000000;18831.000000;1230.000000;6129.000000;46210.000000;38350.000000;36469.000000;29807.000000;11888.000000;7741.000000;1145.000000;17949.000000;51.000000;5891.000000;24046.000000;8105.000000;11257.000000;1699.000000;7172.000000
24740.000000;105377.000000;1335.000000;2581.000000;12343.000000;1024.000000;5637.000000;28716.000000;41606.000000;15069.000000;18183.000000;6977.000000;8656.000000;10121.000000;3289.000000;1004.000000;29300.000000;9817.000000;251.000000;9339.000000;21322.000000;13944.000000;718.000000;8637.000000;20861.000000;2030.000000;1520.000000;437.000000;19516.000000;10719.000000;4624.000000;12863.000000;17111.000000;14880.000000;455.000000;13435.000000;4303.000000;0.000000;26.000000;7074.000000;1731.000000;14483.000000;14267.000000;11755.000000;9997.000000;10960.000000;52963.000000;1290.000000;1241.000000;9401.000000;13253.000000;90.000000;66075.000000;4408.000000;2690.000000;4791.000000;12250.000000;26529.000000;4014.000000;45685.000000;3461.000000;7207.000000;517.000000;1562.000000;3042.000000;1003.000000;10297.000000;5.000000;18204.000000;2069.000000;5878.000000;29684.000000;24661.000000;20726.000000;16181.000000;5842.000000;11637.000000;672.000000;14157.000000;62.000000;6988.000000;15474.000000;4991.000000;4055.000000;1386.000000;5495.000000
25043.000000;78198.000000;689.000000;3936.000000;13810.000000;436.000000;5407.000000;26636.000000;31465.000000;11589.000000;17539.000000;5094.000000;9484.000000;6861.000000;2977.000000;501.000000;29174.000000;4541.000000;154.000000;7549.000000;19659.000000;12087.000000;795.000000;6511.000000;15929.000000;1652.000000;1030.000000;288.000000;18764.000000;10513.000000;3911.000000;9954.000000;14057.000000;12879.000000;279.000000;8459.000000;2935.000000;0.000000;8.000000;6361.000000;1373.000000;13299.000000;12900.000000;8181.000000;8588.000000;9991.000000;40317.000000;1596.000000;890.000000;7991.000000;16881.000000;60.000000;48120.000000;3968.000000;1319.000000;3676.000000;7015.000000;18755.000000;1820.000000;34184.000000;1643.000000;9231.000000;361.000000;1248.000000;3305.000000;672.000000;4246.000000;2.000000;14867.000000;1047.000000;5035.000000;25096.000000;25409.000000;21921.000000;17348.000000;6670.000000;6891.000000;346.000000;12129.000000;32.000000;4871.000000;12861.000000;5089.000000;5144.000000;1649.000000;4360.000000
21187.000000;59941.000000;490.000000;3912.000000;14928.000000;430.000000;4936.000000;26216.000000;26781.000000;11063.000000;17896.000000;4636.000000;10436.000000;5949.000000;2591.000000;456.000000;28047.000000;4738.000000;115.000000;7766.000000;15395.000000;10267.000000;547.000000;6719.000000;19062.000000;1235.000000;949.000000;199.000000;19062.000000;8662.000000;3669.000000;8669.000000;13016.000000;10548.000000;240.000000;7385.000000;3012.000000;0.000000;14.000000;6139.000000;1261.000000;12574.000000;9515.000000;7185.000000;7349.000000;8830.000000;33036.000000;998.000000;830.000000;6649.000000;14104.000000;58.000000;36596.000000;3768.000000;1052.000000;3749.000000;6443.000000;16448.000000;1787.000000;28272.000000;1576.000000;8819.000000;295.000000;1134.000000;3054.000000;1053.000000;4067.000000;2.000000;12159.000000;869.000000;4652.000000;19279.000000;17903.000000;20416.000000;15923.000000;5698.000000;4260.000000;492.000000;10553.000000;44.000000;4700.000000;12311.000000;3915.000000;5153.000000;1375.000000;3388.000000
47198.000000;135924.000000;1104.000000;9951.000000;35358.000000;1241.000000;12389.000000;64765.000000;69439.000000;33757.000000;38939.000000;12474.000000;26362.000000;14118.000000;6776.000000;1173.000000;69310.000000;10876.000000;187.000000;19412.000000;46083.000000;27341.000000;634.000000;14611.000000;56744.000000;2016.000000;2584.000000;411.000000;46322.000000;22461.000000;9187.000000;27319.000000;38890.000000;26212.000000;300.000000;19495.000000;7660.000000;0.000000;24.000000;14496.000000;3205.000000;28411.000000;24035.000000;20611.000000;19510.000000;22744.000000;77322.000000;1533.000000;1931.000000;18719.000000;33331.000000;96.000000;94102.000000;8635.000000;2538.000000;9240.000000;16931.000000;41706.000000;4475.000000;63343.000000;4079.000000;21764.000000;388.000000;3221.000000;6238.000000;1092.000000;9773.000000;10.000000;29556.000000;2009.000000;9561.000000;45527.000000;51495.000000;44065.000000;40784.000000;11569.000000;10286.000000;636.000000;24726.000000;45.000000;11037.000000;30468.000000;8166.000000;16011.000000;1655.000000;7790.000000
