445818.000000;1306135.000000;3986841.000000;1328262.000000;110541.000000;291406.000000;1104198.000000;4939.000000;801454.000000;2820337.000000;291619.000000;667510.000000;1644377.000000;3854558.000000;191469.000000;4198561.000000
10541.000000;12012.000000;7508.000000;24041.000000;1362.000000;647.000000;2868.000000;13.000000;1095.000000;12026.000000;502.000000;8904.000000;11009.000000;5205.000000;2469.000000;15445.000000
35856.000000;293747.000000;509089.000000;295890.000000;16882.000000;33988.000000;156735.000000;770.000000;90529.000000;493285.000000;38166.000000;133153.000000;309763.000000;548810.000000;31671.000000;561338.000000
32369.000000;153045.000000;317505.000000;165060.000000;5634.000000;21614.000000;90296.000000;300.000000;36954.000000;337577.000000;22732.000000;69600.000000;139727.000000;270117.000000;11691.000000;333064.000000
5781.000000;105997.000000;230433.000000;127214.000000;4760.000000;15003.000000;76007.000000;196.000000;24604.000000;224069.000000;18813.000000;50599.000000;114387.000000;191897.000000;9358.000000;258660.000000
22937.000000;89471.000000;163295.000000;97049.000000;3797.000000;11481.000000;54912.000000;236.000000;42829.000000;249335.000000;13046.000000;41001.000000;78947.000000;234296.000000;7441.000000;178676.000000
8190.000000;105377.000000;126139.000000;80188.000000;5670.000000;9075.000000;40626.000000;263.000000;55156.000000;157906.000000;6870.000000;47432.000000;42169.000000;218097.000000;12081.000000;117730.000000
9424.000000;78198.000000;110384.000000;65478.000000;2829.000000;7522.000000;33755.000000;139.000000;33341.000000;153318.000000;6171.000000;29814.000000;47563.000000;173143.000000;5923.000000;102549.000000
9899.000000;59941.000000;95237.000000;56428.000000;2592.000000;6231.000000;31781.000000;153.000000;27920.000000;138099.000000;5017.000000;28061.000000;47771.000000;145277.000000;5567.000000;90923.000000
23381.000000;135924.000000;229012.000000;153582.000000;6513.000000;12649.000000;75680.000000;234.000000;74014.000000;371531.000000;12661.000000;74657.000000;108864.000000;337974.000000;13933.000000;227303.000000
