293280.738710;1028730.828677;758970.989847;772871.946284;1016924.961759;713784.911790;658285.415433;371778.033212;715700.366930;740031.244811;344561.451638;730017.291285;297205.031748;284701.488830;613456.581092;726334.954014;722840.594874;481196.606564;429763.115566;666938.650029;705120.957971;771529.561472;570705.919673;462537.824051;507238.996474;625681.537265
4808.000000;6.996702;78.115228;20.197511;293.341402;3007.607325;742.341519;492.129349;229.175885;790.555503;298.427516;232.115211;5437.843534;12503.386153;2470.569015;3114.352026;245.765705;4630.960826;1521.762384;3458.616071;1803.436671;1505.116886;4546.111491;5691.123127;4593.071730;772.881229
100669.000000;18910.207418;47490.141842;16250.687073;82174.183262;79352.898064;89669.629401;31433.743874;44301.545339;123934.053174;19653.615774;41512.906710;65189.792649;23934.354874;99249.618799;159067.661001;50855.432347;102703.753347;61832.395195;127278.248663;112900.109418;109209.741904;117604.430974;66962.489919;84724.862141;75861.496838
52192.000000;28960.546313;23735.292316;8888.788848;64300.578771;54299.960138;59710.062968;27624.750834;41672.506931;78919.906756;12000.469533;29436.073745;43192.139261;8114.293070;83607.209877;121497.210876;36526.527009;48166.645708;32659.655986;74589.541432;70692.536807;83493.475178;95956.682347;35302.370521;48714.640021;44844.134754
33324.000000;20621.121226;28193.127469;13905.331265;47110.600068;45225.589541;33782.005760;4829.233646;29111.763069;53181.352100;12155.676937;27825.787553;36637.573645;7958.700533;53645.469267;80350.255108;28497.168692;41911.922237;21309.490504;67462.892929;57340.441243;63550.479371;74248.781287;30713.467355;47233.660642;42771.108555
22214.000000;25476.602869;28833.659775;35926.353002;45948.265792;20172.396260;47436.395660;18111.517592;21270.514927;60351.681226;12104.192658;27816.430038;28819.355068;10245.692866;61379.358159;68035.734162;19515.559957;32798.027664;16251.507886;44667.751526;38345.107655;36815.119680;57885.776813;23775.262524;32991.359537;24022.376704
46393.000000;5132.973322;2680.775426;13299.800630;15057.851308;11997.948571;32867.307453;4459.797498;3125.769737;42124.720573;8932.641628;13802.501074;19342.801490;7104.738713;39763.444651;53486.739891;5210.616231;13210.466731;7318.461304;23235.631337;31243.907053;42686.035114;29567.742264;35486.633916;21178.518846;7755.175238
31464.000000;11682.035705;4321.953670;16041.678759;17213.735225;11099.268876;22162.096645;5161.252970;3238.550114;32865.761134;5614.119260;10703.089581;17178.662452;4237.589959;30257.831011;48408.776017;4135.693006;13653.367811;6942.403713;24301.828032;24060.884977;26627.555182;27880.490020;14304.283740;13236.643861;6688.448282
22072.000000;11558.152489;4683.121973;12627.965085;16811.669485;10175.098476;23590.888199;4288.951534;3016.335127;22779.525780;4042.814454;8336.256795;14721.115020;5361.590701;29212.116333;38231.833480;5162.442825;14884.701744;7821.697083;21620.037408;21457.151946;20065.386277;21626.309789;13105.682409;13282.649616;8262.505974
50964.000000;28080.539826;13740.459757;29499.176459;34169.202481;26278.046476;70755.951449;20514.974427;10518.463671;60941.116252;8986.130403;20262.420232;40052.039898;9607.153506;79317.129366;108588.336330;13297.688566;39864.715597;20574.604512;49484.649002;55223.134538;49110.967862;60930.882863;37747.624636;35464.034666;20628.557224
