538393.000000;1306135.000000;983493.000000;28244.000000;65191.000000;1059235.000000;1145510.000000;1066703.000000;208235.000000;737975.000000;401932.000000;58.000000;115361.000000;274430.000000;227461.000000;550.000000;292206.000000;1208703.000000;208421.000000;30745.000000;450459.000000;711271.000000;375089.000000;147501.000000;863441.000000;315232.000000;41521.000000;25081.000000;870775.000000;25615.000000;1651699.000000;730294.000000;278104.000000;368705.000000;2104.000000;354671.000000;323361.000000;4602.000000;142514.000000;143721.000000;155802.000000;73319.000000;478908.000000;15855.000000;764566.000000;212826.000000;76539.000000;502693.000000;587763.000000;98343.000000;65042.000000;56184.000000;1021493.000000;236857.000000;977094.000000
2685.000000;12012.000000;2971.000000;321.000000;34.000000;286.000000;1936.000000;3766.000000;2561.000000;6297.000000;728.000000;0.000000;163.000000;1214.000000;2404.000000;1.000000;5960.000000;3999.000000;3766.000000;361.000000;1076.000000;3481.000000;286.000000;6024.000000;1001.000000;1482.000000;96.000000;527.000000;1240.000000;675.000000;334.000000;1692.000000;416.000000;3183.000000;6.000000;3199.000000;7176.000000;16.000000;4982.000000;371.000000;360.000000;1484.000000;765.000000;44.000000;1130.000000;567.000000;1426.000000;7361.000000;1661.000000;392.000000;191.000000;113.000000;7022.000000;1198.000000;3205.000000
85505.000000;293747.000000;144294.000000;4406.000000;4582.000000;67322.000000;184763.000000;210151.000000;41296.000000;186677.000000;45041.000000;14.000000;14733.000000;48080.000000;45013.000000;133.000000;18387.000000;241681.000000;22666.000000;4829.000000;59966.000000;127531.000000;36136.000000;29922.000000;133389.000000;57056.000000;4806.000000;2492.000000;90148.000000;2491.000000;87757.000000;136536.000000;34950.000000;83749.000000;322.000000;66572.000000;74401.000000;606.000000;28889.000000;16972.000000;21607.000000;13081.000000;62078.000000;1940.000000;100859.000000;21182.000000;13437.000000;114169.000000;118192.000000;18627.000000;8721.000000;6834.000000;126468.000000;45908.000000;138558.000000
63216.000000;153045.000000;86701.000000;1230.000000;1401.000000;32684.000000;101992.000000;137086.000000;18046.000000;96348.000000;26447.000000;1.000000;9468.000000;24834.000000;20980.000000;39.000000;9559.000000;124736.000000;25148.000000;1490.000000;33828.000000;94908.000000;13252.000000;14965.000000;69224.000000;31509.000000;2930.000000;583.000000;51810.000000;573.000000;68989.000000;86109.000000;21101.000000;33460.000000;122.000000;37639.000000;54578.000000;284.000000;13601.000000;9939.000000;13238.000000;4766.000000;41001.000000;1000.000000;53167.000000;13110.000000;4847.000000;55518.000000;56827.000000;8664.000000;3282.000000;2628.000000;76736.000000;21643.000000;77003.000000
42562.000000;105997.000000;61641.000000;1089.000000;1435.000000;30284.000000;76347.000000;89038.000000;14486.000000;74973.000000;22076.000000;2.000000;7667.000000;14500.000000;17104.000000;19.000000;4525.000000;84361.000000;3156.000000;1326.000000;28422.000000;66350.000000;9475.000000;10473.000000;38353.000000;27906.000000;1736.000000;236.000000;38910.000000;251.000000;55163.000000;55505.000000;18480.000000;25904.000000;74.000000;24774.000000;42086.000000;194.000000;10214.000000;6728.000000;10181.000000;3785.000000;29105.000000;609.000000;41233.000000;8944.000000;3997.000000;46891.000000;50891.000000;7170.000000;2748.000000;2146.000000;55078.000000;13696.000000;67482.000000
51019.000000;89471.000000;54320.000000;899.000000;2085.000000;59863.000000;58147.000000;49993.000000;10445.000000;54348.000000;18972.000000;10.000000;5071.000000;17945.000000;12691.000000;78.000000;13587.000000;79051.000000;11734.000000;1042.000000;19889.000000;67731.000000;20256.000000;7729.000000;73225.000000;17723.000000;1322.000000;893.000000;24779.000000;896.000000;46679.000000;63035.000000;12167.000000;17057.000000;72.000000;20462.000000;32308.000000;139.000000;7212.000000;5416.000000;8403.000000;2593.000000;27477.000000;632.000000;33884.000000;7307.000000;2917.000000;36460.000000;28765.000000;4904.000000;2867.000000;2335.000000;37971.000000;13957.000000;48516.000000
27573.000000;105377.000000;22673.000000;1204.000000;2812.000000;27563.000000;47486.000000;46212.000000;8744.000000;53941.000000;11891.000000;2.000000;2326.000000;21526.000000;10437.000000;37.000000;5051.000000;108407.000000;3180.000000;1280.000000;12585.000000;37914.000000;23684.000000;10493.000000;46985.000000;16064.000000;1482.000000;694.000000;12535.000000;743.000000;23891.000000;44966.000000;6730.000000;9125.000000;104.000000;31663.000000;22409.000000;223.000000;10755.000000;3849.000000;5573.000000;4146.000000;19421.000000;536.000000;30740.000000;5689.000000;4742.000000;20421.000000;13834.000000;5349.000000;4702.000000;4622.000000;38271.000000;19402.000000;30905.000000
25063.000000;78198.000000;19267.000000;520.000000;1649.000000;25545.000000;44141.000000;39090.000000;7136.000000;48905.000000;10182.000000;2.000000;1896.000000;13635.000000;8260.000000;14.000000;6246.000000;80109.000000;4384.000000;624.000000;11449.000000;39617.000000;14960.000000;5523.000000;42043.000000;12654.000000;1355.000000;421.000000;10871.000000;436.000000;25868.000000;40643.000000;5982.000000;11453.000000;74.000000;19109.000000;20025.000000;129.000000;5637.000000;4656.000000;4429.000000;2055.000000;17306.000000;359.000000;25673.000000;5181.000000;2262.000000;20101.000000;15482.000000;3914.000000;2431.000000;2246.000000;27652.000000;12566.000000;30123.000000
23250.000000;59941.000000;17530.000000;526.000000;1061.000000;20605.000000;37352.000000;31465.000000;6900.000000;39924.000000;9575.000000;0.000000;1691.000000;13486.000000;7627.000000;26.000000;6327.000000;62943.000000;4607.000000;574.000000;9765.000000;32623.000000;11039.000000;5762.000000;43626.000000;12313.000000;973.000000;439.000000;11237.000000;458.000000;24405.000000;39681.000000;5421.000000;11855.000000;60.000000;16674.000000;15793.000000;121.000000;5936.000000;3354.000000;4150.000000;1965.000000;15214.000000;266.000000;21612.000000;4132.000000;2161.000000;19288.000000;16270.000000;3654.000000;2164.000000;1821.000000;22379.000000;11308.000000;27568.000000
65828.000000;135924.000000;47649.000000;1484.000000;2453.000000;51051.000000;87882.000000;74785.000000;17243.000000;95012.000000;22444.000000;7.000000;4629.000000;36122.000000;19855.000000;33.000000;18444.000000;156028.000000;10097.000000;1478.000000;25586.000000;89532.000000;28490.000000;14864.000000;110910.000000;27872.000000;1266.000000;516.000000;28371.000000;536.000000;58294.000000;96812.000000;14113.000000;25877.000000;104.000000;46283.000000;44401.000000;170.000000;13933.000000;5331.000000;10653.000000;5307.000000;36296.000000;538.000000;50448.000000;7735.000000;5452.000000;50034.000000;39313.000000;8518.000000;5257.000000;4498.000000;59888.000000;29671.000000;62595.000000
