2713478.000000;1306135.000000;420495.000000;1159565.000000;579236.000000;1064129.000000;2669.000000;94385.000000;84081.000000;90122.000000;354031.000000;2687022.000000;3711485.000000;421131.000000;2569366.000000;1127457.000000;104369.000000;533304.000000;565974.000000;2967427.000000;492164.000000
8526.000000;12012.000000;5629.000000;22117.000000;1191.000000;2195.000000;5.000000;1211.000000;142.000000;1110.000000;8810.000000;13296.000000;2117.000000;5745.000000;6903.000000;11102.000000;253.000000;3297.000000;645.000000;8475.000000;866.000000
442093.000000;293747.000000;80442.000000;265674.000000;77735.000000;149945.000000;491.000000;14336.000000;10301.000000;13620.000000;31390.000000;478310.000000;321981.000000;80239.000000;340514.000000;202291.000000;11596.000000;98723.000000;57012.000000;514894.000000;64338.000000
266907.000000;153045.000000;39661.000000;158009.000000;51102.000000;83170.000000;149.000000;4643.000000;6537.000000;4481.000000;28910.000000;265255.000000;178430.000000;39114.000000;187579.000000;90091.000000;7286.000000;53245.000000;22353.000000;329782.000000;37536.000000
188115.000000;105997.000000;27665.000000;122104.000000;37961.000000;64371.000000;117.000000;3974.000000;4601.000000;3752.000000;4502.000000;194698.000000;140085.000000;27864.000000;153753.000000;68942.000000;4138.000000;45827.000000;15679.000000;211311.000000;32322.000000
128487.000000;89471.000000;23382.000000;96481.000000;33548.000000;56622.000000;164.000000;3223.000000;3640.000000;3029.000000;21316.000000;142715.000000;168653.000000;23097.000000;98505.000000;51013.000000;3149.000000;29432.000000;28747.000000;261909.000000;22166.000000
92654.000000;105377.000000;32523.000000;65912.000000;22824.000000;44663.000000;154.000000;4710.000000;1898.000000;4338.000000;6494.000000;158520.000000;117832.000000;32606.000000;53368.000000;28215.000000;3388.000000;28221.000000;39562.000000;176616.000000;13094.000000
77549.000000;78198.000000;18413.000000;58555.000000;19726.000000;37062.000000;72.000000;2278.000000;1563.000000;2220.000000;7172.000000;129184.000000;103270.000000;17828.000000;50287.000000;33005.000000;3033.000000;22032.000000;22829.000000;163806.000000;11469.000000
66694.000000;59941.000000;17213.000000;48594.000000;17712.000000;33367.000000;96.000000;2204.000000;1203.000000;1970.000000;7764.000000;104563.000000;86854.000000;17214.000000;48769.000000;33444.000000;2071.000000;20963.000000;17572.000000;152470.000000;10219.000000
164775.000000;135924.000000;46481.000000;138653.000000;43690.000000;79037.000000;133.000000;5272.000000;2883.000000;5004.000000;18532.000000;256756.000000;204847.000000;45676.000000;114632.000000;75771.000000;3208.000000;47505.000000;45882.000000;397618.000000;25633.000000
