337256.000000;1306135.000000;17296.000000;156115.000000;258233.000000;10179.000000;183710.000000;740464.000000;166886.000000;210349.000000;94333.000000;228081.000000;469448.000000;9621.000000;227655.000000;18786.000000;58011.000000;39682.000000;63938.000000;555712.000000;722397.000000;223882.000000;38265.000000;455213.000000;347302.000000;159479.000000;44967.000000;30277.000000;299749.000000;176483.000000;498893.000000;484944.000000;60060.000000;353282.000000;37410.000000;128831.000000;517073.000000;231789.000000;80833.000000;104647.000000;510937.000000;633844.000000;459018.000000;70483.000000;66655.000000;66465.000000;32282.000000;200648.000000;222250.000000;1630.000000;15597.000000;453665.000000;249523.000000;434342.000000;311612.000000;170244.000000;44975.000000;100547.000000;247490.000000;1485.000000;612068.000000;424871.000000;11968.000000;34311.000000;142941.000000;180779.000000;20534.000000;194931.000000;100678.000000;263567.000000;204051.000000;161820.000000;358768.000000;722867.000000;309672.000000;180985.000000;81667.000000;691329.000000;313800.000000;52.000000;526407.000000;105906.000000;9945.000000;55165.000000;162147.000000;343.000000;214823.000000;290694.000000;370051.000000;694415.000000;148648.000000;86903.000000;357062.000000;66730.000000;59212.000000;183646.000000;23672.000000;120572.000000;32612.000000;86055.000000
633.000000;12012.000000;215.000000;250.000000;752.000000;33.000000;3930.000000;69.000000;1017.000000;935.000000;1133.000000;293.000000;1374.000000;27.000000;2262.000000;237.000000;995.000000;3478.000000;91.000000;2505.000000;1687.000000;837.000000;734.000000;3777.000000;54.000000;1057.000000;111.000000;2372.000000;395.000000;504.000000;431.000000;3253.000000;104.000000;1202.000000;661.000000;175.000000;1170.000000;514.000000;600.000000;35.000000;564.000000;123.000000;465.000000;2163.000000;1663.000000;152.000000;118.000000;202.000000;1959.000000;3.000000;212.000000;412.000000;4570.000000;491.000000;714.000000;405.000000;89.000000;438.000000;532.000000;4.000000;1188.000000;3637.000000;253.000000;10.000000;720.000000;2737.000000;39.000000;943.000000;610.000000;814.000000;1925.000000;2217.000000;4085.000000;754.000000;136.000000;524.000000;182.000000;1847.000000;2573.000000;0.000000;1387.000000;6244.000000;162.000000;1570.000000;329.000000;1.000000;3625.000000;300.000000;641.000000;192.000000;225.000000;498.000000;2161.000000;116.000000;147.000000;2625.000000;34.000000;2372.000000;111.000000;520.000000
50427.000000;293747.000000;2794.000000;14410.000000;64008.000000;1317.000000;40226.000000;30854.000000;33724.000000;40257.000000;20081.000000;24493.000000;81604.000000;1096.000000;38485.000000;3116.000000;10156.000000;2371.000000;7508.000000;116282.000000;125530.000000;47754.000000;7183.000000;89338.000000;15026.000000;29876.000000;5490.000000;2072.000000;36538.000000;20867.000000;60002.000000;58852.000000;6768.000000;52595.000000;6776.000000;19511.000000;107693.000000;29838.000000;15221.000000;7114.000000;49363.000000;26980.000000;72407.000000;12377.000000;12935.000000;3602.000000;4223.000000;20297.000000;36880.000000;262.000000;1891.000000;68725.000000;55676.000000;71830.000000;27554.000000;16105.000000;4529.000000;15709.000000;32028.000000;243.000000;81170.000000;48451.000000;1138.000000;2147.000000;27181.000000;38248.000000;2329.000000;35459.000000;20284.000000;40216.000000;44316.000000;32650.000000;76881.000000;90815.000000;30017.000000;36788.000000;12180.000000;91799.000000;90310.000000;12.000000;103928.000000;23739.000000;1177.000000;11303.000000;24912.000000;89.000000;12424.000000;28971.000000;56015.000000;40391.000000;17655.000000;14860.000000;80274.000000;8251.000000;9338.000000;42937.000000;2567.000000;92743.000000;5298.000000;15793.000000
31699.000000;153045.000000;715.000000;9465.000000;28200.000000;596.000000;21528.000000;28970.000000;15150.000000;34987.000000;9382.000000;13698.000000;53933.000000;517.000000;27605.000000;917.000000;4937.000000;989.000000;5223.000000;68886.000000;64927.000000;24957.000000;2489.000000;57886.000000;5810.000000;13428.000000;3716.000000;698.000000;19102.000000;24127.000000;31013.000000;35519.000000;2625.000000;30096.000000;2293.000000;11248.000000;61229.000000;17046.000000;6461.000000;2640.000000;29242.000000;23541.000000;31265.000000;4963.000000;5200.000000;2716.000000;1827.000000;13897.000000;26986.000000;85.000000;346.000000;35047.000000;26033.000000;34031.000000;15186.000000;10052.000000;2485.000000;9133.000000;18377.000000;86.000000;49143.000000;33853.000000;292.000000;533.000000;13934.000000;20170.000000;679.000000;17991.000000;9904.000000;36585.000000;18148.000000;13384.000000;42132.000000;57254.000000;11459.000000;15772.000000;5985.000000;53775.000000;46721.000000;1.000000;54179.000000;16634.000000;282.000000;5038.000000;14115.000000;32.000000;5748.000000;16259.000000;33959.000000;23366.000000;10980.000000;6600.000000;38436.000000;5488.000000;4798.000000;30286.000000;762.000000;62879.000000;2213.000000;9266.000000
18471.000000;105997.000000;647.000000;8406.000000;23439.000000;370.000000;15217.000000;21905.000000;12028.000000;23801.000000;8797.000000;10560.000000;39294.000000;361.000000;17838.000000;834.000000;3327.000000;398.000000;3882.000000;51829.000000;46467.000000;15050.000000;2005.000000;37233.000000;6576.000000;11606.000000;1911.000000;409.000000;9024.000000;2846.000000;25033.000000;23382.000000;2104.000000;25118.000000;1927.000000;10127.000000;40267.000000;15420.000000;4578.000000;2268.000000;20495.000000;18203.000000;21987.000000;3528.000000;4240.000000;976.000000;1559.000000;9931.000000;17578.000000;87.000000;158.000000;20887.000000;20812.000000;28777.000000;9326.000000;7110.000000;1651.000000;6567.000000;14996.000000;54.000000;40345.000000;28416.000000;142.000000;606.000000;9452.000000;14796.000000;660.000000;16674.000000;8227.000000;24830.000000;14414.000000;10258.000000;35084.000000;45943.000000;9130.000000;8175.000000;4526.000000;38297.000000;33356.000000;2.000000;36600.000000;13061.000000;91.000000;3858.000000;12923.000000;11.000000;2535.000000;13714.000000;23529.000000;22054.000000;8541.000000;4298.000000;36018.000000;3764.000000;3200.000000;24551.000000;804.000000;35680.000000;1878.000000;7661.000000
29764.000000;89471.000000;550.000000;6247.000000;13297.000000;363.000000;11953.000000;16376.000000;8909.000000;20935.000000;4955.000000;8703.000000;46725.000000;282.000000;19859.000000;669.000000;2853.000000;2345.000000;2565.000000;30929.000000;37873.000000;16002.000000;1344.000000;31991.000000;17584.000000;8070.000000;1403.000000;1363.000000;24873.000000;9645.000000;14544.000000;16293.000000;2777.000000;17318.000000;1463.000000;6225.000000;42025.000000;10728.000000;3863.000000;4701.000000;15322.000000;19531.000000;23116.000000;2666.000000;2856.000000;778.000000;1392.000000;10179.000000;19932.000000;65.000000;498.000000;40473.000000;16543.000000;23292.000000;11433.000000;6079.000000;1848.000000;4279.000000;12784.000000;62.000000;27253.000000;13284.000000;262.000000;873.000000;7714.000000;11385.000000;697.000000;10569.000000;5274.000000;24624.000000;9408.000000;7560.000000;26513.000000;24299.000000;19685.000000;10835.000000;4701.000000;36350.000000;25798.000000;10.000000;35197.000000;9955.000000;219.000000;2520.000000;7672.000000;52.000000;11694.000000;10673.000000;15321.000000;37103.000000;6351.000000;4415.000000;22004.000000;3113.000000;3728.000000;18800.000000;814.000000;24343.000000;1369.000000;5349.000000
17067.000000;105377.000000;713.000000;2784.000000;5569.000000;371.000000;10821.000000;8710.000000;9825.000000;10423.000000;5331.000000;4320.000000;27005.000000;374.000000;13174.000000;722.000000;7436.000000;830.000000;1136.000000;40596.000000;45899.000000;18422.000000;2283.000000;28476.000000;8292.000000;6221.000000;1505.000000;776.000000;13981.000000;2514.000000;8306.000000;22942.000000;5715.000000;13779.000000;2438.000000;3341.000000;42226.000000;8026.000000;6508.000000;6135.000000;6119.000000;8403.000000;26695.000000;2923.000000;3695.000000;1370.000000;1199.000000;5887.000000;12635.000000;90.000000;481.000000;22955.000000;8573.000000;13770.000000;5808.000000;4124.000000;1124.000000;3238.000000;8875.000000;87.000000;17172.000000;4181.000000;319.000000;1117.000000;13603.000000;11785.000000;1068.000000;8645.000000;5788.000000;11405.000000;4943.000000;5257.000000;17707.000000;18368.000000;13127.000000;19949.000000;5068.000000;14405.000000;26725.000000;1.000000;46572.000000;7150.000000;322.000000;5457.000000;5916.000000;27.000000;3417.000000;6930.000000;14003.000000;15099.000000;3076.000000;7990.000000;12285.000000;1970.000000;4570.000000;12860.000000;1396.000000;19562.000000;1341.000000;3973.000000
15154.000000;78198.000000;282.000000;2694.000000;7135.000000;254.000000;7133.000000;10365.000000;8135.000000;11061.000000;4040.000000;4017.000000;29236.000000;266.000000;10203.000000;360.000000;2953.000000;597.000000;874.000000;29559.000000;34728.000000;14160.000000;1112.000000;26292.000000;7573.000000;5401.000000;1393.000000;489.000000;10517.000000;3834.000000;7766.000000;17156.000000;2769.000000;11760.000000;1126.000000;2919.000000;33353.000000;6647.000000;3349.000000;3945.000000;5042.000000;9469.000000;21719.000000;2091.000000;2104.000000;1679.000000;840.000000;5223.000000;9789.000000;43.000000;363.000000;20468.000000;8706.000000;14979.000000;6714.000000;3902.000000;1387.000000;3944.000000;7709.000000;50.000000;16344.000000;3286.000000;165.000000;578.000000;8011.000000;7901.000000;528.000000;7793.000000;4302.000000;12810.000000;6299.000000;4897.000000;18796.000000;15281.000000;10580.000000;12490.000000;3661.000000;12581.000000;24256.000000;2.000000;34791.000000;6133.000000;187.000000;2305.000000;4715.000000;5.000000;4449.000000;6112.000000;12152.000000;15844.000000;2850.000000;4073.000000;13340.000000;1567.000000;2952.000000;11946.000000;654.000000;16057.000000;895.000000;2937.000000
16709.000000;59941.000000;302.000000;2399.000000;7223.000000;173.000000;6417.000000;8911.000000;7042.000000;10408.000000;3902.000000;3329.000000;23867.000000;207.000000;9108.000000;333.000000;2764.000000;983.000000;784.000000;24366.000000;28549.000000;12888.000000;1045.000000;19676.000000;5591.000000;5186.000000;978.000000;647.000000;13758.000000;3734.000000;8366.000000;13849.000000;2048.000000;9994.000000;1073.000000;2631.000000;30311.000000;5562.000000;3159.000000;2216.000000;5284.000000;9384.000000;17235.000000;2133.000000;1960.000000;1197.000000;798.000000;4864.000000;9286.000000;57.000000;256.000000;20789.000000;9841.000000;14309.000000;5583.000000;3322.000000;873.000000;3172.000000;7404.000000;51.000000;15140.000000;3693.000000;193.000000;392.000000;7589.000000;6904.000000;453.000000;6822.000000;4092.000000;12117.000000;5970.000000;5482.000000;14970.000000;13866.000000;8168.000000;11180.000000;3148.000000;10648.000000;20331.000000;0.000000;26893.000000;5365.000000;173.000000;2474.000000;4884.000000;13.000000;4549.000000;5519.000000;9905.000000;13293.000000;2287.000000;3655.000000;13401.000000;1428.000000;2497.000000;9168.000000;572.000000;11690.000000;864.000000;2882.000000
44696.000000;135924.000000;884.000000;6020.000000;19604.000000;348.000000;20135.000000;22464.000000;16458.000000;25608.000000;7887.000000;7858.000000;59760.000000;293.000000;28618.000000;844.000000;6713.000000;989.000000;2218.000000;60861.000000;69196.000000;31377.000000;2641.000000;59496.000000;14083.000000;12364.000000;1354.000000;867.000000;42103.000000;9062.000000;21104.000000;36281.000000;5107.000000;25575.000000;2624.000000;7084.000000;71048.000000;14082.000000;8543.000000;4990.000000;12812.000000;21886.000000;39521.000000;5157.000000;5408.000000;1283.000000;2102.000000;11180.000000;28015.000000;62.000000;382.000000;50072.000000;24631.000000;28614.000000;11621.000000;6236.000000;1305.000000;5721.000000;17119.000000;76.000000;38164.000000;9704.000000;219.000000;935.000000;17995.000000;20742.000000;1109.000000;16935.000000;9530.000000;31136.000000;13852.000000;12224.000000;34603.000000;32840.000000;19937.000000;29947.000000;8299.000000;29890.000000;49320.000000;4.000000;66199.000000;15320.000000;215.000000;5451.000000;11056.000000;28.000000;15241.000000;13109.000000;24925.000000;31240.000000;6779.000000;9794.000000;28464.000000;3509.000000;6091.000000;24612.000000;1302.000000;27639.000000;2030.000000;7157.000000
