324830;294810;56555;54751;37090;48;16862;448239;120330;131890;16766;269140;207412;473093;1337;150953;144008;46198;3949;62957;192164;253;81045;238308;556702;35405;217515;109758;66672;296285;170086;219884;355163;90914;48574;232070;203408;335999;268905;308982;226473;870982;41887;374969;68380;140968;96409;85392;726085;79010;9156;16823;150640;253536;47368;39794;1336079;188701;69749;171173;227440;196077;135430;353442;103368;61027;88779;17146;143281;902348;318225;183619;265696;128369;52613;662980;31413;240349;14912;792
2395;4812;175;3717;38;0;163;1789;167;132;137;1221;742;103;1;561;123;118;5;20;978;1;492;36;148;48;2421;1412;98;1100;271;3170;1012;577;52;709;5055;1039;1095;409;1949;111;786;695;2530;171;254;329;127;59;23;27;1011;547;13;591;201;219;1638;85;75;2143;2394;324;657;1690;100;136;35;188;2408;538;3556;477;63;235;41;236;90;0
44947;100803;7089;1822;1984;1;1770;91585;10663;14827;1836;58854;40045;37097;121;30151;10370;6136;273;6034;43833;12;13272;11260;24637;2648;40186;17344;4228;53329;23795;15683;46752;15340;4346;42894;44920;70606;59515;19417;49307;34472;5639;84527;11009;9605;6640;13577;44298;10391;712;1117;28675;40474;1306;5602;80937;19940;9699;13999;16375;37045;20100;41264;16071;10185;14871;704;10618;49061;58988;38729;52849;8694;4369;50410;2165;27198;614;66
30665;52236;3835;144;1185;1;539;83853;7121;10100;481;24962;25689;21990;63;26149;6596;3147;151;5810;23480;13;6323;6149;13599;1167;33074;7862;4031;49629;17733;3645;33954;7058;3073;23771;29134;45709;30682;11778;26957;29109;1947;64748;5124;3900;5021;9794;44014;8165;430;691;14896;30866;342;1901;57727;13979;4147;11897;14538;30451;11329;24381;9827;4738;16996;3;9828;36444;36625;26545;25889;9942;3564;37769;815;17154;0;24
26242;33366;3468;546;1205;2;707;58252;6133;8881;643;20557;15633;18790;49;19203;6318;2901;128;4095;19099;3;4978;5119;11193;1384;25374;6691;1192;34414;15602;3030;20987;6168;2466;14005;24712;29435;31208;8376;24749;23838;2046;36615;4577;3951;3957;8721;33986;7316;304;620;13909;29977;813;2005;52491;13298;3378;8896;11641;22838;11767;21516;9835;4293;1990;166;7728;31733;24489;20176;22144;1220;1993;28704;1112;11373;136;41
6029;22415;2621;3421;754;4;491;47812;3869;6755;459;13579;19779;17774;33;15105;4398;1959;96;2687;13571;35;4022;7230;27641;1289;20983;4904;1206;29870;9009;6563;14318;4713;1857;22255;19037;26336;17924;7110;21026;34969;1279;38552;3076;6680;3603;6255;26978;3945;227;367;10365;15181;1325;1221;46202;7523;2678;8886;9288;19179;9660;11639;5942;2760;1436;515;5750;44361;20067;12081;18383;13953;1123;17641;1108;15599;442;32
3553;46426;2398;723;611;1;492;35035;1891;4383;531;5009;14187;9472;49;7091;2499;1423;146;506;13660;15;6228;1376;16597;2079;13430;3592;1265;16837;5506;2787;19500;6165;723;15688;13792;28945;6332;1699;10282;11225;1935;33974;4886;10052;1653;3104;4015;1314;223;352;6027;7274;1236;1862;9062;3512;2380;3343;2482;12245;9438;2441;3296;4350;1752;256;1347;17197;14915;11647;7475;1135;1030;3705;1470;9662;243;27
2738;31464;1552;278;418;0;247;32899;1773;2973;252;5295;9663;10754;28;6838;1588;821;58;423;10916;0;3290;1440;12889;1079;9236;2343;608;17174;4222;4160;13609;3658;563;9411;12422;20746;7334;1600;10351;14123;807;22900;1731;5377;1733;2591;4646;880;100;350;4951;8045;786;863;11929;2961;1266;3147;2544;8499;4791;1989;2556;1436;1373;8;1537;19186;14624;8135;7658;1005;759;3317;853;6888;8;17
2928;22080;1410;799;313;0;204;25957;1596;3240;201;6667;10043;8073;26;6442;1431;957;47;446;9114;2;2921;2168;9300;830;7338;2691;567;14514;3792;4385;9571;3048;580;10450;10175;14632;7458;1062;8386;13189;700;19474;1874;3035;1940;2693;4264;1067;107;148;4732;7723;410;681;14079;2982;1571;3116;2519;7093;3974;3164;2965;1697;135;64;1474;15600;10615;7013;8742;1552;492;4510;676;6823;42;19
8020;50965;4076;527;750;0;480;68036;3365;8500;575;17177;29572;17699;33;16417;3313;2548;66;1805;22229;1;7202;4573;28590;1818;21068;7327;1453;38751;9758;12019;22956;7841;1662;32619;28501;42755;16915;3995;21562;30428;1917;51067;5048;8178;4042;6571;12908;3576;192;260;12270;16702;746;1963;32593;8391;4156;8329;7176;20096;11663;10602;6471;4510;687;43;4555;35872;31728;16972;23473;12230;906;11209;1348;18172;23;10
