989659.000000;1306135.000000;1662509.000000;714080.000000;223091.000000;108566.000000;948455.000000;146374.000000;37969.000000;453881.000000;172.000000;225579.000000;577762.000000;485964.000000;337397.000000;487126.000000;1164109.000000;331485.000000;1225726.000000;1134584.000000;936020.000000;560152.000000;620804.000000;65351.000000;33331.000000;23382.000000;10149.000000;455658.000000;98110.000000;768440.000000;343039.000000;184183.000000;32789.000000;245081.000000;84331.000000;128037.000000;1075940.000000;84317.000000;2071.000000;1318881.000000;498628.000000;1138748.000000;160172.000000;190585.000000;582200.000000;341328.000000;184916.000000;320759.000000
4441.000000;12012.000000;272.000000;1399.000000;1104.000000;466.000000;6593.000000;390.000000;683.000000;1122.000000;0.000000;4775.000000;2393.000000;2778.000000;6393.000000;6447.000000;4441.000000;541.000000;2354.000000;290.000000;1489.000000;2578.000000;5234.000000;167.000000;398.000000;57.000000;32.000000;644.000000;1882.000000;6280.000000;8434.000000;419.000000;403.000000;1501.000000;43.000000;181.000000;1674.000000;1665.000000;5.000000;3277.000000;481.000000;2271.000000;5567.000000;3581.000000;928.000000;1566.000000;483.000000;5513.000000
153375.000000;293747.000000;88625.000000;113191.000000;41189.000000;20537.000000;111902.000000;17577.000000;4123.000000;61453.000000;48.000000;24119.000000;89549.000000;113256.000000;27731.000000;108891.000000;243083.000000;39428.000000;198367.000000;70279.000000;125468.000000;89377.000000;149072.000000;8130.000000;5062.000000;2525.000000;1358.000000;54623.000000;16906.000000;171771.000000;80925.000000;25480.000000;5089.000000;48196.000000;6344.000000;16660.000000;202930.000000;14421.000000;370.000000;227789.000000;56686.000000;134568.000000;33392.000000;33365.000000;70399.000000;60802.000000;18438.000000;69056.000000
82508.000000;153045.000000;70020.000000;74501.000000;19057.000000;9546.000000;71221.000000;10230.000000;871.000000;34107.000000;10.000000;26296.000000;62847.000000;50289.000000;11552.000000;50751.000000;153187.000000;24053.000000;103853.000000;35450.000000;66455.000000;63710.000000;76841.000000;2928.000000;1442.000000;1309.000000;599.000000;33994.000000;6292.000000;111191.000000;58165.000000;15934.000000;1591.000000;23087.000000;1953.000000;10572.000000;110915.000000;5341.000000;116.000000;114779.000000;21236.000000;84811.000000;15858.000000;17810.000000;39755.000000;34047.000000;11757.000000;31403.000000
74090.000000;105997.000000;57203.000000;46124.000000;12393.000000;7856.000000;53036.000000;7053.000000;349.000000;28627.000000;4.000000;3379.000000;40083.000000;40841.000000;6917.000000;41911.000000;102785.000000;20816.000000;81618.000000;32303.000000;56306.000000;41617.000000;57746.000000;2507.000000;1244.000000;922.000000;371.000000;25074.000000;5028.000000;74464.000000;45050.000000;12262.000000;1396.000000;15816.000000;2048.000000;8528.000000;69189.000000;4248.000000;97.000000;81946.000000;13345.000000;56996.000000;12034.000000;11764.000000;32154.000000;29892.000000;7485.000000;24864.000000
52685.000000;89471.000000;43389.000000;59806.000000;12622.000000;5428.000000;34271.000000;5558.000000;1398.000000;19939.000000;21.000000;13110.000000;53741.000000;26371.000000;14033.000000;31905.000000;65881.000000;14411.000000;63196.000000;62456.000000;31532.000000;53121.000000;44872.000000;2737.000000;1025.000000;702.000000;339.000000;22094.000000;3783.000000;59143.000000;34583.000000;10057.000000;1070.000000;14106.000000;2886.000000;5724.000000;90628.000000;3021.000000;137.000000;72362.000000;28883.000000;46396.000000;8504.000000;8925.000000;28236.000000;19341.000000;5897.000000;18953.000000
34995.000000;105377.000000;23120.000000;39372.000000;18372.000000;6138.000000;30531.000000;3908.000000;1179.000000;12731.000000;14.000000;3558.000000;29927.000000;12468.000000;5881.000000;18825.000000;48953.000000;7890.000000;51067.000000;28669.000000;17097.000000;28775.000000;43325.000000;4730.000000;1399.000000;842.000000;397.000000;16997.000000;6529.000000;60178.000000;23465.000000;6589.000000;1342.000000;19652.000000;4066.000000;2692.000000;72525.000000;4586.000000;113.000000;95266.000000;32747.000000;20772.000000;10974.000000;19196.000000;19102.000000;17403.000000;5214.000000;14021.000000
34380.000000;78198.000000;24817.000000;37753.000000;11473.000000;4385.000000;22068.000000;4768.000000;703.000000;11715.000000;3.000000;4632.000000;27038.000000;15424.000000;7335.000000;18275.000000;41705.000000;7071.000000;47627.000000;26945.000000;16770.000000;26025.000000;37407.000000;2411.000000;618.000000;790.000000;264.000000;14340.000000;3088.000000;53518.000000;21068.000000;5289.000000;670.000000;12356.000000;2366.000000;2173.000000;61133.000000;2323.000000;56.000000;69841.000000;21206.000000;18059.000000;6323.000000;8611.000000;16694.000000;13618.000000;4618.000000;11601.000000
31199.000000;59941.000000;23331.000000;35761.000000;10132.000000;4108.000000;17869.000000;3493.000000;714.000000;9890.000000;4.000000;4995.000000;26171.000000;15417.000000;7240.000000;18255.000000;34170.000000;6387.000000;40813.000000;21887.000000;17587.000000;24616.000000;31735.000000;2071.000000;639.000000;547.000000;179.000000;12269.000000;2956.000000;39773.000000;16792.000000;5020.000000;593.000000;11228.000000;1482.000000;1914.000000;59261.000000;2201.000000;81.000000;55861.000000;17451.000000;16533.000000;6507.000000;8220.000000;15251.000000;13214.000000;3597.000000;11542.000000
69265.000000;135924.000000;56128.000000;88778.000000;26683.000000;9445.000000;48268.000000;5537.000000;865.000000;25838.000000;14.000000;11193.000000;73495.000000;36734.000000;20005.000000;45400.000000;81840.000000;16493.000000;93299.000000;53934.000000;42360.000000;70036.000000;81675.000000;4917.000000;1695.000000;679.000000;356.000000;29029.000000;7297.000000;109255.000000;47539.000000;12744.000000;1532.000000;29021.000000;3522.000000;5201.000000;142106.000000;5872.000000;103.000000;133728.000000;46620.000000;44850.000000;15946.000000;21051.000000;35651.000000;29947.000000;6020.000000;30022.000000
