474053.000000;1306135.000000;118168.000000;25230.000000;1041648.000000;722505.000000;483.000000;161487.000000;267273.000000;1042515.000000;26871.000000;217100.000000;439.000000;624907.000000;77386.000000;206588.000000;27308.000000;774555.000000;16787.000000;241537.000000;508805.000000;61419.000000;69124.000000;385164.000000;745230.000000;51258.000000;220920.000000;282749.000000;194043.000000;20.000000;132071.000000;89514.000000;649429.000000;340115.000000;189210.000000;451069.000000;278907.000000;703235.000000;605984.000000;24757.000000;174031.000000;318873.000000;101573.000000;149464.000000;723625.000000;2933.000000;298447.000000;679673.000000;207226.000000;108101.000000;60635.000000;256787.000000;307636.000000;999382.000000;836063.000000;1123495.000000;15495.000000;467163.000000;177620.000000;629237.000000;136081.000000;44236.000000;54316.000000;2962.000000;72.000000;500845.000000;64696.000000;414187.000000;837173.000000
5838.000000;12012.000000;156.000000;650.000000;232.000000;5313.000000;0.000000;174.000000;280.000000;3731.000000;330.000000;4078.000000;3.000000;1431.000000;229.000000;291.000000;325.000000;4216.000000;45.000000;535.000000;2071.000000;1280.000000;1544.000000;2212.000000;3557.000000;144.000000;1236.000000;7197.000000;293.000000;0.000000;558.000000;363.000000;1175.000000;4879.000000;1400.000000;1451.000000;5767.000000;1234.000000;5247.000000;509.000000;1237.000000;1128.000000;230.000000;159.000000;966.000000;12.000000;1127.000000;398.000000;1310.000000;4760.000000;152.000000;393.000000;4365.000000;1665.000000;2752.000000;267.000000;29.000000;2525.000000;1686.000000;157.000000;5350.000000;131.000000;24.000000;10.000000;0.000000;700.000000;147.000000;392.000000;1589.000000
112959.000000;293747.000000;14559.000000;2469.000000;56037.000000;75791.000000;100.000000;16980.000000;28708.000000;197502.000000;4269.000000;23538.000000;87.000000;138777.000000;6148.000000;20514.000000;4336.000000;190045.000000;2073.000000;34511.000000;78835.000000;10796.000000;12156.000000;97365.000000;124879.000000;6728.000000;41106.000000;65864.000000;29418.000000;1.000000;13116.000000;16684.000000;114427.000000;74597.000000;37207.000000;63121.000000;23331.000000;112025.000000;129944.000000;2467.000000;34353.000000;52701.000000;14191.000000;17066.000000;96290.000000;411.000000;47769.000000;56563.000000;41081.000000;21707.000000;7144.000000;25209.000000;66475.000000;107737.000000;136755.000000;78177.000000;1657.000000;79687.000000;31338.000000;40958.000000;27178.000000;5686.000000;3631.000000;426.000000;30.000000;77485.000000;6819.000000;45471.000000;148460.000000
61587.000000;153045.000000;9335.000000;565.000000;37372.000000;50034.000000;22.000000;6438.000000;18431.000000;104584.000000;1193.000000;26021.000000;35.000000;59764.000000;4907.000000;11295.000000;1341.000000;122898.000000;1245.000000;18400.000000;54624.000000;3840.000000;4277.000000;42597.000000;62983.000000;2415.000000;22154.000000;46360.000000;16675.000000;1.000000;8340.000000;7669.000000;71912.000000;34349.000000;19480.000000;36327.000000;8032.000000;56591.000000;85339.000000;567.000000;15789.000000;30877.000000;8174.000000;7246.000000;50460.000000;179.000000;44186.000000;37320.000000;19526.000000;9995.000000;4838.000000;16290.000000;29893.000000;69093.000000;80745.000000;55160.000000;831.000000;55371.000000;17227.000000;15481.000000;13796.000000;2052.000000;1025.000000;164.000000;1.000000;37543.000000;3840.000000;24172.000000;82967.000000
47430.000000;105997.000000;7712.000000;246.000000;31225.000000;39278.000000;20.000000;4538.000000;13062.000000;69650.000000;1049.000000;3283.000000;15.000000;39737.000000;1617.000000;9368.000000;1163.000000;78300.000000;693.000000;14826.000000;34219.000000;3139.000000;3551.000000;34937.000000;58109.000000;2061.000000;19286.000000;36247.000000;15227.000000;0.000000;5774.000000;6271.000000;47943.000000;27439.000000;18250.000000;30306.000000;5396.000000;44551.000000;56003.000000;234.000000;11035.000000;23663.000000;6186.000000;5304.000000;42476.000000;132.000000;30830.000000;27778.000000;13116.000000;7509.000000;2586.000000;13981.000000;23915.000000;45495.000000;66362.000000;48313.000000;595.000000;36930.000000;10862.000000;14909.000000;9502.000000;1749.000000;1120.000000;103.000000;2.000000;17997.000000;2641.000000;19829.000000;54706.000000
37166.000000;89471.000000;4967.000000;889.000000;44917.000000;23912.000000;52.000000;7975.000000;14260.000000;52666.000000;845.000000;12864.000000;43.000000;37738.000000;1975.000000;7024.000000;923.000000;51693.000000;700.000000;10451.000000;46411.000000;2056.000000;2485.000000;21273.000000;40357.000000;2166.000000;13855.000000;27837.000000;9138.000000;3.000000;5367.000000;4410.000000;56432.000000;21009.000000;10747.000000;20959.000000;12191.000000;40718.000000;45870.000000;888.000000;9449.000000;18781.000000;5082.000000;8201.000000;23377.000000;85.000000;29554.000000;25867.000000;12010.000000;5369.000000;1937.000000;10973.000000;18095.000000;35455.000000;42496.000000;27820.000000;454.000000;44169.000000;8750.000000;38587.000000;7061.000000;1722.000000;1640.000000;89.000000;17.000000;41051.000000;2675.000000;17723.000000;65557.000000
27360.000000;105377.000000;2222.000000;743.000000;20394.000000;16331.000000;27.000000;12137.000000;8847.000000;79912.000000;1138.000000;3276.000000;35.000000;55922.000000;1558.000000;5264.000000;1109.000000;38094.000000;563.000000;6901.000000;26551.000000;3205.000000;3743.000000;9916.000000;24955.000000;3519.000000;11278.000000;19859.000000;5885.000000;0.000000;3341.000000;5002.000000;39017.000000;12669.000000;9652.000000;14961.000000;4751.000000;21247.000000;43148.000000;689.000000;13510.000000;16389.000000;3567.000000;11551.000000;12301.000000;158.000000;12948.000000;17401.000000;16082.000000;7353.000000;1922.000000;5015.000000;11545.000000;16328.000000;37302.000000;17192.000000;548.000000;25255.000000;20863.000000;18541.000000;10044.000000;3425.000000;2088.000000;126.000000;5.000000;27770.000000;1571.000000;12683.000000;58888.000000
25486.000000;78198.000000;1852.000000;437.000000;23044.000000;11834.000000;12.000000;7180.000000;7649.000000;57659.000000;487.000000;4491.000000;11.000000;41668.000000;1869.000000;4095.000000;543.000000;32088.000000;369.000000;6733.000000;23969.000000;1651.000000;1865.000000;12608.000000;24547.000000;1778.000000;9610.000000;17592.000000;4958.000000;0.000000;3559.000000;3615.000000;35376.000000;12123.000000;7913.000000;13253.000000;5980.000000;22346.000000;39439.000000;414.000000;8221.000000;13246.000000;2764.000000;6954.000000;12234.000000;86.000000;14803.000000;16096.000000;10589.000000;3797.000000;1709.000000;4749.000000;10827.000000;14064.000000;33332.000000;16046.000000;467.000000;23416.000000;9717.000000;16270.000000;5054.000000;1582.000000;1187.000000;98.000000;2.000000;23570.000000;2005.000000;10849.000000;47516.000000
20636.000000;59941.000000;1659.000000;456.000000;18930.000000;10047.000000;20.000000;5286.000000;7016.000000;45932.000000;498.000000;4765.000000;22.000000;34663.000000;1573.000000;3222.000000;495.000000;25383.000000;274.000000;5351.000000;23714.000000;1548.000000;1789.000000;12460.000000;23213.000000;1593.000000;8094.000000;14038.000000;4741.000000;0.000000;3248.000000;3341.000000;34148.000000;12681.000000;7530.000000;11447.000000;5961.000000;20777.000000;28815.000000;435.000000;7390.000000;13014.000000;2616.000000;4958.000000;13275.000000;80.000000;13502.000000;15094.000000;9414.000000;4148.000000;1187.000000;4210.000000;11335.000000;13184.000000;28080.000000;15356.000000;354.000000;20683.000000;8939.000000;12363.000000;5247.000000;1413.000000;772.000000;74.000000;2.000000;26754.000000;1277.000000;9564.000000;40870.000000
57227.000000;135924.000000;4719.000000;529.000000;43505.000000;27843.000000;24.000000;13262.000000;16443.000000;112764.000000;1383.000000;10927.000000;30.000000;77117.000000;2071.000000;7292.000000;1291.000000;60801.000000;607.000000;12254.000000;65437.000000;4155.000000;4537.000000;30974.000000;50496.000000;3765.000000;21296.000000;40092.000000;11777.000000;0.000000;6174.000000;7870.000000;82130.000000;31332.000000;16189.000000;29290.000000;17620.000000;43929.000000;82056.000000;512.000000;19494.000000;30170.000000;6670.000000;12453.000000;32622.000000;115.000000;34947.000000;34232.000000;24697.000000;9965.000000;1882.000000;10937.000000;27624.000000;34963.000000;70808.000000;38892.000000;426.000000;58682.000000;23136.000000;31453.000000;13846.000000;3384.000000;1779.000000;116.000000;10.000000;75262.000000;1984.000000;22347.000000;99372.000000
