406696.000000;1306135.000000;79541.000000;526484.000000;1643926.000000;11951.000000;626.000000;82658.000000;2697920.000000;1503129.000000;29543.000000;1054147.000000;343628.000000;2215755.000000;1586354.000000;1777729.000000;701508.000000;811458.000000;1947116.000000;286447.000000;783364.000000;180445.000000;159059.000000;383271.000000;29941.000000;523202.000000;1975992.000000
8258.000000;12012.000000;943.000000;1942.000000;650.000000;35.000000;2.000000;934.000000;972.000000;9373.000000;807.000000;9552.000000;4605.000000;6271.000000;9481.000000;3089.000000;19177.000000;1487.000000;6797.000000;450.000000;3812.000000;177.000000;381.000000;5054.000000;900.000000;1072.000000;7414.000000
31157.000000;293747.000000;12215.000000;89850.000000;144019.000000;1540.000000;149.000000;12762.000000;185717.000000;206292.000000;2762.000000;211575.000000;65307.000000;465085.000000;279094.000000;221429.000000;162105.000000;97224.000000;361675.000000;35964.000000;170680.000000;15448.000000;16492.000000;73689.000000;2783.000000;70724.000000;320188.000000
31395.000000;153045.000000;3903.000000;48250.000000;63226.000000;650.000000;42.000000;4200.000000;127839.000000;123197.000000;710.000000;92735.000000;30603.000000;238744.000000;146188.000000;123273.000000;99759.000000;57910.000000;221469.000000;21957.000000;84052.000000;5687.000000;10348.000000;35088.000000;682.000000;46811.000000;235522.000000
5360.000000;105997.000000;3425.000000;42823.000000;48333.000000;444.000000;24.000000;3589.000000;104636.000000;87926.000000;295.000000;73631.000000;22143.000000;161729.000000;126107.000000;99450.000000;76630.000000;47283.000000;148110.000000;17952.000000;49403.000000;4922.000000;6233.000000;25454.000000;302.000000;34808.000000;160769.000000
21086.000000;89471.000000;2763.000000;26709.000000;109301.000000;377.000000;89.000000;2874.000000;86741.000000;60330.000000;1088.000000;53077.000000;18176.000000;141137.000000;91496.000000;61090.000000;59738.000000;39373.000000;110601.000000;12619.000000;49993.000000;7298.000000;4701.000000;20562.000000;1116.000000;30663.000000;186280.000000
6735.000000;105377.000000;3974.000000;23031.000000;56710.000000;528.000000;40.000000;4084.000000;49697.000000;62323.000000;782.000000;27851.000000;25770.000000;186281.000000;66864.000000;32536.000000;41763.000000;24048.000000;68678.000000;6419.000000;73068.000000;11355.000000;4892.000000;29163.000000;836.000000;20399.000000;99765.000000
8619.000000;78198.000000;1901.000000;18680.000000;49056.000000;349.000000;15.000000;2096.000000;49716.000000;48072.000000;476.000000;32336.000000;14219.000000;142605.000000;64311.000000;30818.000000;34835.000000;21257.000000;59775.000000;5767.000000;49239.000000;6555.000000;4334.000000;15899.000000;497.000000;17737.000000;102189.000000
9087.000000;59941.000000;1854.000000;17753.000000;43512.000000;261.000000;28.000000;1858.000000;46255.000000;38947.000000;513.000000;32751.000000;13385.000000;115991.000000;55836.000000;30838.000000;30376.000000;19331.000000;49514.000000;4777.000000;46718.000000;4225.000000;3167.000000;15494.000000;527.000000;16126.000000;91832.000000
23421.000000;135924.000000;4482.000000;40353.000000;108265.000000;414.000000;44.000000;4764.000000;109754.000000;104753.000000;599.000000;74666.000000;35655.000000;272728.000000;130586.000000;74522.000000;87469.000000;47157.000000;122421.000000;12266.000000;123686.000000;10135.000000;4832.000000;40575.000000;618.000000;39881.000000;247942.000000
