757712.000000;1306135.000000;26120.000000;487663.000000;201363.000000;102779.000000;694061.000000;1039439.000000;470015.000000;1126891.000000;315919.000000;73139.000000;493050.000000;215434.000000;768962.000000;667991.000000;6158.000000;360152.000000;303355.000000;1058485.000000;93419.000000;55996.000000;155869.000000;5044.000000;305836.000000;216167.000000;289028.000000;487010.000000;609270.000000;94129.000000;881670.000000;218563.000000;408517.000000;42334.000000;438065.000000;162243.000000;623210.000000;28408.000000;929395.000000;73713.000000;118424.000000;275574.000000;489725.000000;527856.000000;66.000000;221539.000000;495284.000000;309054.000000;103167.000000;484740.000000;810.000000;152457.000000;204795.000000;677669.000000;30778.000000;26358.000000;1386602.000000;730622.000000;219796.000000
2581.000000;12012.000000;618.000000;2490.000000;1189.000000;252.000000;3871.000000;1706.000000;340.000000;3640.000000;6038.000000;118.000000;1656.000000;578.000000;5615.000000;3920.000000;20.000000;857.000000;1164.000000;267.000000;372.000000;41.000000;172.000000;17.000000;961.000000;4204.000000;7891.000000;912.000000;5292.000000;1213.000000;1373.000000;1335.000000;6757.000000;97.000000;2588.000000;4510.000000;1507.000000;401.000000;1665.000000;683.000000;224.000000;641.000000;122.000000;5780.000000;0.000000;3632.000000;377.000000;511.000000;2634.000000;2379.000000;3.000000;3477.000000;912.000000;1422.000000;390.000000;698.000000;263.000000;947.000000;312.000000
127519.000000;293747.000000;2513.000000;78621.000000;38438.000000;9649.000000;177027.000000;111392.000000;51297.000000;206373.000000;24730.000000;8858.000000;71910.000000;21524.000000;82148.000000;134291.000000;849.000000;31997.000000;51759.000000;61087.000000;17440.000000;3868.000000;16061.000000;663.000000;49717.000000;23589.000000;66941.000000;88196.000000;129620.000000;15776.000000;137771.000000;44024.000000;91877.000000;4914.000000;104296.000000;30928.000000;112080.000000;4395.000000;149753.000000;12216.000000;15410.000000;40285.000000;29559.000000;124255.000000;17.000000;45185.000000;45641.000000;31562.000000;18136.000000;76480.000000;177.000000;28899.000000;36797.000000;152362.000000;4798.000000;2565.000000;82876.000000;95121.000000;29693.000000
75048.000000;153045.000000;596.000000;56157.000000;20521.000000;5903.000000;116484.000000;70188.000000;25834.000000;105934.000000;10655.000000;5839.000000;41477.000000;13104.000000;52953.000000;68663.000000;356.000000;17137.000000;28901.000000;36335.000000;8112.000000;1011.000000;6662.000000;315.000000;36043.000000;26070.000000;48247.000000;39932.000000;86494.000000;5860.000000;82899.000000;20508.000000;42224.000000;3055.000000;46303.000000;15892.000000;77651.000000;1205.000000;81347.000000;4459.000000;8783.000000;21112.000000;10404.000000;67243.000000;1.000000;20286.000000;28723.000000;20100.000000;7271.000000;55174.000000;46.000000;14087.000000;17191.000000;65963.000000;1459.000000;582.000000;62952.000000;48917.000000;17572.000000
63464.000000;105997.000000;251.000000;36401.000000;19642.000000;3382.000000;73950.000000;48066.000000;21313.000000;73549.000000;6095.000000;4248.000000;33779.000000;9213.000000;40442.000000;63477.000000;217.000000;10444.000000;22131.000000;31969.000000;6588.000000;1191.000000;5075.000000;210.000000;26205.000000;3285.000000;37715.000000;18698.000000;58091.000000;4731.000000;54499.000000;13836.000000;34176.000000;1758.000000;37362.000000;10641.000000;52230.000000;1069.000000;61598.000000;3614.000000;6665.000000;17444.000000;9954.000000;51529.000000;2.000000;15816.000000;21116.000000;17070.000000;5696.000000;36434.000000;28.000000;10107.000000;10873.000000;43760.000000;1302.000000;255.000000;52947.000000;40625.000000;15553.000000
39479.000000;89471.000000;933.000000;45706.000000;11207.000000;3280.000000;45922.000000;36770.000000;22424.000000;60060.000000;13694.000000;3119.000000;23461.000000;7425.000000;25794.000000;37757.000000;217.000000;13558.000000;17670.000000;53031.000000;4597.000000;1603.000000;7562.000000;152.000000;22256.000000;12625.000000;28941.000000;37904.000000;47583.000000;3595.000000;74083.000000;12635.000000;27055.000000;1345.000000;23666.000000;7944.000000;55883.000000;859.000000;51659.000000;3036.000000;5795.000000;12016.000000;27775.000000;40124.000000;10.000000;11976.000000;21431.000000;13246.000000;3994.000000;45869.000000;99.000000;7343.000000;11438.000000;41652.000000;1028.000000;926.000000;34859.000000;23415.000000;9792.000000
35779.000000;105377.000000;709.000000;25334.000000;9393.000000;2497.000000;37049.000000;17049.000000;16021.000000;86050.000000;5341.000000;1528.000000;17914.000000;5701.000000;19788.000000;25559.000000;276.000000;7188.000000;17787.000000;22573.000000;5206.000000;2154.000000;13070.000000;245.000000;14354.000000;3354.000000;20294.000000;33973.000000;41418.000000;5949.000000;50343.000000;16921.000000;15315.000000;1478.000000;11271.000000;13799.000000;36900.000000;1153.000000;26448.000000;5592.000000;4019.000000;7998.000000;16433.000000;33072.000000;2.000000;9678.000000;14587.000000;6537.000000;4499.000000;24642.000000;50.000000;14293.000000;17291.000000;61973.000000;1251.000000;765.000000;20118.000000;12242.000000;5369.000000
30971.000000;78198.000000;433.000000;23453.000000;7694.000000;3335.000000;30567.000000;14523.000000;13563.000000;62602.000000;6718.000000;1181.000000;15329.000000;5130.000000;14363.000000;25445.000000;187.000000;7965.000000;13310.000000;23945.000000;3704.000000;1155.000000;7058.000000;146.000000;13604.000000;4519.000000;18028.000000;25865.000000;38867.000000;2930.000000;44508.000000;11371.000000;14913.000000;1357.000000;13902.000000;6586.000000;35293.000000;489.000000;27020.000000;2538.000000;3094.000000;7619.000000;13403.000000;29181.000000;2.000000;7593.000000;12864.000000;5998.000000;3009.000000;22491.000000;21.000000;6666.000000;10502.000000;46371.000000;610.000000;454.000000;20079.000000;12125.000000;4704.000000
26192.000000;59941.000000;461.000000;21714.000000;7510.000000;2287.000000;24161.000000;13764.000000;11747.000000;50222.000000;6692.000000;996.000000;13083.000000;4179.000000;11841.000000;24182.000000;121.000000;6553.000000;12986.000000;19907.000000;3425.000000;811.000000;4789.000000;124.000000;12296.000000;4790.000000;14496.000000;28507.000000;28416.000000;2720.000000;41716.000000;10065.000000;15741.000000;981.000000;14132.000000;6530.000000;33211.000000;490.000000;24728.000000;2430.000000;2936.000000;6105.000000;9342.000000;24053.000000;0.000000;7506.000000;11664.000000;5470.000000;2845.000000;20974.000000;41.000000;6686.000000;9541.000000;37666.000000;560.000000;474.000000;18922.000000;12925.000000;4250.000000
66168.000000;135924.000000;530.000000;61612.000000;16091.000000;2807.000000;57567.000000;36461.000000;27564.000000;122127.000000;19260.000000;2557.000000;33403.000000;7893.000000;32347.000000;51839.000000;223.000000;13690.000000;30491.000000;46753.000000;8095.000000;1879.000000;12201.000000;183.000000;30675.000000;10904.000000;40881.000000;79975.000000;81309.000000;7130.000000;101152.000000;26032.000000;39749.000000;1282.000000;33885.000000;16918.000000;81563.000000;1396.000000;57658.000000;5802.000000;7402.000000;14806.000000;23413.000000;65408.000000;8.000000;19279.000000;26658.000000;13836.000000;7387.000000;59814.000000;52.000000;15817.000000;24531.000000;83109.000000;1435.000000;554.000000;47070.000000;32055.000000;11302.000000
