293275.984885;601855.549951;684989.255678;749980.878101;608281.323237;392761.993280;613923.685614;324448.229527;499386.814686;670978.370094;127641.176727;604406.259700;270409.089637;177561.652487;424001.534919;545398.807905;504699.710826;343905.318429;292632.922405;474439.228144;418685.479030;568894.417452;497382.547177;380271.006949;292691.161405;519483.186133;441472.324705;599910.697533;315913.328213;427760.683709;422356.870995;414181.243170;338985.186982;366231.722146;403768.615818;397223.742353
4808.000000;2.367775;66.762678;18.315775;271.438573;2270.375726;14.153071;183.302188;120.198974;325.422402;317.684358;164.642583;5141.956989;9091.327844;802.730636;671.789150;155.265691;2957.609818;994.447481;1275.846197;192.153012;661.914122;1219.266334;4213.023979;6547.261450;689.485006;2419.061408;2091.770400;213.098790;2210.669957;1415.007930;3252.557869;1872.653947;3309.562390;283.711139;3049.164360
100669.000000;9008.120701;42993.484427;23622.125929;49169.556374;50362.435193;11537.589141;24912.755718;30274.447362;74156.193854;10715.940752;32926.953827;59621.464121;9467.264584;63684.434202;97140.068477;35346.908887;76293.326713;39785.862389;76120.082219;27984.108781;51712.931409;65413.757967;53909.152275;44994.158057;65389.319291;71615.282094;120449.409153;14762.942848;59992.341553;108371.800658;79857.378814;74996.871909;71401.244759;41028.103080;83040.182482
52192.000000;17863.624262;21221.532247;19805.085433;43594.002623;36584.196986;6364.566249;22896.215021;24706.961536;48146.135469;7042.774903;21401.447235;39314.256539;2539.362108;37311.603566;75321.274422;24291.796600;39471.702116;25307.866854;48254.018734;21399.746551;52201.240977;37393.376492;28562.968483;20976.391418;36725.327235;42763.367245;112571.466357;6108.648674;50375.488406;63577.338459;49216.355639;41292.722258;28809.413618;33688.462795;69805.262490
33324.000000;10621.857377;25842.562390;19365.948444;27515.612189;32148.125880;10319.615723;3378.644148;18811.901515;37002.363039;5571.641160;21604.114739;33339.069700;2908.641831;21074.054405;44377.605465;17551.390530;36336.757111;12330.041721;49000.640031;20151.431648;39078.948500;26454.851924;25647.830523;19749.932397;34407.420976;41063.159024;77399.242670;7914.377672;32828.847474;44856.382039;35018.088530;33515.112977;24234.841646;23796.172604;54355.771998
22213.000000;12184.167203;26076.999582;27306.882516;23188.901367;7299.766347;28221.849360;15652.908513;13423.778954;42696.341182;3760.034695;22440.673155;26080.464961;7174.228350;32112.019095;51367.085255;12206.626179;28441.807155;12002.076260;27304.586455;13833.130472;23172.172440;25553.061462;19416.941087;12320.593922;20577.524170;28249.417802;64332.927706;13066.209398;39047.178934;27207.617851;29331.577630;23594.777094;18061.419204;20789.638365;41501.615881
46393.000000;2484.059511;2331.421184;5617.130544;6313.186526;3004.124677;10364.026216;3721.001916;1596.197697;21451.574676;2579.738214;10343.240374;17768.222430;3162.098820;23743.099463;36059.479025;2548.094202;11763.878960;4753.224210;12394.893234;6503.318891;14141.572811;20868.859757;27335.892546;13081.458205;6169.303143;16917.545556;39310.200410;13370.077408;27298.059504;42408.124916;18581.069942;23524.717406;8330.482841;9621.222258;20612.402527
31464.000000;6396.739904;3750.742437;10184.915071;7008.438765;2514.630241;12190.710623;4328.604275;1857.999684;19880.748662;1589.083512;8695.590453;15702.397795;2197.148405;15328.681918;27096.320200;2198.134093;12270.880008;4420.724402;11921.800210;3867.113791;9584.793253;19176.331536;11046.294711;6064.385597;5524.750631;12197.374721;39500.250369;7828.071530;17531.983289;26259.982589;19383.184022;18819.894910;8200.236134;8424.110001;19074.952256
22072.000000;5181.887571;4137.877036;12170.128357;7159.175032;2605.752392;9430.977455;3466.948295;1876.138303;14549.556479;1460.687878;6778.122654;13416.754807;3141.436448;18194.532904;20841.785120;3173.524610;12040.313956;4594.002598;12644.385477;3738.105797;7264.760872;15608.672241;10341.740561;6629.559030;6840.070377;11559.578360;32037.800372;4523.033804;16377.189980;21526.923573;14151.789337;15923.692314;9989.195319;7942.716465;15407.184227
50964.000000;14445.743253;12263.495509;24537.781568;15766.670137;7084.882167;23741.228635;17540.873351;6899.196726;32983.208110;2859.278490;15698.917839;36754.784489;4854.628746;55046.589932;60014.551206;8216.982108;33283.655828;14301.437839;27246.896088;11205.805411;19513.321071;43455.046306;29506.109346;16603.204137;18116.766402;31173.950829;87320.820361;10878.516193;47581.336723;49992.802405;39046.945023;39602.199925;22916.448894;21156.225447;42027.699503
