472944.000000;1306135.000000;276777.000000;1199855.000000;224956.000000;1806116.000000;389.000000;352155.000000;868414.000000;308239.000000;5545.000000;1232043.000000;34788.000000;1497026.000000;1497718.000000;959406.000000;37995.000000;427532.000000;230365.000000;2357390.000000;159862.000000;544260.000000;958774.000000;75798.000000;59871.000000;148122.000000;1185239.000000;752779.000000;1638496.000000;239807.000000;1261220.000000;386133.000000;541876.000000
1123.000000;12012.000000;586.000000;571.000000;2747.000000;5097.000000;1.000000;892.000000;6249.000000;4448.000000;18.000000;9397.000000;84.000000;2633.000000;5452.000000;1693.000000;676.000000;12168.000000;617.000000;560.000000;255.000000;3685.000000;4072.000000;1001.000000;767.000000;136.000000;8135.000000;1493.000000;3545.000000;5555.000000;3605.000000;6816.000000;9558.000000
69537.000000;293747.000000;37391.000000;112802.000000;40979.000000;379102.000000;99.000000;49553.000000;198146.000000;59742.000000;822.000000;242117.000000;3831.000000;179494.000000;296695.000000;145388.000000;4153.000000;94570.000000;22796.000000;136937.000000;20015.000000;110153.000000;163518.000000;11435.000000;8965.000000;12343.000000;155901.000000;95026.000000;218769.000000;24923.000000;204342.000000;36816.000000;119565.000000
39131.000000;153045.000000;23746.000000;44368.000000;17275.000000;190331.000000;33.000000;26645.000000;88398.000000;26675.000000;298.000000;126008.000000;2143.000000;100215.000000;183489.000000;84488.000000;880.000000;47079.000000;14210.000000;98132.000000;12482.000000;57762.000000;111387.000000;3629.000000;2864.000000;4281.000000;93442.000000;55813.000000;130349.000000;26776.000000;138780.000000;15495.000000;87636.000000
34657.000000;105997.000000;18256.000000;32479.000000;13093.000000;130114.000000;13.000000;21534.000000;72484.000000;19831.000000;217.000000;107943.000000;1416.000000;81696.000000;125267.000000;56951.000000;351.000000;37435.000000;9422.000000;80968.000000;9812.000000;36861.000000;72550.000000;3123.000000;2467.000000;3936.000000;65982.000000;45389.000000;96313.000000;3532.000000;91933.000000;10224.000000;65532.000000
22480.000000;89471.000000;15465.000000;76843.000000;10414.000000;116731.000000;61.000000;15188.000000;48524.000000;15431.000000;205.000000;79371.000000;1057.000000;49019.000000;80896.000000;59433.000000;1383.000000;27521.000000;7714.000000;76604.000000;7028.000000;30994.000000;86536.000000;2545.000000;1918.000000;5704.000000;47142.000000;37810.000000;77405.000000;14358.000000;115996.000000;14893.000000;52609.000000
16588.000000;105377.000000;10259.000000;49340.000000;17159.000000;152751.000000;27.000000;10267.000000;24218.000000;23049.000000;275.000000;58651.000000;1213.000000;26208.000000;59635.000000;51904.000000;1180.000000;22424.000000;6397.000000;38525.000000;3388.000000;52857.000000;53776.000000;3628.000000;2654.000000;8807.000000;49762.000000;24650.000000;46850.000000;3850.000000;67284.000000;7036.000000;32980.000000
13442.000000;78198.000000;8403.000000;40019.000000;8750.000000;115864.000000;7.000000;10322.000000;28041.000000;12688.000000;171.000000;56062.000000;1173.000000;23851.000000;50640.000000;43936.000000;703.000000;16934.000000;5732.000000;41210.000000;2858.000000;31694.000000;49466.000000;1735.000000;1351.000000;5107.000000;36530.000000;21587.000000;43955.000000;4847.000000;65548.000000;8852.000000;29875.000000
13041.000000;59941.000000;7778.000000;33864.000000;8222.000000;94449.000000;12.000000;8163.000000;29208.000000;11794.000000;164.000000;48185.000000;822.000000;25114.000000;42444.000000;37152.000000;719.000000;17023.000000;4536.000000;37972.000000;2353.000000;29338.000000;46547.000000;1692.000000;1233.000000;3210.000000;29780.000000;19919.000000;36415.000000;5302.000000;61890.000000;8444.000000;24171.000000
30756.000000;135924.000000;19827.000000;86277.000000;21262.000000;222032.000000;32.000000;18086.000000;68389.000000;30941.000000;228.000000;113546.000000;1055.000000;60554.000000;103673.000000;89095.000000;868.000000;45165.000000;7970.000000;89641.000000;6184.000000;75965.000000;126345.000000;4092.000000;3078.000000;7839.000000;80223.000000;47805.000000;93657.000000;12394.000000;163226.000000;21751.000000;70032.000000
