199856.000000;1306135.000000;427861.000000;516386.000000;50354.000000;138488.000000;718197.000000;776551.000000;337810.000000;546527.000000;162650.000000;2216.000000;180761.000000;19314.000000;509614.000000;282245.000000;53.000000;20825.000000;49104.000000;334205.000000;421375.000000;356770.000000;76542.000000;833074.000000;841300.000000;20148.000000;268878.000000;188815.000000;294085.000000;23722.000000;49451.000000;113205.000000;684578.000000;10131.000000;329898.000000;170461.000000;532634.000000;171796.000000;11684.000000;40949.000000;676069.000000;29168.000000;192530.000000;309439.000000;155353.000000;187408.000000;248054.000000;123290.000000;121485.000000;103449.000000;303522.000000;454805.000000;197853.000000;283.000000;116406.000000;40415.000000;317041.000000;498520.000000;227776.000000;880343.000000;84966.000000;564910.000000;61109.000000;36757.000000;57478.000000;356356.000000;596149.000000;105508.000000;169059.000000;674410.000000;527824.000000;150266.000000;70017.000000;138718.000000;72081.000000;597725.000000;185204.000000;44284.000000;54885.000000;138813.000000;332.000000;30449.000000;200843.000000;265191.000000;232988.000000;198908.000000;1859.000000;116953.000000;112126.000000
3082.000000;12012.000000;957.000000;3972.000000;1018.000000;810.000000;1065.000000;143.000000;1751.000000;2196.000000;260.000000;7.000000;447.000000;291.000000;808.000000;1738.000000;0.000000;259.000000;853.000000;417.000000;1063.000000;1024.000000;2339.000000;3518.000000;142.000000;428.000000;850.000000;2865.000000;836.000000;291.000000;124.000000;2379.000000;1413.000000;32.000000;212.000000;5667.000000;3895.000000;519.000000;26.000000;139.000000;676.000000;58.000000;663.000000;3690.000000;208.000000;526.000000;4318.000000;5005.000000;530.000000;381.000000;383.000000;622.000000;1927.000000;3.000000;151.000000;18.000000;630.000000;846.000000;2971.000000;436.000000;146.000000;106.000000;1681.000000;123.000000;130.000000;4381.000000;637.000000;400.000000;256.000000;1393.000000;1460.000000;71.000000;176.000000;844.000000;2180.000000;4477.000000;1379.000000;61.000000;5278.000000;261.000000;0.000000;46.000000;1696.000000;1184.000000;185.000000;1975.000000;3.000000;483.000000;745.000000
104317.000000;293747.000000;97044.000000;108418.000000;9123.000000;26385.000000;115017.000000;33084.000000;60573.000000;102494.000000;15134.000000;317.000000;21685.000000;2121.000000;77587.000000;72961.000000;13.000000;3319.000000;8863.000000;50360.000000;75592.000000;42923.000000;15809.000000;148495.000000;40529.000000;2151.000000;48404.000000;43765.000000;44850.000000;3840.000000;5960.000000;21716.000000;85339.000000;1297.000000;37537.000000;35913.000000;108051.000000;24772.000000;1271.000000;6964.000000;65894.000000;3321.000000;29807.000000;76235.000000;14470.000000;27671.000000;18568.000000;27241.000000;20795.000000;17316.000000;31947.000000;68823.000000;33397.000000;66.000000;14924.000000;2671.000000;27721.000000;73996.000000;48778.000000;85729.000000;10942.000000;28049.000000;11131.000000;5003.000000;6000.000000;81180.000000;89064.000000;17067.000000;21356.000000;99703.000000;120426.000000;10563.000000;5356.000000;26900.000000;12550.000000;60822.000000;39220.000000;5358.000000;3279.000000;23363.000000;77.000000;3325.000000;42590.000000;48390.000000;22090.000000;34365.000000;285.000000;11141.000000;22967.000000
75254.000000;153045.000000;42033.000000;62449.000000;3213.000000;13526.000000;56314.000000;29382.000000;37741.000000;55840.000000;9856.000000;131.000000;25064.000000;449.000000;49748.000000;31771.000000;1.000000;884.000000;3093.000000;21370.000000;44720.000000;25318.000000;7018.000000;81861.000000;31281.000000;473.000000;38599.000000;31533.000000;39721.000000;1142.000000;4041.000000;8990.000000;55599.000000;573.000000;15223.000000;18338.000000;73104.000000;13383.000000;621.000000;3010.000000;38054.000000;1031.000000;16624.000000;43364.000000;8225.000000;14577.000000;6499.000000;19990.000000;9024.000000;8946.000000;18448.000000;33294.000000;24660.000000;30.000000;9157.000000;689.000000;15077.000000;47037.000000;19890.000000;55001.000000;7330.000000;11992.000000;5318.000000;2214.000000;3340.000000;39096.000000;44106.000000;7384.000000;13239.000000;52867.000000;60172.000000;3897.000000;4536.000000;13550.000000;4873.000000;38524.000000;18233.000000;3817.000000;1381.000000;12782.000000;11.000000;1046.000000;19689.000000;25293.000000;13726.000000;25264.000000;109.000000;7065.000000;11102.000000
40995.000000;105997.000000;26269.000000;51922.000000;2624.000000;8248.000000;39977.000000;22512.000000;25685.000000;52319.000000;8744.000000;109.000000;2952.000000;188.000000;32449.000000;25454.000000;2.000000;772.000000;2544.000000;9645.000000;30850.000000;19263.000000;5275.000000;53860.000000;25540.000000;195.000000;25111.000000;24950.000000;26558.000000;1023.000000;2064.000000;6652.000000;39705.000000;359.000000;11497.000000;12930.000000;48937.000000;10316.000000;454.000000;2537.000000;26342.000000;1016.000000;15190.000000;30728.000000;6546.000000;11900.000000;4139.000000;16014.000000;5869.000000;6927.000000;15301.000000;28213.000000;15716.000000;12.000000;7950.000000;778.000000;8946.000000;29529.000000;15613.000000;47722.000000;5226.000000;13099.000000;3585.000000;1842.000000;2233.000000;33282.000000;35719.000000;4840.000000;10718.000000;42601.000000;40081.000000;3285.000000;1328.000000;12800.000000;3854.000000;30828.000000;14671.000000;2632.000000;598.000000;12217.000000;10.000000;1073.000000;16077.000000;22996.000000;9926.000000;16459.000000;63.000000;4826.000000;8975.000000
24175.000000;89471.000000;26936.000000;32781.000000;1738.000000;7228.000000;48789.000000;22408.000000;31637.000000;27997.000000;6608.000000;74.000000;10657.000000;561.000000;46470.000000;15217.000000;10.000000;638.000000;1921.000000;25974.000000;20662.000000;15090.000000;3528.000000;37330.000000;29592.000000;596.000000;25062.000000;19818.000000;26594.000000;808.000000;1517.000000;4871.000000;28918.000000;368.000000;21503.000000;9744.000000;40873.000000;9387.000000;354.000000;1813.000000;19232.000000;1077.000000;10498.000000;25336.000000;4963.000000;8520.000000;11112.000000;11699.000000;6255.000000;6064.000000;12252.000000;16293.000000;17240.000000;42.000000;5108.000000;1137.000000;11895.000000;44696.000000;12061.000000;25158.000000;4162.000000;32301.000000;2857.000000;1616.000000;2402.000000;25682.000000;30022.000000;5283.000000;7249.000000;41054.000000;37351.000000;6904.000000;1663.000000;7495.000000;2718.000000;18244.000000;11023.000000;1840.000000;3355.000000;7001.000000;43.000000;1087.000000;11966.000000;15049.000000;11736.000000;17652.000000;57.000000;4560.000000;6021.000000
23792.000000;105377.000000;40397.000000;32217.000000;2982.000000;18233.000000;45630.000000;10230.000000;18864.000000;18106.000000;2867.000000;118.000000;2566.000000;583.000000;26249.000000;7354.000000;1.000000;847.000000;3208.000000;19390.000000;25997.000000;9060.000000;6796.000000;53919.000000;13626.000000;624.000000;13093.000000;12805.000000;13436.000000;930.000000;1624.000000;4524.000000;17864.000000;373.000000;14809.000000;8782.000000;36504.000000;9064.000000;447.000000;1853.000000;8739.000000;1721.000000;7846.000000;20101.000000;3601.000000;5560.000000;4093.000000;8641.000000;10496.000000;7147.000000;7275.000000;7838.000000;11661.000000;16.000000;2444.000000;1447.000000;5833.000000;25913.000000;6800.000000;17229.000000;2645.000000;13357.000000;6798.000000;1416.000000;1428.000000;13716.000000;20335.000000;9291.000000;3963.000000;14582.000000;51534.000000;9162.000000;1393.000000;7211.000000;3250.000000;11906.000000;11200.000000;843.000000;1163.000000;4708.000000;25.000000;1908.000000;10777.000000;12548.000000;6669.000000;11820.000000;91.000000;2851.000000;6837.000000
19709.000000;78198.000000;29555.000000;28239.000000;1434.000000;8699.000000;35312.000000;11557.000000;18696.000000;17544.000000;2831.000000;59.000000;3865.000000;355.000000;25514.000000;9383.000000;2.000000;371.000000;1477.000000;14621.000000;20378.000000;7782.000000;3038.000000;39522.000000;16313.000000;378.000000;13591.000000;12267.000000;14734.000000;452.000000;1509.000000;3514.000000;16628.000000;252.000000;11830.000000;5380.000000;34293.000000;6641.000000;321.000000;1274.000000;7132.000000;874.000000;6778.000000;18933.000000;2927.000000;5737.000000;5248.000000;7496.000000;6059.000000;4784.000000;6507.000000;8506.000000;8010.000000;5.000000;2087.000000;753.000000;6589.000000;24515.000000;7193.000000;14796.000000;2117.000000;12609.000000;2756.000000;991.000000;1803.000000;14304.000000;21125.000000;5031.000000;3650.000000;12965.000000;37983.000000;5922.000000;1622.000000;5598.000000;2035.000000;8351.000000;8868.000000;618.000000;873.000000;3951.000000;9.000000;943.000000;9211.000000;11312.000000;5916.000000;8361.000000;65.000000;3123.000000;4992.000000
14402.000000;59941.000000;24797.000000;24214.000000;1345.000000;8189.000000;28586.000000;11380.000000;14707.000000;17985.000000;2509.000000;62.000000;3815.000000;333.000000;26106.000000;9150.000000;0.000000;353.000000;1459.000000;17243.000000;15433.000000;6651.000000;3232.000000;32342.000000;13456.000000;355.000000;13826.000000;9671.000000;13865.000000;424.000000;1038.000000;3568.000000;13200.000000;172.000000;9808.000000;5411.000000;25383.000000;6243.000000;251.000000;1213.000000;7396.000000;724.000000;5744.000000;14756.000000;2240.000000;4587.000000;5179.000000;6255.000000;5192.000000;4134.000000;6005.000000;9267.000000;8150.000000;15.000000;1877.000000;531.000000;5603.000000;25243.000000;8263.000000;14397.000000;1961.000000;9670.000000;2713.000000;948.000000;1153.000000;13983.000000;19236.000000;4411.000000;3049.000000;11583.000000;31342.000000;3284.000000;1360.000000;5566.000000;1994.000000;7158.000000;7821.000000;555.000000;1376.000000;3885.000000;13.000000;772.000000;7921.000000;9937.000000;5436.000000;8509.000000;56.000000;2822.000000;4707.000000
33622.000000;135924.000000;55626.000000;55128.000000;3523.000000;20559.000000;68696.000000;26243.000000;43174.000000;38376.000000;6304.000000;91.000000;9869.000000;421.000000;64044.000000;23032.000000;5.000000;1039.000000;3521.000000;51397.000000;38563.000000;17720.000000;7466.000000;82356.000000;31571.000000;433.000000;34305.000000;25655.000000;35027.000000;1069.000000;1520.000000;8693.000000;39334.000000;342.000000;23631.000000;16106.000000;73983.000000;14198.000000;318.000000;2849.000000;18376.000000;1715.000000;14449.000000;42561.000000;4926.000000;9576.000000;16294.000000;17365.000000;13719.000000;11173.000000;14313.000000;23651.000000;24687.000000;21.000000;5388.000000;1215.000000;11685.000000;63042.000000;17917.000000;34554.000000;4812.000000;24815.000000;6492.000000;2500.000000;1716.000000;34805.000000;40039.000000;11555.000000;8915.000000;30051.000000;71322.000000;7598.000000;1672.000000;11567.000000;5175.000000;20317.000000;19207.000000;1526.000000;1355.000000;9230.000000;19.000000;1786.000000;20007.000000;24979.000000;12615.000000;25101.000000;92.000000;5237.000000;11047.000000
