584582.000000;1306135.000000;71179.000000;389758.000000;123083.000000;176595.000000;181434.000000;11461.000000;119244.000000;220669.000000;141888.000000;1113468.000000;133.000000;430501.000000;14028.000000;313010.000000;524174.000000;296757.000000;50484.000000;598815.000000;233928.000000;232008.000000;314556.000000;690247.000000;360194.000000;167034.000000;869935.000000;79979.000000;58174.000000;120491.000000;958446.000000;239580.000000;186268.000000;659449.000000;1000762.000000;345848.000000;68246.000000;457775.000000;311301.000000;740729.000000;39803.000000;721621.000000;602341.000000;1589.000000;27815.000000;1061.000000;362740.000000;441435.000000;72807.000000;20474.000000;905585.000000;428122.000000;310963.000000;28730.000000;101702.000000;757209.000000;241493.000000;75709.000000;19986.000000;171878.000000;962539.000000;249378.000000;476941.000000;585843.000000;169620.000000;356500.000000;151793.000000
711.000000;12012.000000;1810.000000;3508.000000;3257.000000;1960.000000;462.000000;37.000000;722.000000;3288.000000;3862.000000;330.000000;0.000000;5670.000000;32.000000;1253.000000;2077.000000;411.000000;38.000000;5319.000000;580.000000;2205.000000;1924.000000;5053.000000;2018.000000;393.000000;1711.000000;1076.000000;5694.000000;152.000000;1263.000000;6696.000000;516.000000;169.000000;3770.000000;829.000000;266.000000;534.000000;1240.000000;2587.000000;68.000000;755.000000;1170.000000;3.000000;347.000000;3.000000;509.000000;2227.000000;188.000000;429.000000;1896.000000;813.000000;4757.000000;339.000000;224.000000;245.000000;611.000000;175.000000;334.000000;119.000000;209.000000;411.000000;1511.000000;3274.000000;2752.000000;6153.000000;690.000000
79485.000000;293747.000000;12452.000000;137484.000000;25515.000000;29897.000000;21950.000000;1481.000000;21093.000000;42782.000000;29680.000000;87012.000000;42.000000;99738.000000;1526.000000;52721.000000;92204.000000;35975.000000;3602.000000;128985.000000;34225.000000;48416.000000;53424.000000;71801.000000;87201.000000;29989.000000;162022.000000;13347.000000;3628.000000;15169.000000;98543.000000;54492.000000;29887.000000;42113.000000;182039.000000;31000.000000;12377.000000;65414.000000;51539.000000;125042.000000;4531.000000;114945.000000;115428.000000;268.000000;4348.000000;194.000000;38050.000000;114692.000000;8429.000000;2210.000000;135659.000000;65433.000000;21629.000000;4553.000000;14269.000000;44205.000000;25210.000000;6981.000000;2132.000000;14395.000000;51629.000000;25858.000000;67382.000000;121261.000000;32854.000000;77511.000000;26577.000000
39918.000000;153045.000000;4412.000000;94086.000000;11756.000000;16789.000000;25373.000000;675.000000;9344.000000;31262.000000;13772.000000;58886.000000;5.000000;53267.000000;755.000000;31583.000000;62187.000000;22860.000000;967.000000;82527.000000;18342.000000;22391.000000;37396.000000;47166.000000;38650.000000;16208.000000;89013.000000;4854.000000;1457.000000;9841.000000;61141.000000;38516.000000;14438.000000;16385.000000;98057.000000;16580.000000;5592.000000;30591.000000;46149.000000;73447.000000;1467.000000;55462.000000;66067.000000;88.000000;1306.000000;67.000000;22478.000000;53836.000000;5736.000000;492.000000;74109.000000;39208.000000;10595.000000;1279.000000;7925.000000;32171.000000;14262.000000;3851.000000;476.000000;5443.000000;35238.000000;16343.000000;38834.000000;61427.000000;14393.000000;33339.000000;11710.000000
33190.000000;105997.000000;3616.000000;55719.000000;9064.000000;11253.000000;2995.000000;428.000000;6391.000000;21049.000000;10895.000000;51622.000000;3.000000;43005.000000;534.000000;26422.000000;43287.000000;16870.000000;1097.000000;53616.000000;14601.000000;17837.000000;23735.000000;37250.000000;31071.000000;15836.000000;58446.000000;3897.000000;657.000000;7906.000000;42103.000000;30569.000000;10178.000000;15768.000000;65611.000000;10068.000000;4639.000000;14674.000000;32572.000000;62493.000000;1459.000000;42289.000000;43565.000000;85.000000;1175.000000;30.000000;18642.000000;36272.000000;2967.000000;198.000000;56137.000000;22611.000000;5781.000000;1119.000000;6137.000000;24555.000000;11256.000000;2505.000000;194.000000;4116.000000;30073.000000;13870.000000;32576.000000;57667.000000;10963.000000;26545.000000;8027.000000
18977.000000;89471.000000;2553.000000;34396.000000;6162.000000;8883.000000;10858.000000;408.000000;6111.000000;19696.000000;6929.000000;28748.000000;20.000000;34457.000000;428.000000;18177.000000;51962.000000;15895.000000;1469.000000;43726.000000;10185.000000;13437.000000;27570.000000;22911.000000;18768.000000;8780.000000;68105.000000;2978.000000;3538.000000;5147.000000;30568.000000;23126.000000;11344.000000;39526.000000;47665.000000;13110.000000;3266.000000;36863.000000;30299.000000;39030.000000;1475.000000;37367.000000;48414.000000;83.000000;928.000000;66.000000;15183.000000;29188.000000;2251.000000;610.000000;51321.000000;37192.000000;12383.000000;924.000000;5088.000000;28386.000000;9133.000000;2763.000000;582.000000;8150.000000;38623.000000;10371.000000;22105.000000;33392.000000;8196.000000;21302.000000;7731.000000
9606.000000;105377.000000;3999.000000;29770.000000;9801.000000;17914.000000;2605.000000;417.000000;10822.000000;13341.000000;8971.000000;18370.000000;9.000000;22420.000000;541.000000;14209.000000;28790.000000;10662.000000;1986.000000;44699.000000;6883.000000;11658.000000;17829.000000;14837.000000;9181.000000;6158.000000;66240.000000;4844.000000;1258.000000;2347.000000;14717.000000;16876.000000;13864.000000;20054.000000;71587.000000;6823.000000;3533.000000;24012.000000;13857.000000;34931.000000;2715.000000;35836.000000;41988.000000;88.000000;1104.000000;63.000000;8583.000000;41334.000000;2285.000000;631.000000;21820.000000;22976.000000;5208.000000;1273.000000;3581.000000;14315.000000;6813.000000;1913.000000;591.000000;12051.000000;17851.000000;5233.000000;16465.000000;21182.000000;6945.000000;11123.000000;13204.000000
9809.000000;78198.000000;2015.000000;24610.000000;5132.000000;8733.000000;3911.000000;289.000000;5707.000000;9812.000000;5948.000000;16676.000000;3.000000;21017.000000;399.000000;12213.000000;29847.000000;9047.000000;1053.000000;39413.000000;6779.000000;9514.000000;14448.000000;10716.000000;11447.000000;5151.000000;52427.000000;2387.000000;919.000000;1928.000000;12744.000000;14963.000000;8934.000000;17338.000000;51845.000000;7574.000000;2504.000000;19621.000000;15735.000000;30540.000000;1329.000000;31793.000000;34739.000000;40.000000;544.000000;32.000000;7771.000000;32691.000000;2203.000000;389.000000;20338.000000;20143.000000;6655.000000;543.000000;2757.000000;14813.000000;5861.000000;2389.000000;357.000000;7173.000000;20369.000000;4773.000000;14369.000000;21330.000000;5499.000000;11827.000000;7478.000000
10571.000000;59941.000000;1905.000000;18827.000000;5362.000000;7698.000000;3872.000000;208.000000;5076.000000;8990.000000;5967.000000;16390.000000;3.000000;17091.000000;308.000000;11686.000000;24689.000000;8068.000000;736.000000;29052.000000;5403.000000;8454.000000;14328.000000;9133.000000;11322.000000;5029.000000;44057.000000;2199.000000;1483.000000;1727.000000;12312.000000;12010.000000;8021.000000;12804.000000;41980.000000;6276.000000;2311.000000;23002.000000;14236.000000;25863.000000;1126.000000;26775.000000;32182.000000;54.000000;495.000000;42.000000;7145.000000;28623.000000;1443.000000;356.000000;17866.000000;21535.000000;6459.000000;547.000000;2648.000000;13935.000000;4927.000000;1551.000000;348.000000;4550.000000;16896.000000;4229.000000;12468.000000;20841.000000;5428.000000;13546.000000;6492.000000
26918.000000;135924.000000;4674.000000;44574.000000;11992.000000;21345.000000;10365.000000;400.000000;13572.000000;27721.000000;13274.000000;40190.000000;10.000000;47286.000000;403.000000;27953.000000;66414.000000;19617.000000;1741.000000;82414.000000;12028.000000;22121.000000;40141.000000;25592.000000;27722.000000;11737.000000;106383.000000;5756.000000;1468.000000;4864.000000;31608.000000;34134.000000;19195.000000;32717.000000;103972.000000;13166.000000;5590.000000;64750.000000;36483.000000;64621.000000;2507.000000;58231.000000;75497.000000;65.000000;1282.000000;57.000000;17171.000000;65932.000000;2190.000000;441.000000;45760.000000;57117.000000;18528.000000;1554.000000;6700.000000;31928.000000;9993.000000;1953.000000;427.000000;11181.000000;38730.000000;11024.000000;31997.000000;44621.000000;13496.000000;31731.000000;16964.000000
