0;0;0;5156;21617813;0;0;0;161;0;1861;0;38;1;8594;1202;1305816;60832;46240;311
0;0;0;3;103525;0;0;0;0;0;1;0;0;0;3;2;12008;7;94;4
0;0;0;205;3247028;0;0;0;2;0;88;0;1;0;440;88;293732;3175;4900;13
0;0;0;60;1849907;0;0;0;0;0;49;0;0;0;132;52;153045;1371;2669;0
0;0;0;132;1348334;0;0;0;0;0;54;0;0;0;244;54;105984;1117;1846;13
0;0;0;134;1196369;0;0;0;0;0;26;0;0;0;220;44;89427;947;1538;44
0;0;0;70;925403;0;0;0;0;0;42;0;0;0;159;16;105358;425;1477;19
0;0;0;44;779618;0;0;0;0;0;17;0;0;0;102;22;78198;516;1034;0
0;0;0;55;689552;0;0;0;2;0;20;0;0;0;119;6;59937;385;819;2
0;0;0;70;1718123;0;0;0;0;0;34;0;0;0;223;30;135920;2126;1382;4
