758096.000000;1306135.000000;1232197.000000;1282297.000000;37659.000000;42457.000000;136935.000000;704080.000000;974604.000000;26651.000000;228384.000000;997431.000000;129186.000000;1384886.000000;1802697.000000;6622.000000;307895.000000;153453.000000;522.000000;229002.000000;803426.000000;7810.000000;410476.000000;849364.000000;99731.000000;257637.000000;695464.000000;27008.000000;553157.000000;1372791.000000;123470.000000;379451.000000;1510857.000000;378763.000000;365697.000000;529285.000000;280814.000000;1209819.000000;729684.000000;362220.000000;359912.000000
3129.000000;12012.000000;5167.000000;1808.000000;450.000000;521.000000;2099.000000;3070.000000;6720.000000;716.000000;4862.000000;5445.000000;207.000000;3010.000000;418.000000;22.000000;2022.000000;1837.000000;2.000000;4728.000000;1030.000000;23.000000;7324.000000;6402.000000;73.000000;593.000000;5353.000000;670.000000;531.000000;1829.000000;280.000000;1803.000000;3932.000000;6583.000000;9864.000000;2458.000000;639.000000;301.000000;1457.000000;629.000000;5628.000000
116991.000000;293747.000000;259799.000000;222072.000000;5835.000000;6563.000000;24118.000000;149072.000000;112218.000000;2601.000000;24202.000000;173375.000000;16746.000000;200140.000000;114951.000000;915.000000;57900.000000;26689.000000;129.000000;41252.000000;108937.000000;989.000000;89162.000000;183704.000000;7710.000000;33527.000000;165609.000000;2570.000000;62101.000000;149164.000000;12837.000000;69123.000000;279386.000000;35495.000000;85865.000000;88653.000000;38383.000000;71820.000000;93622.000000;45520.000000;76180.000000
83877.000000;153045.000000;161021.000000;124125.000000;1649.000000;2075.000000;9395.000000;69230.000000;72033.000000;594.000000;26596.000000;89112.000000;10457.000000;113664.000000;84584.000000;375.000000;29128.000000;10461.000000;39.000000;20916.000000;62718.000000;435.000000;41012.000000;123989.000000;2425.000000;18683.000000;84534.000000;620.000000;23404.000000;86611.000000;8272.000000;37893.000000;142234.000000;14647.000000;61494.000000;56670.000000;24517.000000;38361.000000;54136.000000;26856.000000;35398.000000
54983.000000;105997.000000;106884.000000;77635.000000;1463.000000;1822.000000;7658.000000;57051.000000;53904.000000;261.000000;3422.000000;81451.000000;8242.000000;87855.000000;69991.000000;227.000000;18771.000000;8232.000000;19.000000;14581.000000;41528.000000;303.000000;32345.000000;84088.000000;2491.000000;14118.000000;63885.000000;264.000000;14907.000000;65133.000000;4938.000000;32894.000000;100003.000000;9661.000000;47328.000000;34483.000000;18937.000000;34800.000000;43804.000000;23181.000000;28238.000000
72690.000000;89471.000000;75201.000000;109433.000000;1211.000000;1396.000000;5644.000000;36412.000000;35594.000000;929.000000;13995.000000;55673.000000;5788.000000;68691.000000;48373.000000;243.000000;18598.000000;6527.000000;72.000000;10638.000000;49043.000000;253.000000;24888.000000;67766.000000;3489.000000;10536.000000;49008.000000;961.000000;32195.000000;42629.000000;3649.000000;20980.000000;81520.000000;14541.000000;36394.000000;44061.000000;15462.000000;61340.000000;35699.000000;16130.000000;21626.000000
37981.000000;105377.000000;49407.000000;77326.000000;1719.000000;1856.000000;8929.000000;17053.000000;30509.000000;767.000000;3598.000000;36369.000000;2764.000000;48835.000000;27907.000000;289.000000;25485.000000;11087.000000;37.000000;21590.000000;38912.000000;352.000000;17061.000000;62891.000000;5002.000000;6783.000000;49614.000000;731.000000;35372.000000;21884.000000;3768.000000;19457.000000;109816.000000;6850.000000;25062.000000;32306.000000;10362.000000;28576.000000;23931.000000;9769.000000;15585.000000
36587.000000;78198.000000;42160.000000;67468.000000;740.000000;936.000000;4654.000000;20671.000000;22299.000000;459.000000;4688.000000;36100.000000;2228.000000;45529.000000;28123.000000;200.000000;15492.000000;5387.000000;14.000000;10049.000000;33187.000000;208.000000;14637.000000;57734.000000;2935.000000;7408.000000;42567.000000;438.000000;23134.000000;19429.000000;3390.000000;15172.000000;82244.000000;8748.000000;22138.000000;25301.000000;8406.000000;28150.000000;21005.000000;8391.000000;12947.000000
33539.000000;59941.000000;34476.000000;67339.000000;785.000000;860.000000;4364.000000;21085.000000;18268.000000;474.000000;5081.000000;32834.000000;1905.000000;37948.000000;26946.000000;137.000000;14113.000000;5010.000000;20.000000;9791.000000;28671.000000;182.000000;14962.000000;43382.000000;1868.000000;5697.000000;36132.000000;468.000000;19074.000000;19612.000000;2436.000000;14748.000000;66994.000000;8248.000000;17898.000000;25698.000000;7728.000000;22565.000000;18993.000000;7707.000000;12918.000000
94407.000000;135924.000000;83901.000000;163473.000000;2021.000000;2153.000000;10672.000000;50359.000000;48982.000000;556.000000;12238.000000;72779.000000;5029.000000;92896.000000;64565.000000;244.000000;38281.000000;13290.000000;36.000000;23627.000000;68375.000000;264.000000;38470.000000;118954.000000;4482.000000;11058.000000;90634.000000;547.000000;50186.000000;48749.000000;3679.000000;33407.000000;158255.000000;21279.000000;51077.000000;70258.000000;19466.000000;54769.000000;45871.000000;19382.000000;33317.000000
