293272.001710;560766.499072;460640.356418;593060.350766;293599.078296;272506.402481;486878.864679;179706.350489;318602.398868;466941.059346;36041.643837;369669.693679;221824.600085;129390.683066;354754.397266;472909.230487;380436.840145;237636.896012;222566.157567;326793.935796;194529.135909;407142.340927;388049.660518;201470.312761;193682.547942;313592.978941;289374.980083;341599.408292;189520.554980;360813.099828;424809.030832;389593.059385;234321.630450;207922.067413;346242.827992;395562.008248;286120.603574;345302.157500;200660.644669;300431.776967;216745.459819;260448.413380;198170.164901;213106.240953;223795.484894;214619.367699;181038.840597;206618.862118;250108.831708;281396.874672;285339.023030;291222.483157;270841.771429;227999.914368
4808.000000;0.918685;42.441315;19.741073;71.429348;1882.105412;1.166187;0.309382;69.837146;173.817226;155.112655;61.509260;4153.036941;7360.601890;61.403022;193.908550;123.524324;1233.545981;955.504834;1435.775902;80.139918;361.427602;691.820942;4956.255892;4339.430124;102.500318;109.990740;703.628910;951.716518;910.909090;1035.740965;2168.934879;870.432719;738.457805;176.170659;1393.954222;2079.893672;65.366064;31.487705;1995.344221;402.984563;1601.949694;872.114309;245.481705;169.951230;1810.721893;2633.281737;1370.372135;380.657443;2571.822501;730.049672;323.907118;293.068061;3320.345841
100668.000000;6713.911938;28905.554565;24529.848899;22295.576730;41660.694457;4656.654758;19448.258600;19872.156134;44817.520530;3144.725677;16288.953067;47982.380959;5334.689201;20070.438325;50548.964044;26863.821780;57612.859371;29360.302882;55149.815218;9890.017603;31450.296519;30132.211937;30161.857469;26190.930938;25611.445232;22965.139043;66515.263079;20271.046300;53845.885170;82078.156535;71300.662601;80082.046998;17212.822752;28819.692255;77649.760666;59644.727892;19549.887746;4243.983360;38401.379447;37659.909325;39533.295430;26911.886270;28678.818500;24448.199147;59496.076756;41656.689921;43752.386249;20665.069124;60832.641258;53419.920775;31120.485890;22607.335400;40001.945276
52192.000000;15941.070888;13419.947737;19607.560883;14644.089458;30469.502996;3407.297321;22283.178576;13770.909976;39047.187374;1662.109871;10413.318742;33582.329662;834.388885;13790.602445;29903.794740;19412.707997;29871.712315;19488.224589;41429.308497;6718.130945;36704.061442;17641.442263;13329.860704;11949.455075;16660.848399;19781.410648;63877.993542;9468.045004;31897.933854;50620.300988;45113.604318;43477.570416;2117.808627;24128.874832;78613.352912;49338.207046;13549.896748;1238.648498;33202.172151;18435.403216;22371.334338;14429.254467;26980.271598;20751.791143;34186.812067;21876.345212;20819.760261;10872.750121;34888.410313;32424.946235;19550.669087;12370.595755;24538.794825
33324.000000;8900.561653;17272.270423;17979.262277;11959.681392;26950.840514;6796.013681;2600.966441;11998.112827;26839.246605;1332.816929;11653.096271;28163.983633;1494.956807;9772.967453;22633.240461;12642.106070;30177.636812;9710.750763;36391.430930;5815.290669;22619.866484;15449.042462;12539.271577;10012.033183;14164.790064;18165.307070;41281.124809;8831.870106;18236.742050;34155.161826;27702.697527;23997.273704;1745.141194;18955.025077;54287.240386;39373.036303;12930.422724;2390.908010;22359.137689;14515.353683;22846.597932;13907.941785;17675.836900;15999.947661;26803.299008;18716.296516;17768.569461;10092.737117;30053.721059;29207.856302;18878.465604;10814.539921;22010.512195
22213.000000;10487.499030;18520.022262;21544.463673;9295.905657;4106.731048;17236.194750;14184.371075;8822.398578;23989.277015;1214.056912;14082.337184;22111.114329;5825.475603;19729.709950;34431.383280;8768.392362;18066.833261;8672.704624;21020.875612;4843.031429;15647.711420;13177.923889;7355.638918;7318.815083;9115.853965;10795.429735;38142.563994;8471.660607;29451.315546;25417.189125;24626.037820;23938.216813;3490.015796;16003.252360;45927.584532;29162.265514;13303.189742;8324.353153;25338.761567;10362.433573;15575.387933;9856.731101;15830.104147;9394.894710;20678.099315;15936.889166;13110.186993;6334.234639;24655.991693;16316.391977;11183.815421;12371.623751;15429.658368
46393.000000;2217.244834;1479.999239;4170.897130;842.151409;1224.543159;4845.129568;2128.430126;721.321330;8974.479356;968.555136;6731.900563;14824.466929;1992.352076;9255.781987;16839.793239;1461.525810;6659.936794;4050.851106;13876.593724;1829.334261;6805.730638;7991.026728;10360.298261;6555.590617;1973.007302;3918.692595;25321.308805;17088.617742;21637.204832;33151.698368;19123.946702;29318.398084;2183.679230;10301.657484;24447.687893;15357.991323;3132.407695;6618.108748;18074.219141;2433.807339;10488.868592;11224.407325;6956.427759;3404.631924;18131.403826;6712.632937;4910.567297;3674.381208;12455.157276;13425.513026;6236.951014;11088.816484;10472.874029
31464.000000;5824.547418;2519.156379;7560.024561;1809.323594;1320.932531;8125.945699;1535.940841;1007.885992;9340.256920;512.356555;6740.304594;13074.717603;1065.730987;6092.427203;15300.835404;1455.093105;7796.691760;3658.160195;11166.594999;1485.669340;4883.357486;7521.843364;4091.025691;4481.123473;1470.527273;3009.864124;22233.861435;6622.292488;13455.175477;23270.559807;18501.538105;19637.407538;3642.756281;5787.100883;25156.683261;14112.323753;3125.907670;5871.225250;10501.621781;2297.547736;6631.593104;6444.320639;7597.027908;2853.682736;15980.764199;6715.878156;5471.485404;2998.785288;13900.289844;10596.852464;4426.349181;6248.754087;5085.878432
22072.000000;4635.019657;2714.047826;9863.929217;2577.823446;1644.744564;7255.838411;923.291459;1026.549298;8097.629008;455.926567;5225.069401;11132.221305;1904.930330;5921.199901;10437.483343;2060.976030;7749.052636;3626.704486;9575.722084;1236.664465;3300.849138;6792.111989;4195.684161;5350.218803;2339.600414;3001.348550;18644.104889;5267.802450;16228.840267;16653.889575;14386.282306;16501.955288;3552.769097;4943.476394;20259.752491;11417.591038;2584.277782;2961.828451;9333.855898;3041.665422;6890.239403;5626.459490;7481.211525;2739.856213;12909.963351;7258.230912;6359.170899;3192.322074;10067.424323;9996.702930;5042.430609;4770.886088;5568.374347
50964.000000;13102.829515;9169.967392;17627.381607;5378.366405;4436.924594;18599.361706;10879.176345;4323.842339;17805.065629;818.541802;11217.648148;29855.193787;2445.611105;20773.952784;25307.029519;5421.784122;18282.287819;10169.390239;22146.589699;2867.876809;9888.708082;16891.570631;10950.464155;10473.984887;6554.696829;8933.069364;50080.768446;14564.464176;48326.185754;39946.185633;45495.113256;42417.287276;10079.973748;13339.460477;54875.042909;30279.517477;6741.174021;4581.118754;29550.828195;10905.100902;17760.606097;14653.884722;18088.119418;8816.759586;32583.752314;22337.692242;15779.853664;5841.472163;26052.225251;23530.128402;11455.797698;14509.473255;16724.698851
