293281.999903;1567884.033192;1191173.822900;1141130.119827;1254987.364131;1255832.201144;803471.238613;767855.541161;953801.113831;977911.236245;489465.423059;1001836.664047;587903.438696;815419.458356;1024456.211108;927287.837611;956492.296176
4808.000000;52.016643;363.515860;116.144590;600.216246;4742.129282;2237.016171;10786.657337;384.692799;2700.211074;393.110231;722.497139;11826.011672;9153.342971;5727.985081;5190.118203;3490.334701
100669.000000;54142.108423;74392.980783;37038.788606;123254.033849;165103.577973;127583.490214;69465.579190;71926.527238;222489.536752;30056.882814;95644.268858;127789.006327;118002.025835;188471.198474;184848.316225;161849.678439
52192.000000;47051.882966;58037.019642;22623.061130;91473.925619;118102.688086;80818.369398;44607.675873;49655.351939;159303.573429;19669.081220;71190.126034;79019.221013;66271.732892;163967.555810;104206.229640;80908.505311
33324.000000;43407.096550;44003.284932;25758.977197;67249.862650;94780.733031;49102.348690;16967.288395;40372.006865;100165.990727;18872.022007;59918.525579;66933.186874;60851.462269;117215.542461;93740.106422;70234.565349
22214.000000;46394.691696;38640.894553;53355.116690;66126.701707;49120.694136;62655.367384;32508.800282;26651.108073;94918.924863;17576.807042;42807.031260;52797.883540;41423.510038;100861.315740;65079.921092;48077.231904
46393.000000;8115.799198;5665.293121;22815.808848;32548.732982;37946.367619;49391.305045;12154.660718;7424.141452;81900.985246;12556.651291;27325.943487;32023.493824;45792.308899;57294.166549;39067.750229;18049.591492
31464.000000;16180.681050;6206.723310;23328.921484;29474.996290;31104.365075;32931.535249;10911.618218;5579.357023;64423.970381;7866.535711;17970.298331;27449.629287;21025.151973;52320.054348;37059.987766;18184.174502
22072.000000;16843.633703;5745.473195;18237.094402;24612.977800;25597.351151;34901.849573;11512.470642;7241.197453;50542.035460;5946.808499;15965.216636;25139.889485;20315.879674;41928.980333;32060.004072;20135.137924
50964.000000;40543.997251;18050.765811;45424.380196;54625.639180;63728.133863;99608.537845;35499.015154;18749.208775;137480.449704;14237.672610;42556.393407;69239.388122;55584.584358;119106.091182;78044.720128;51159.022414
