98713.000000;1306135.000000;211664.000000;29287.000000;565495.000000;581041.000000;212138.000000;476093.000000;83068.000000;65.000000;1029300.000000;1149382.000000;443633.000000;794919.000000;153353.000000;674164.000000;25501.000000;559351.000000;42788.000000;236257.000000;318948.000000;88001.000000;330098.000000;321575.000000;349875.000000;478959.000000;143474.000000;62622.000000;1112743.000000;157789.000000;1075853.000000;463760.000000;971352.000000;6869.000000;26020.000000;802.000000;877199.000000;95037.000000;140990.000000;323459.000000;702078.000000;1083003.000000;699256.000000;217087.000000;972811.000000;869150.000000;1467537.000000;223653.000000;31145.000000;288993.000000;4856.000000;414000.000000;56684.000000
389.000000;12012.000000;595.000000;335.000000;2248.000000;1454.000000;1086.000000;1230.000000;1560.000000;0.000000;1574.000000;3699.000000;860.000000;594.000000;398.000000;2105.000000;547.000000;2472.000000;98.000000;1400.000000;4327.000000;1404.000000;6307.000000;7403.000000;586.000000;5603.000000;5602.000000;37.000000;2276.000000;5150.000000;365.000000;6155.000000;4410.000000;22.000000;709.000000;3.000000;1520.000000;149.000000;335.000000;1492.000000;297.000000;1799.000000;6265.000000;4109.000000;4463.000000;6087.000000;278.000000;443.000000;378.000000;428.000000;17.000000;2443.000000;129.000000
18352.000000;293747.000000;21140.000000;4538.000000;87663.000000;92639.000000;39540.000000;64399.000000;14525.000000;17.000000;171684.000000;216089.000000;52794.000000;83272.000000;18502.000000;163309.000000;2526.000000;89543.000000;4894.000000;46380.000000;68292.000000;14973.000000;25998.000000;74891.000000;44044.000000;105504.000000;28091.000000;4321.000000;173785.000000;32169.000000;73283.000000;104142.000000;218442.000000;935.000000;2502.000000;175.000000;125192.000000;11971.000000;19776.000000;58387.000000;65457.000000;118679.000000;153957.000000;23705.000000;152968.000000;97730.000000;86403.000000;29876.000000;4932.000000;36348.000000;629.000000;99666.000000;6896.000000
8526.000000;153045.000000;13038.000000;1256.000000;61001.000000;68472.000000;18223.000000;36246.000000;5385.000000;1.000000;102936.000000;112786.000000;31479.000000;44155.000000;10888.000000;72345.000000;590.000000;63364.000000;2972.000000;22239.000000;30490.000000;5452.000000;10935.000000;54359.000000;28264.000000;58499.000000;13760.000000;1238.000000;95594.000000;15245.000000;41213.000000;47434.000000;139305.000000;397.000000;581.000000;46.000000;65478.000000;7690.000000;11701.000000;32090.000000;23501.000000;74422.000000;99951.000000;26198.000000;81856.000000;63865.000000;65631.000000;13091.000000;1527.000000;21993.000000;298.000000;43853.000000;2381.000000
6990.000000;105997.000000;8903.000000;1125.000000;37896.000000;43694.000000;11950.000000;30315.000000;4301.000000;2.000000;69203.000000;76567.000000;25492.000000;36071.000000;7376.000000;48731.000000;244.000000;40612.000000;1773.000000;15205.000000;24597.000000;4442.000000;6405.000000;42142.000000;21329.000000;43723.000000;9718.000000;1372.000000;73197.000000;11432.000000;33570.000000;39079.000000;91627.000000;237.000000;253.000000;28.000000;56491.000000;5859.000000;8947.000000;28701.000000;16489.000000;50364.000000;67514.000000;3298.000000;73490.000000;49272.000000;54951.000000;8307.000000;1360.000000;19363.000000;202.000000;35433.000000;2139.000000
4892.000000;89471.000000;7256.000000;925.000000;52178.000000;50824.000000;11840.000000;21222.000000;2987.000000;10.000000;87129.000000;60697.000000;22153.000000;34913.000000;5876.000000;42829.000000;920.000000;52685.000000;1358.000000;13662.000000;18486.000000;3361.000000;13747.000000;32487.000000;17798.000000;34707.000000;7070.000000;1940.000000;59656.000000;8057.000000;54584.000000;29505.000000;59645.000000;244.000000;909.000000;98.000000;31617.000000;4155.000000;7487.000000;17954.000000;45807.000000;38970.000000;53260.000000;12842.000000;52444.000000;31079.000000;37074.000000;11626.000000;1066.000000;12588.000000;144.000000;22147.000000;2368.000000
5495.000000;105377.000000;5685.000000;1241.000000;29645.000000;30752.000000;17781.000000;13617.000000;4632.000000;2.000000;61221.000000;91080.000000;14049.000000;26075.000000;4142.000000;63319.000000;702.000000;29127.000000;1502.000000;18591.000000;13060.000000;5771.000000;5708.000000;22381.000000;12823.000000;30085.000000;11099.000000;2506.000000;37905.000000;11843.000000;27142.000000;17442.000000;43678.000000;295.000000;751.000000;52.000000;16963.000000;1987.000000;5206.000000;16291.000000;27551.000000;18081.000000;50040.000000;3338.000000;35838.000000;23826.000000;21133.000000;23324.000000;1305.000000;6831.000000;237.000000;10554.000000;3888.000000
3959.000000;78198.000000;5198.000000;536.000000;26616.000000;31174.000000;11067.000000;12366.000000;2338.000000;2.000000;53377.000000;65747.000000;12207.000000;23646.000000;4950.000000;48044.000000;434.000000;25976.000000;1382.000000;11965.000000;11492.000000;2726.000000;7100.000000;20069.000000;10904.000000;24243.000000;5516.000000;1421.000000;37559.000000;6273.000000;26212.000000;17192.000000;36945.000000;209.000000;437.000000;20.000000;16870.000000;1566.000000;4057.000000;12833.000000;23191.000000;15639.000000;45405.000000;4503.000000;35132.000000;17285.000000;21692.000000;11856.000000;647.000000;6034.000000;137.000000;13219.000000;1985.000000
3663.000000;59941.000000;4150.000000;559.000000;26085.000000;29361.000000;9626.000000;10543.000000;2213.000000;0.000000;51443.000000;52260.000000;11634.000000;19800.000000;3612.000000;41243.000000;446.000000;25176.000000;978.000000;10840.000000;11355.000000;2565.000000;7051.000000;16038.000000;9370.000000;20161.000000;5685.000000;947.000000;32293.000000;6535.000000;22071.000000;17474.000000;29737.000000;129.000000;463.000000;42.000000;17767.000000;1369.000000;3833.000000;12490.000000;19704.000000;14542.000000;33368.000000;4815.000000;31912.000000;14439.000000;20763.000000;9383.000000;585.000000;5430.000000;119.000000;13163.000000;1726.000000
8536.000000;135924.000000;7753.000000;1511.000000;73389.000000;73765.000000;25411.000000;27603.000000;5976.000000;7.000000;125491.000000;126970.000000;27046.000000;45690.000000;5883.000000;91579.000000;522.000000;71659.000000;1284.000000;27900.000000;28637.000000;6430.000000;19489.000000;45341.000000;22643.000000;58076.000000;14291.000000;2120.000000;77122.000000;15587.000000;52936.000000;42752.000000;71120.000000;241.000000;540.000000;53.000000;42457.000000;3472.000000;9822.000000;28131.000000;52078.000000;38779.000000;93501.000000;11077.000000;70575.000000;39478.000000;50121.000000;25043.000000;1516.000000;14450.000000;175.000000;31937.000000;4023.000000
