840927.000000;1306135.000000;1077155.000000;9893.000000;172.000000;134594.000000;37992.000000;204120.000000;1210810.000000;2304667.000000;270068.000000;242080.000000;1050132.000000;1349295.000000;400627.000000;366927.000000;861973.000000;749252.000000;2062.000000;632909.000000;156170.000000;24320.000000;348275.000000;385048.000000;192588.000000;107414.000000;467931.000000;495887.000000;1278229.000000;299499.000000;125955.000000;586265.000000;586401.000000;1377188.000000;43507.000000;1514751.000000;264286.000000;38575.000000;1572194.000000;131752.000000
6985.000000;12012.000000;4140.000000;32.000000;0.000000;1507.000000;683.000000;4726.000000;8262.000000;652.000000;575.000000;5668.000000;525.000000;5215.000000;2024.000000;643.000000;1165.000000;2737.000000;5.000000;1098.000000;409.000000;63.000000;1964.000000;6687.000000;503.000000;549.000000;10499.000000;1301.000000;4185.000000;3477.000000;92.000000;8805.000000;2329.000000;2619.000000;660.000000;2994.000000;5517.000000;580.000000;3565.000000;195.000000
207699.000000;293747.000000;161911.000000;1332.000000;48.000000;23300.000000;4117.000000;40954.000000;163089.000000;138894.000000;36474.000000;24967.000000;99371.000000;266635.000000;70962.000000;46333.000000;114305.000000;159930.000000;369.000000;79712.000000;18858.000000;2650.000000;65347.000000;39863.000000;19215.000000;16629.000000;104929.000000;67342.000000;207547.000000;52790.000000;9882.000000;130736.000000;96958.000000;149241.000000;6747.000000;246887.000000;53950.000000;5922.000000;302854.000000;17176.000000
107227.000000;153045.000000;88707.000000;587.000000;10.000000;9219.000000;871.000000;17989.000000;94431.000000;98531.000000;23803.000000;26818.000000;38111.000000;167372.000000;38732.000000;27419.000000;66920.000000;73826.000000;118.000000;45441.000000;10959.000000;1367.000000;35108.000000;16070.000000;12252.000000;6408.000000;77145.000000;37650.000000;152272.000000;28730.000000;3327.000000;61337.000000;60989.000000;91554.000000;2142.000000;138882.000000;24532.000000;1678.000000;154846.000000;10860.000000
81692.000000;105997.000000;78819.000000;359.000000;4.000000;7361.000000;351.000000;14062.000000;65642.000000;81473.000000;18205.000000;3547.000000;27044.000000;112657.000000;23007.000000;23551.000000;45497.000000;61981.000000;96.000000;35984.000000;7655.000000;957.000000;31111.000000;11018.000000;7832.000000;4943.000000;57946.000000;31487.000000;104336.000000;18471.000000;3176.000000;50728.000000;36561.000000;67042.000000;1834.000000;100941.000000;18936.000000;1427.000000;105324.000000;8724.000000
61922.000000;89471.000000;54476.000000;330.000000;21.000000;5702.000000;1411.000000;10065.000000;48761.000000;73825.000000;15286.000000;14618.000000;65989.000000;74203.000000;27965.000000;16297.000000;50664.000000;37460.000000;136.000000;32710.000000;5957.000000;738.000000;19423.000000;15125.000000;6214.000000;4598.000000;45411.000000;22206.000000;122024.000000;15221.000000;4722.000000;39951.000000;48599.000000;44149.000000;1360.000000;76409.000000;14111.000000;1184.000000;114119.000000;5916.000000
60656.000000;105377.000000;35535.000000;387.000000;14.000000;9532.000000;1179.000000;11734.000000;55503.000000;39780.000000;9716.000000;3931.000000;45442.000000;53088.000000;29911.000000;9883.000000;41313.000000;17911.000000;115.000000;23026.000000;4185.000000;871.000000;18333.000000;7121.000000;5393.000000;8054.000000;30020.000000;14181.000000;64994.000000;31777.000000;6883.000000;22662.000000;35337.000000;21608.000000;1819.000000;62908.000000;12895.000000;1661.000000;125458.000000;2776.000000
54093.000000;78198.000000;34658.000000;261.000000;3.000000;4801.000000;699.000000;7140.000000;40176.000000;41140.000000;8131.000000;4900.000000;36261.000000;44648.000000;19667.000000;8543.000000;34929.000000;21092.000000;56.000000;19472.000000;5044.000000;821.000000;14172.000000;9042.000000;4769.000000;3952.000000;26921.000000;12927.000000;68962.000000;15215.000000;4153.000000;22356.000000;27878.000000;18731.000000;902.000000;57173.000000;9318.000000;741.000000;95362.000000;2244.000000
44781.000000;59941.000000;31681.000000;176.000000;4.000000;4472.000000;718.000000;6797.000000;32451.000000;37690.000000;7582.000000;5357.000000;30511.000000;37131.000000;19523.000000;7849.000000;29797.000000;21706.000000;82.000000;18249.000000;3716.000000;577.000000;13854.000000;8569.000000;3733.000000;3606.000000;21725.000000;11045.000000;60655.000000;14147.000000;2494.000000;22545.000000;28817.000000;18373.000000;837.000000;47701.000000;9094.000000;772.000000;80159.000000;1980.000000
108835.000000;135924.000000;70866.000000;344.000000;13.000000;10988.000000;862.000000;18265.000000;87932.000000;89910.000000;19137.000000;12618.000000;78790.000000;90316.000000;53561.000000;19813.000000;71042.000000;52513.000000;103.000000;42863.000000;5971.000000;714.000000;30803.000000;22400.000000;6277.000000;9137.000000;62583.000000;28713.000000;161660.000000;37393.000000;6096.000000;56691.000000;78599.000000;46830.000000;2047.000000;115057.000000;24070.000000;1989.000000;190833.000000;5354.000000
