629922.000000;1306135.000000;35349.000000;178814.000000;687410.000000;135940.000000;1076120.000000;280634.000000;281714.000000;944530.000000;90178.000000;130046.000000;733545.000000;483182.000000;589241.000000;725774.000000;21855.000000;46096.000000;79963.000000;180256.000000;397723.000000;257461.000000;11142.000000;293796.000000;65947.000000;531804.000000;43.000000;36630.000000;46864.000000;18487.000000;192139.000000;324879.000000;901179.000000;341662.000000;22674.000000;181801.000000;371611.000000;9967.000000;448686.000000;50758.000000;75471.000000;488763.000000;132068.000000;399948.000000;138461.000000;9639.000000;10560.000000;598934.000000;405165.000000;191396.000000;75921.000000;466915.000000;143327.000000;715858.000000;21659.000000;207329.000000;735011.000000;881360.000000;211498.000000;1523.000000;437077.000000;559640.000000;362533.000000;284679.000000;48027.000000;152456.000000;76759.000000;1595.000000;221099.000000;565127.000000;279751.000000;40575.000000;364563.000000;183634.000000;327.000000;221494.000000;57472.000000;138454.000000
3641.000000;12012.000000;72.000000;503.000000;3156.000000;744.000000;108.000000;455.000000;1865.000000;385.000000;2351.000000;3793.000000;615.000000;591.000000;4545.000000;1130.000000;304.000000;18.000000;220.000000;1023.000000;1113.000000;4563.000000;35.000000;2646.000000;1153.000000;1043.000000;0.000000;3045.000000;139.000000;283.000000;266.000000;932.000000;1927.000000;1166.000000;255.000000;136.000000;521.000000;27.000000;3373.000000;125.000000;105.000000;172.000000;626.000000;1390.000000;184.000000;164.000000;179.000000;464.000000;2080.000000;3305.000000;307.000000;835.000000;5677.000000;956.000000;33.000000;2388.000000;3843.000000;1995.000000;707.000000;4.000000;752.000000;4353.000000;4664.000000;601.000000;768.000000;2265.000000;163.000000;3.000000;445.000000;178.000000;2806.000000;3561.000000;5563.000000;811.000000;1.000000;852.000000;140.000000;2028.000000
144345.000000;293747.000000;4091.000000;17704.000000;112496.000000;23311.000000;37384.000000;27938.000000;69603.000000;84829.000000;18517.000000;26552.000000;70995.000000;57711.000000;62617.000000;120146.000000;3589.000000;3001.000000;6169.000000;35418.000000;72703.000000;19965.000000;1426.000000;51732.000000;12135.000000;94541.000000;9.000000;2388.000000;6551.000000;2068.000000;25598.000000;52313.000000;173237.000000;53802.000000;3638.000000;15261.000000;53103.000000;1122.000000;143867.000000;6236.000000;9334.000000;37736.000000;22907.000000;104965.000000;15775.000000;1146.000000;1103.000000;57374.000000;66157.000000;44721.000000;14135.000000;66928.000000;32308.000000;111158.000000;2494.000000;43095.000000;118087.000000;103776.000000;34801.000000;247.000000;53744.000000;112753.000000;83633.000000;35246.000000;8716.000000;29009.000000;9827.000000;259.000000;28709.000000;45795.000000;62691.000000;2646.000000;82667.000000;21910.000000;87.000000;39403.000000;6113.000000;26359.000000
83386.000000;153045.000000;1299.000000;10845.000000;56324.000000;12619.000000;36076.000000;17923.000000;30579.000000;55832.000000;7862.000000;13194.000000;39485.000000;23883.000000;42043.000000;71621.000000;981.000000;813.000000;4912.000000;17051.000000;52641.000000;6710.000000;652.000000;37065.000000;4378.000000;46944.000000;1.000000;818.000000;3115.000000;437.000000;15155.000000;43319.000000;82030.000000;29409.000000;1080.000000;5577.000000;24903.000000;537.000000;92485.000000;4118.000000;6303.000000;15913.000000;10593.000000;47536.000000;11096.000000;280.000000;266.000000;36482.000000;46275.000000;32171.000000;6435.000000;42314.000000;22305.000000;59689.000000;712.000000;18667.000000;68371.000000;69635.000000;17844.000000;87.000000;29696.000000;77418.000000;46419.000000;20255.000000;3065.000000;14071.000000;4409.000000;85.000000;15821.000000;19218.000000;31896.000000;936.000000;38645.000000;25382.000000;31.000000;21260.000000;3403.000000;11154.000000
63238.000000;105997.000000;1267.000000;7627.000000;52323.000000;10110.000000;27225.000000;15418.000000;24135.000000;48688.000000;6131.000000;9105.000000;28780.000000;19313.000000;34540.000000;48391.000000;862.000000;915.000000;1631.000000;11124.000000;34769.000000;4249.000000;414.000000;24458.000000;3563.000000;41843.000000;1.000000;466.000000;2506.000000;190.000000;13517.000000;28756.000000;58472.000000;26668.000000;970.000000;4305.000000;11422.000000;377.000000;57357.000000;2164.000000;4783.000000;13310.000000;6636.000000;28925.000000;7914.000000;85.000000;126.000000;26334.000000;30713.000000;25094.000000;5351.000000;25614.000000;17775.000000;46925.000000;738.000000;14551.000000;44189.000000;45086.000000;12941.000000;56.000000;23282.000000;52881.000000;34615.000000;17925.000000;2500.000000;10271.000000;3092.000000;87.000000;12262.000000;17238.000000;25831.000000;493.000000;32277.000000;2995.000000;9.000000;20449.000000;2295.000000;8843.000000
36883.000000;89471.000000;1358.000000;6533.000000;37301.000000;7915.000000;33060.000000;11837.000000;14492.000000;25748.000000;4238.000000;6649.000000;20551.000000;17477.000000;19234.000000;61322.000000;685.000000;1347.000000;1894.000000;10814.000000;35626.000000;11158.000000;407.000000;26347.000000;2610.000000;22983.000000;8.000000;1764.000000;2180.000000;612.000000;8539.000000;28195.000000;57154.000000;17227.000000;793.000000;8924.000000;29402.000000;290.000000;40897.000000;1619.000000;3207.000000;28723.000000;6968.000000;27521.000000;6982.000000;214.000000;222.000000;25487.000000;38240.000000;20288.000000;3663.000000;41477.000000;13063.000000;40714.000000;739.000000;10624.000000;28560.000000;35931.000000;12147.000000;64.000000;18575.000000;43926.000000;28212.000000;12669.000000;1730.000000;7187.000000;3689.000000;64.000000;9241.000000;35496.000000;19461.000000;2160.000000;24896.000000;10830.000000;53.000000;11586.000000;2440.000000;6156.000000
51676.000000;105377.000000;2340.000000;4628.000000;23490.000000;9299.000000;14069.000000;5643.000000;7323.000000;17882.000000;5260.000000;10472.000000;9954.000000;15953.000000;8844.000000;44641.000000;942.000000;1680.000000;1545.000000;13561.000000;21769.000000;4286.000000;400.000000;16749.000000;4413.000000;11004.000000;1.000000;869.000000;1811.000000;541.000000;4657.000000;16110.000000;73166.000000;12765.000000;882.000000;12432.000000;20418.000000;391.000000;28028.000000;1714.000000;1409.000000;14921.000000;11743.000000;43063.000000;3959.000000;314.000000;299.000000;18453.000000;21432.000000;12950.000000;3990.000000;23461.000000;9583.000000;19511.000000;1168.000000;6880.000000;42146.000000;18856.000000;14159.000000;88.000000;13303.000000;35617.000000;21306.000000;9270.000000;3047.000000;14322.000000;7794.000000;87.000000;5659.000000;18207.000000;15642.000000;1000.000000;13065.000000;2608.000000;25.000000;9434.000000;1472.000000;5741.000000
38168.000000;78198.000000;1182.000000;4359.000000;22977.000000;6140.000000;17850.000000;5344.000000;9251.000000;14749.000000;2947.000000;5295.000000;8327.000000;17370.000000;6451.000000;38886.000000;382.000000;900.000000;1952.000000;9272.000000;21324.000000;5547.000000;281.000000;13767.000000;2051.000000;12084.000000;2.000000;550.000000;1324.000000;380.000000;4087.000000;17010.000000;54505.000000;11673.000000;437.000000;7539.000000;15571.000000;275.000000;23424.000000;1543.000000;1090.000000;13136.000000;6449.000000;31680.000000;3342.000000;190.000000;174.000000;16395.000000;19815.000000;12040.000000;2882.000000;22187.000000;8294.000000;19463.000000;555.000000;6592.000000;32194.000000;17882.000000;9644.000000;51.000000;11358.000000;34564.000000;18694.000000;7557.000000;1422.000000;7181.000000;3843.000000;43.000000;5569.000000;15928.000000;13668.000000;628.000000;13545.000000;3993.000000;4.000000;7793.000000;1809.000000;4523.000000
31123.000000;59941.000000;981.000000;3753.000000;21695.000000;5369.000000;14931.000000;4906.000000;8919.000000;14291.000000;2937.000000;5314.000000;8652.000000;14534.000000;6137.000000;36066.000000;386.000000;625.000000;1555.000000;8390.000000;21041.000000;5444.000000;192.000000;12444.000000;1987.000000;13126.000000;0.000000;832.000000;1259.000000;317.000000;3704.000000;15514.000000;42967.000000;10219.000000;407.000000;4846.000000;18445.000000;210.000000;17854.000000;1091.000000;994.000000;10732.000000;6027.000000;27656.000000;3110.000000;168.000000;179.000000;14932.000000;17621.000000;9813.000000;2645.000000;23146.000000;6989.000000;17860.000000;526.000000;7361.000000;26531.000000;14470.000000;9054.000000;51.000000;9938.000000;25376.000000;15011.000000;6177.000000;1372.000000;6937.000000;2939.000000;56.000000;4374.000000;12704.000000;11588.000000;999.000000;14043.000000;3948.000000;13.000000;7694.000000;1128.000000;4331.000000
76036.000000;135924.000000;2287.000000;7021.000000;46719.000000;14670.000000;34907.000000;12415.000000;21998.000000;35556.000000;7951.000000;13411.000000;21390.000000;28488.000000;17156.000000;87377.000000;1130.000000;1420.000000;2082.000000;21475.000000;51262.000000;16631.000000;376.000000;37502.000000;5001.000000;32334.000000;2.000000;1056.000000;3263.000000;444.000000;9893.000000;38593.000000;99469.000000;26511.000000;1042.000000;11776.000000;55845.000000;304.000000;42603.000000;1602.000000;2742.000000;26921.000000;15623.000000;61587.000000;7509.000000;202.000000;206.000000;34060.000000;50235.000000;26122.000000;6297.000000;59677.000000;19507.000000;41446.000000;1202.000000;16344.000000;68998.000000;40895.000000;21094.000000;77.000000;23600.000000;74362.000000;44163.000000;16140.000000;3458.000000;15787.000000;7721.000000;61.000000;9358.000000;31413.000000;30085.000000;1157.000000;35019.000000;10094.000000;30.000000;17091.000000;1768.000000;10939.000000
