485516.000000;1306135.000000;17924.000000;30299.000000;335007.000000;59054.000000;487354.000000;22239.000000;110164.000000;56027.000000;243283.000000;49932.000000;153061.000000;820.000000;241.000000;442620.000000;183541.000000;507356.000000;64014.000000;378442.000000;107513.000000;417250.000000;433893.000000;203857.000000;189552.000000;153762.000000;203961.000000;392197.000000;8387.000000;102410.000000;222771.000000;51127.000000;150622.000000;257091.000000;303980.000000;192066.000000;424687.000000;1268.000000;151653.000000;22478.000000;88647.000000;211123.000000;14627.000000;383272.000000;42278.000000;141346.000000;25156.000000;68124.000000;104671.000000;18987.000000;625575.000000;136844.000000;176834.000000;3551.000000;300172.000000;43869.000000;502586.000000;78480.000000;328326.000000;394651.000000;737886.000000;32586.000000;63298.000000;14350.000000;139708.000000;66964.000000;164131.000000;145161.000000;163339.000000;71526.000000;273704.000000;315672.000000;84497.000000;827944.000000;98830.000000;80218.000000;62485.000000;166222.000000;507536.000000;414384.000000;200982.000000;39606.000000;549266.000000;581046.000000;88905.000000;143163.000000;587321.000000;361568.000000;271771.000000;365279.000000;666905.000000;208274.000000;13347.000000;176230.000000;110575.000000;17100.000000;29740.000000;252101.000000;258040.000000;309555.000000;32545.000000;43.000000;75276.000000;91763.000000;96111.000000;250166.000000;228233.000000
378.000000;12012.000000;227.000000;9.000000;543.000000;402.000000;1293.000000;1141.000000;3306.000000;84.000000;231.000000;1247.000000;956.000000;2.000000;1.000000;395.000000;2970.000000;80.000000;149.000000;3850.000000;162.000000;3558.000000;3300.000000;651.000000;176.000000;3298.000000;1953.000000;915.000000;30.000000;208.000000;317.000000;368.000000;915.000000;1247.000000;2302.000000;360.000000;1510.000000;3.000000;1634.000000;31.000000;144.000000;381.000000;27.000000;375.000000;3464.000000;758.000000;94.000000;84.000000;433.000000;38.000000;1324.000000;223.000000;2784.000000;13.000000;735.000000;120.000000;1524.000000;255.000000;3103.000000;313.000000;1135.000000;110.000000;3418.000000;193.000000;810.000000;1760.000000;493.000000;2454.000000;332.000000;502.000000;627.000000;47.000000;1360.000000;81.000000;621.000000;2095.000000;105.000000;1261.000000;3286.000000;945.000000;2799.000000;776.000000;87.000000;723.000000;31.000000;475.000000;483.000000;297.000000;881.000000;1646.000000;1586.000000;410.000000;168.000000;403.000000;514.000000;216.000000;62.000000;698.000000;3951.000000;371.000000;722.000000;0.000000;294.000000;5191.000000;503.000000;434.000000;1885.000000
70042.000000;293747.000000;2954.000000;1815.000000;41999.000000;10774.000000;105516.000000;1475.000000;24150.000000;5704.000000;32573.000000;10374.000000;29368.000000;138.000000;70.000000;71092.000000;28240.000000;20469.000000;4911.000000;79842.000000;18778.000000;44504.000000;76734.000000;35109.000000;18641.000000;5728.000000;43875.000000;59452.000000;1126.000000;12235.000000;21275.000000;8533.000000;28940.000000;68711.000000;93227.000000;25278.000000;94970.000000;218.000000;26262.000000;2562.000000;8039.000000;18014.000000;1560.000000;63633.000000;2571.000000;26239.000000;3125.000000;8208.000000;9521.000000;2148.000000;80331.000000;13196.000000;41551.000000;466.000000;35808.000000;5530.000000;102645.000000;12817.000000;70557.000000;40759.000000;104899.000000;5269.000000;13357.000000;1868.000000;26913.000000;12124.000000;20429.000000;33846.000000;26816.000000;12792.000000;39741.000000;13391.000000;15202.000000;32048.000000;20074.000000;82630.000000;8000.000000;25935.000000;75887.000000;66515.000000;43945.000000;7208.000000;23912.000000;81205.000000;6464.000000;26465.000000;55328.000000;50120.000000;45215.000000;79595.000000;84985.000000;24289.000000;1525.000000;33712.000000;19585.000000;2834.000000;3055.000000;36184.000000;57670.000000;40176.000000;5945.000000;9.000000;13007.000000;17532.000000;18996.000000;26476.000000;38370.000000
32353.000000;153045.000000;786.000000;421.000000;23307.000000;4255.000000;58617.000000;453.000000;18198.000000;2052.000000;13965.000000;4578.000000;13608.000000;51.000000;24.000000;34854.000000;7868.000000;15945.000000;4285.000000;43462.000000;10530.000000;29845.000000;43518.000000;29632.000000;12402.000000;4666.000000;19635.000000;41503.000000;500.000000;7183.000000;13347.000000;4281.000000;13793.000000;29682.000000;46463.000000;15015.000000;52913.000000;71.000000;19397.000000;733.000000;4704.000000;8816.000000;761.000000;28248.000000;1010.000000;11783.000000;1285.000000;5636.000000;6279.000000;615.000000;50660.000000;8650.000000;22009.000000;213.000000;14094.000000;3851.000000;63228.000000;6731.000000;53913.000000;26326.000000;52209.000000;2206.000000;6053.000000;349.000000;13604.000000;4722.000000;23741.000000;24350.000000;12573.000000;5351.000000;24143.000000;4393.000000;6175.000000;31195.000000;10136.000000;54832.000000;5036.000000;19305.000000;47094.000000;46078.000000;23931.000000;2487.000000;15893.000000;51629.000000;2372.000000;12214.000000;31930.000000;24000.000000;24756.000000;41261.000000;49951.000000;12777.000000;320.000000;15137.000000;11233.000000;835.000000;1660.000000;33108.000000;27818.000000;20062.000000;2030.000000;1.000000;6559.000000;7853.000000;9075.000000;15178.000000;23622.000000
20902.000000;105997.000000;666.000000;503.000000;18282.000000;3145.000000;39138.000000;252.000000;14657.000000;1847.000000;10221.000000;3547.000000;11183.000000;50.000000;6.000000;29649.000000;6540.000000;12877.000000;1150.000000;37519.000000;9882.000000;25418.000000;25543.000000;19546.000000;8937.000000;1457.000000;15955.000000;28016.000000;320.000000;5010.000000;11318.000000;2769.000000;13115.000000;23684.000000;32241.000000;13022.000000;34236.000000;41.000000;12802.000000;800.000000;3723.000000;4647.000000;566.000000;18118.000000;403.000000;9698.000000;1086.000000;4271.000000;4278.000000;617.000000;40609.000000;7395.000000;17081.000000;140.000000;11400.000000;1834.000000;44445.000000;4598.000000;39749.000000;20157.000000;40960.000000;1884.000000;4438.000000;133.000000;9582.000000;3560.000000;2801.000000;19273.000000;6546.000000;3799.000000;19980.000000;5195.000000;4739.000000;23793.000000;9848.000000;31280.000000;3515.000000;12219.000000;29759.000000;32143.000000;16857.000000;2080.000000;15447.000000;39628.000000;2055.000000;7097.000000;21916.000000;19899.000000;22286.000000;39322.000000;36683.000000;10781.000000;139.000000;8592.000000;9922.000000;764.000000;1051.000000;22034.000000;22558.000000;9207.000000;1647.000000;1.000000;5187.000000;5546.000000;7585.000000;11799.000000;15190.000000
42110.000000;89471.000000;545.000000;710.000000;13478.000000;2573.000000;38068.000000;892.000000;10541.000000;2435.000000;15295.000000;2264.000000;7941.000000;49.000000;39.000000;23534.000000;6510.000000;20877.000000;1529.000000;26449.000000;5778.000000;11458.000000;21590.000000;19172.000000;9710.000000;10976.000000;11660.000000;37090.000000;288.000000;4106.000000;9065.000000;2553.000000;7809.000000;13610.000000;25163.000000;8273.000000;29867.000000;59.000000;13619.000000;781.000000;2725.000000;8159.000000;428.000000;21051.000000;2517.000000;7323.000000;1007.000000;2779.000000;4175.000000;627.000000;29356.000000;5388.000000;13748.000000;110.000000;10189.000000;1382.000000;26856.000000;4968.000000;30284.000000;11953.000000;40014.000000;1371.000000;3182.000000;430.000000;7543.000000;2627.000000;7225.000000;15811.000000;10733.000000;3452.000000;13994.000000;16583.000000;3161.000000;17101.000000;5326.000000;22167.000000;2994.000000;14604.000000;17046.000000;39587.000000;13582.000000;1475.000000;25632.000000;21418.000000;4052.000000;7922.000000;15895.000000;11347.000000;15042.000000;21052.000000;34732.000000;8183.000000;311.000000;11920.000000;6978.000000;607.000000;1292.000000;23033.000000;17876.000000;25639.000000;1055.000000;8.000000;4296.000000;3815.000000;5054.000000;9815.000000;18805.000000
22177.000000;105377.000000;744.000000;919.000000;10356.000000;5004.000000;43177.000000;527.000000;7853.000000;4420.000000;11878.000000;4921.000000;7769.000000;39.000000;22.000000;12706.000000;3413.000000;7847.000000;1308.000000;18728.000000;3270.000000;4056.000000;30679.000000;9233.000000;5362.000000;2416.000000;6482.000000;20035.000000;327.000000;2557.000000;4239.000000;7325.000000;6832.000000;6510.000000;29519.000000;5680.000000;41980.000000;79.000000;9198.000000;1301.000000;2211.000000;2821.000000;515.000000;25951.000000;906.000000;7703.000000;889.000000;1186.000000;2363.000000;956.000000;16912.000000;2512.000000;10028.000000;176.000000;9611.000000;1461.000000;35407.000000;5937.000000;18964.000000;10194.000000;37155.000000;1322.000000;4158.000000;485.000000;12252.000000;2885.000000;2448.000000;9920.000000;12212.000000;6383.000000;11098.000000;9047.000000;3099.000000;8918.000000;5048.000000;17298.000000;1874.000000;9642.000000;25394.000000;22274.000000;12880.000000;2368.000000;9765.000000;15960.000000;5182.000000;16147.000000;7259.000000;5413.000000;11937.000000;12049.000000;12760.000000;5873.000000;417.000000;13821.000000;5013.000000;637.000000;824.000000;10421.000000;8870.000000;14427.000000;1800.000000;1.000000;4481.000000;5150.000000;5612.000000;4839.000000;13183.000000
19456.000000;78198.000000;304.000000;459.000000;8846.000000;2400.000000;33510.000000;277.000000;6911.000000;2347.000000;9216.000000;2131.000000;6756.000000;21.000000;3.000000;13826.000000;4410.000000;8987.000000;1486.000000;19686.000000;2808.000000;2882.000000;22623.000000;9835.000000;4761.000000;3084.000000;6724.000000;20488.000000;227.000000;3126.000000;4107.000000;2921.000000;6211.000000;8440.000000;26210.000000;4892.000000;32664.000000;42.000000;6230.000000;611.000000;1688.000000;2793.000000;444.000000;19512.000000;593.000000;6041.000000;599.000000;947.000000;2733.000000;480.000000;16585.000000;2312.000000;7796.000000;102.000000;11339.000000;1344.000000;25231.000000;3777.000000;18998.000000;8325.000000;29828.000000;904.000000;2244.000000;342.000000;7605.000000;2002.000000;3752.000000;9501.000000;8499.000000;3148.000000;9199.000000;7596.000000;2499.000000;10339.000000;3802.000000;14108.000000;1509.000000;6411.000000;19849.000000;23353.000000;9271.000000;1142.000000;11145.000000;13372.000000;3395.000000;9521.000000;5975.000000;5830.000000;10464.000000;12540.000000;10637.000000;5138.000000;247.000000;10152.000000;4050.000000;315.000000;882.000000;11754.000000;9242.000000;11156.000000;873.000000;2.000000;3202.000000;2930.000000;4158.000000;4269.000000;11644.000000
18525.000000;59941.000000;311.000000;324.000000;7663.000000;2207.000000;29084.000000;383.000000;5567.000000;1655.000000;8301.000000;2262.000000;5945.000000;31.000000;11.000000;13412.000000;4044.000000;8277.000000;1259.000000;16173.000000;2573.000000;2843.000000;18241.000000;10099.000000;4516.000000;3510.000000;7595.000000;19651.000000;143.000000;2157.000000;3796.000000;2613.000000;5424.000000;8185.000000;22118.000000;4848.000000;25142.000000;44.000000;6359.000000;559.000000;1302.000000;2551.000000;332.000000;15105.000000;975.000000;5428.000000;576.000000;848.000000;2516.000000;417.000000;14850.000000;1966.000000;6769.000000;91.000000;9472.000000;913.000000;19776.000000;3277.000000;13325.000000;8315.000000;25367.000000;860.000000;2410.000000;222.000000;7067.000000;1942.000000;3559.000000;7849.000000;8234.000000;2860.000000;7417.000000;4943.000000;2426.000000;9170.000000;3801.000000;10300.000000;1397.000000;6816.000000;16490.000000;21012.000000;7719.000000;1077.000000;9245.000000;11125.000000;1900.000000;8257.000000;6218.000000;6592.000000;9487.000000;12841.000000;9581.000000;4337.000000;222.000000;9332.000000;3654.000000;292.000000;561.000000;11360.000000;10040.000000;14775.000000;785.000000;0.000000;2826.000000;2996.000000;3988.000000;3668.000000;9282.000000
44973.000000;135924.000000;921.000000;767.000000;18475.000000;5992.000000;68596.000000;413.000000;15297.000000;4044.000000;19313.000000;4883.000000;13729.000000;29.000000;27.000000;27819.000000;9489.000000;19568.000000;1468.000000;36007.000000;6697.000000;7938.000000;50234.000000;24474.000000;10412.000000;13002.000000;17016.000000;49218.000000;290.000000;3725.000000;9202.000000;6554.000000;12189.000000;20626.000000;51495.000000;11892.000000;62220.000000;69.000000;18892.000000;1235.000000;2673.000000;6340.000000;393.000000;35797.000000;991.000000;12522.000000;1538.000000;2423.000000;4665.000000;997.000000;38984.000000;5339.000000;20948.000000;141.000000;17247.000000;1320.000000;52539.000000;7967.000000;38530.000000;19042.000000;59046.000000;2011.000000;5991.000000;350.000000;16954.000000;4851.000000;7776.000000;20471.000000;21462.000000;7509.000000;19868.000000;12470.000000;5889.000000;23714.000000;7997.000000;24807.000000;3482.000000;20383.000000;43488.000000;52826.000000;24385.000000;2633.000000;21688.000000;26154.000000;4279.000000;21877.000000;15348.000000;17283.000000;23671.000000;27812.000000;25541.000000;9927.000000;276.000000;23455.000000;9330.000000;751.000000;906.000000;29203.000000;25276.000000;45442.000000;2085.000000;2.000000;7667.000000;7658.000000;9212.000000;9528.000000;29668.000000
