1110265.000000;1306135.000000;1548924.000000;391803.000000;2273668.000000;783111.000000;1458735.000000;315056.000000;332011.000000;1490259.000000;872465.000000;434845.000000;155635.000000;41643.000000;357122.000000;329750.000000;240893.000000;119172.000000;1430800.000000;49318.000000;734056.000000;595510.000000;134748.000000;452.000000;6778.000000;38012.000000;44857.000000;1016900.000000;402007.000000;434173.000000;1038131.000000;1221624.000000;1648117.000000;155390.000000;535660.000000
610.000000;12012.000000;3346.000000;6522.000000;580.000000;3333.000000;4112.000000;3794.000000;747.000000;2522.000000;6940.000000;8849.000000;1737.000000;584.000000;7260.000000;538.000000;5742.000000;275.000000;5537.000000;82.000000;1420.000000;2516.000000;105.000000;1.000000;22.000000;682.000000;626.000000;1304.000000;2336.000000;1739.000000;5586.000000;8351.000000;3739.000000;2167.000000;9931.000000
109450.000000;293747.000000;224368.000000;37769.000000;138065.000000;158151.000000;233878.000000;57594.000000;45114.000000;163292.000000;211506.000000;94830.000000;26671.000000;6361.000000;75902.000000;42215.000000;24936.000000;12586.000000;285080.000000;5895.000000;88495.000000;99266.000000;10790.000000;119.000000;937.000000;4128.000000;6798.000000;135781.000000;73091.000000;75522.000000;182103.000000;164619.000000;315701.000000;27446.000000;117466.000000
42706.000000;153045.000000;131044.000000;15863.000000;99253.000000;74304.000000;168143.000000;30352.000000;29069.000000;95781.000000;109036.000000;44221.000000;10542.000000;1810.000000;35789.000000;25216.000000;26816.000000;7997.000000;177260.000000;3768.000000;52463.000000;62420.000000;3624.000000;38.000000;391.000000;873.000000;2152.000000;77239.000000;39557.000000;41023.000000;92353.000000;97224.000000;157477.000000;10866.000000;87570.000000
29967.000000;105997.000000;97868.000000;10095.000000;80650.000000;60461.000000;114330.000000;20482.000000;22354.000000;72752.000000;83553.000000;34904.000000;8213.000000;1574.000000;28182.000000;21508.000000;3556.000000;4728.000000;119329.000000;2437.000000;42809.000000;37412.000000;3445.000000;18.000000;264.000000;350.000000;1866.000000;52385.000000;24123.000000;36715.000000;84479.000000;67675.000000;109339.000000;8773.000000;65185.000000
70453.000000;89471.000000;76581.000000;14850.000000;70039.000000;39347.000000;137068.000000;15775.000000;18559.000000;47230.000000;63110.000000;27158.000000;6631.000000;1276.000000;21554.000000;14687.000000;14478.000000;3528.000000;78606.000000;2067.000000;35398.000000;49301.000000;5108.000000;68.000000;233.000000;1401.000000;1394.000000;61099.000000;27166.000000;22438.000000;57167.000000;49790.000000;107139.000000;6583.000000;51996.000000
49342.000000;105377.000000;51986.000000;7053.000000;37768.000000;19078.000000;75892.000000;32081.000000;12505.000000;23628.000000;62684.000000;19090.000000;11358.000000;1823.000000;16682.000000;7846.000000;3879.000000;3673.000000;56642.000000;1185.000000;22228.000000;36682.000000;7520.000000;37.000000;324.000000;1180.000000;1887.000000;49906.000000;30685.000000;18746.000000;37255.000000;55063.000000;128432.000000;10602.000000;32850.000000
38848.000000;78198.000000;48975.000000;9206.000000;39770.000000;23067.000000;78713.000000;15672.000000;10298.000000;21029.000000;55433.000000;16022.000000;5535.000000;823.000000;13155.000000;6966.000000;4875.000000;3303.000000;47879.000000;948.000000;19400.000000;28663.000000;4478.000000;12.000000;200.000000;703.000000;951.000000;41908.000000;19827.000000;15609.000000;36704.000000;40347.000000;96336.000000;5499.000000;30199.000000
33165.000000;59941.000000;40907.000000;8555.000000;36719.000000;23211.000000;71009.000000;14959.000000;9380.000000;21089.000000;46306.000000;16282.000000;5122.000000;844.000000;12973.000000;6161.000000;5345.000000;2344.000000;39839.000000;673.000000;17765.000000;29260.000000;2753.000000;16.000000;191.000000;718.000000;873.000000;35573.000000;19078.000000;14749.000000;33591.000000;32612.000000;79536.000000;5120.000000;24238.000000
84941.000000;135924.000000;101560.000000;21604.000000;87121.000000;53339.000000;186879.000000;37527.000000;23438.000000;52721.000000;111992.000000;42772.000000;13481.000000;2151.000000;34578.000000;15570.000000;12552.000000;3520.000000;97707.000000;1625.000000;43295.000000;79884.000000;6780.000000;35.000000;271.000000;863.000000;2146.000000;84833.000000;52453.000000;33738.000000;74762.000000;87724.000000;187742.000000;12644.000000;69740.000000
