333554;294814;98810;25797;31327;90788;96190;93462;96475;86878;7666;39612;271714;210497;672581;882256;9225;27839;248783;201131;205513;80254;24985;20;296654;210574;23196;108295;264326;44620;288790;126062;55052;288162;55429;99956;86245;1586;20343;345130;154458;39168;609353;18966;165874;70295;1775;160195;125247;215631;28882;134320;199981;45044;140101;7924;37749;183156;59147;31;21551;247236;11109;225035;8103;207264;116836;401;18068;170736;89843;97;275493;8311;40565;64670;240077;52327;206063;121066;146051;30110;6304;96411;534443;63266;50997;91455;287903;274;126073;72628;1061184;45042;45008;40508;22949;90163;101030;199380;757928;165183;11723;104981;40163;99621;159642;450794;49099;93138
997;4812;1896;1436;898;110;323;847;1102;229;10;148;1329;276;182;205;107;11;131;70;899;413;393;0;745;1425;405;252;1159;936;698;30;4633;274;50;431;1559;2;29;168;105;358;117;44;90;176;1;464;114;953;1354;56;165;148;283;39;36;495;1110;0;44;2119;15;34;21;2729;61;0;17;628;279;0;1649;53;537;65;692;65;2474;1139;2022;36;10;71;189;19;214;360;587;1;822;277;76;169;48;9;1165;1134;1787;1948;102;455;110;824;325;1701;291;69;81;43
33654;100804;18639;850;5092;14964;18465;15236;20372;6030;369;6288;56310;29840;41281;64485;1108;2599;16915;14785;45898;13125;3603;1;70472;45116;3402;14567;51653;6551;55210;8839;8037;36886;2364;16401;19266;131;1500;24425;14702;6262;36819;1868;13270;6689;116;31561;8728;48658;982;10032;18938;6368;19879;349;1990;33608;8659;1;2447;38346;732;10227;624;42015;5462;34;1119;41441;18670;2;50713;359;5339;8658;54024;4275;14227;21252;23985;2118;413;8849;38209;6234;7893;15341;51553;22;8624;10426;36808;5817;4069;1040;996;14960;18073;43521;37391;24517;1293;19681;6495;23102;10395;32093;4098;9733
22205;52236;10343;111;2219;17093;9018;11041;15371;4552;0;3590;51810;22150;28714;39476;270;2718;9149;12569;22850;6997;1194;1;53752;24606;1109;9246;47391;2624;38378;8329;3153;21407;2220;8091;13135;78;1052;15093;13139;2650;38609;807;9129;4687;56;28300;5632;20185;24;8909;16278;3583;13366;1;1213;25400;3639;0;1101;27661;214;5650;348;20835;1884;13;421;21360;8938;0;30542;3;2815;6543;43451;3461;3258;9418;20149;1016;225;6018;26938;5620;4195;7334;30729;14;9810;6826;35981;3301;2998;249;180;11516;10406;30163;29228;24085;394;9803;2642;14163;6510;19815;1768;8158
16554;33366;10106;228;2109;2012;5416;7654;12666;3596;72;3282;36702;22043;23404;35777;363;1618;6045;9987;23112;7514;1305;0;33560;22520;1188;9551;32774;2465;23833;6567;2600;19169;625;7553;11064;55;789;10515;9907;2418;28496;729;7658;3436;64;19156;5172;16139;305;6885;12965;3267;13280;78;1227;24497;2878;1;1069;23469;356;4683;259;17500;2184;25;598;16467;6350;1;16814;92;2386;6022;26757;1974;2656;7839;14639;1166;208;4869;19800;4428;3870;6586;17387;8;1198;6276;29839;3150;2361;666;295;8652;10474;24435;25850;17546;519;8222;2476;12179;4222;17058;1917;6783
11459;22415;8630;1269;1191;1433;6784;8271;9220;3382;278;2201;29631;10875;40038;32868;235;1129;12859;8768;14545;4445;840;3;31032;17890;653;6398;28791;1634;19210;5192;2307;9623;465;5073;8729;32;476;19925;6221;1816;20989;650;5502;1844;41;15937;3765;10587;1610;6462;7933;2284;7961;166;802;11775;2177;9;793;4242;287;6775;193;14706;5361;29;539;12244;5049;11;14628;176;1852;3135;23788;1123;6673;6185;12407;1231;134;5153;12762;2800;2550;4429;28453;19;13788;4092;33163;2210;1757;1091;994;8022;8956;18381;32668;15383;368;6433;1698;9921;3403;16600;2254;3571
12689;46426;5826;372;2600;1754;7589;7104;6382;1515;124;1637;20714;4111;19391;5551;269;241;8424;2578;4520;2777;1361;0;28141;8517;1078;3441;19031;1869;24378;1169;1800;1993;1181;2967;6109;52;432;12448;3436;3116;3083;492;1945;1198;69;7646;1919;3931;345;2105;3707;1499;4431;134;596;6908;1918;1;556;2056;329;1188;198;5636;6277;17;664;12582;5982;9;14047;137;4646;1115;21875;1006;2518;3101;10251;1907;173;3185;2362;607;2038;3514;16135;10;1092;2322;6845;1977;664;991;365;6270;5686;11065;10195;5967;333;9187;2657;6413;733;7358;3877;1308
9146;31464;3526;161;769;1376;4684;3482;6133;1618;2;832;19654;4127;17525;6629;128;181;5737;2658;5374;2097;572;0;20776;9653;482;2845;17399;863;15378;1426;1187;1751;555;2398;4746;44;478;8889;2691;1488;3527;353;1464;1305;28;7607;1317;4144;98;2123;2837;1024;3906;9;424;6800;1133;0;322;1921;177;1303;80;6133;4173;7;389;9948;4381;0;12487;3;1447;762;16774;638;3856;2676;6087;1027;74;2349;2080;500;1183;2980;11383;0;988;1278;11308;1153;561;607;152;2849;3349;10718;13277;6931;171;5552;1249;6112;744;9289;1983;1048
6353;22080;3101;317;790;140;4063;3437;4767;1838;13;1053;15137;4699;13481;7109;106;199;4600;2595;5531;2284;467;0;15975;7784;358;2729;14882;936;10716;1307;1422;2771;340;2484;4057;27;184;7456;2101;1282;3097;341;1432;1352;27;7437;1183;5303;346;2208;2792;993;3757;13;322;6280;1325;0;343;2201;181;1975;97;7010;2048;10;317;8206;3822;0;10250;23;1290;933;13117;506;4098;3176;4441;704;64;2229;3116;514;1363;2714;13726;4;1646;1790;13086;1105;574;326;230;2750;3064;7116;11788;6309;130;4463;1167;5270;485;7279;1343;1220
15411;50966;8834;437;2321;706;12418;10336;12310;3803;1;2614;39977;10576;35188;18552;264;711;15463;6900;12823;5060;1267;0;42255;18416;1067;6687;38298;2614;28788;3803;3710;9344;568;6196;11566;40;331;20753;5679;3172;10066;979;3938;2659;33;19119;2745;13686;154;5532;7920;2943;10026;9;757;14280;3497;0;920;5666;359;4323;167;19221;4800;1;614;19838;9444;0;31675;24;3597;3014;34821;930;11565;8266;13393;1634;100;5988;7860;2121;3535;6481;40180;5;12145;4530;28855;3141;1559;560;389;8612;8920;20543;25852;17191;331;12090;3010;13953;1981;14722;3148;3960
