644947.000000;1306135.000000;31445.000000;817019.000000;122408.000000;192044.000000;433639.000000;285380.000000;364632.000000;850209.000000;201729.000000;549712.000000;80461.000000;29971.000000;531647.000000;270521.000000;181859.000000;331820.000000;53.000000;174047.000000;271418.000000;309430.000000;514900.000000;21394.000000;194388.000000;37443.000000;284564.000000;559417.000000;409389.000000;23849.000000;311460.000000;127379.000000;366.000000;580958.000000;1058232.000000;9344.000000;330840.000000;509405.000000;102346.000000;693145.000000;209334.000000;268919.000000;150205.000000;57292.000000;250.000000;110845.000000;353477.000000;262395.000000;608609.000000;259662.000000;477290.000000;102368.000000;68000.000000;562421.000000;210159.000000;113423.000000;126093.000000;27696.000000;58530.000000;354079.000000;111538.000000;145523.000000;1626.000000;315645.000000;168082.000000;20219.000000;70344.000000;857037.000000;558482.000000;865970.000000;2555.000000;18722.000000;126528.000000;34916.000000;194369.000000;624451.000000;56132.000000;13585.000000;346254.000000;51185.000000;125159.000000;45139.000000;164172.000000
2145.000000;12012.000000;69.000000;1840.000000;634.000000;1073.000000;486.000000;778.000000;615.000000;1918.000000;3140.000000;1526.000000;168.000000;55.000000;577.000000;303.000000;470.000000;284.000000;0.000000;520.000000;2652.000000;605.000000;3024.000000;263.000000;289.000000;12.000000;2519.000000;4783.000000;1695.000000;325.000000;699.000000;519.000000;0.000000;3787.000000;107.000000;31.000000;5313.000000;4020.000000;761.000000;121.000000;2760.000000;410.000000;882.000000;143.000000;2.000000;243.000000;146.000000;1027.000000;1276.000000;4536.000000;1812.000000;158.000000;96.000000;453.000000;363.000000;3444.000000;6060.000000;62.000000;1273.000000;4837.000000;92.000000;199.000000;3.000000;2264.000000;749.000000;334.000000;179.000000;1006.000000;384.000000;668.000000;9.000000;350.000000;3549.000000;120.000000;1105.000000;986.000000;5334.000000;29.000000;1976.000000;1322.000000;2480.000000;149.000000;2239.000000
106733.000000;293747.000000;3188.000000;117458.000000;23825.000000;35646.000000;56994.000000;41660.000000;56598.000000;154686.000000;46970.000000;93058.000000;10039.000000;3602.000000;74312.000000;33578.000000;21815.000000;31179.000000;12.000000;29661.000000;63283.000000;36089.000000;110049.000000;3489.000000;19403.000000;2293.000000;48483.000000;118953.000000;108099.000000;3887.000000;26771.000000;12408.000000;84.000000;81241.000000;35342.000000;1246.000000;72770.000000;56745.000000;18384.000000;33821.000000;110259.000000;31007.000000;28258.000000;6847.000000;64.000000;14078.000000;27152.000000;49334.000000;123193.000000;20068.000000;80322.000000;12447.000000;8018.000000;77423.000000;20896.000000;23066.000000;28611.000000;3413.000000;10670.000000;83280.000000;10504.000000;21504.000000;253.000000;53558.000000;29252.000000;2142.000000;5373.000000;86673.000000;53108.000000;98072.000000;354.000000;2095.000000;23061.000000;5745.000000;36915.000000;110767.000000;3425.000000;1472.000000;87630.000000;9040.000000;23583.000000;6501.000000;32638.000000
62755.000000;153045.000000;1753.000000;65792.000000;11700.000000;17549.000000;29001.000000;37200.000000;30419.000000;82400.000000;33469.000000;63654.000000;4310.000000;1137.000000;36834.000000;15353.000000;25215.000000;19928.000000;1.000000;16122.000000;31114.000000;22084.000000;54608.000000;935.000000;10654.000000;575.000000;35039.000000;73181.000000;49720.000000;1192.000000;14736.000000;7974.000000;13.000000;48943.000000;36611.000000;554.000000;33402.000000;39880.000000;8052.000000;18100.000000;72804.000000;16667.000000;12969.000000;4570.000000;29.000000;8070.000000;9066.000000;40522.000000;64801.000000;7008.000000;46057.000000;8374.000000;5536.000000;35342.000000;13191.000000;10694.000000;19130.000000;1073.000000;3826.000000;45350.000000;4321.000000;12476.000000;97.000000;38602.000000;15771.000000;478.000000;4559.000000;53649.000000;31255.000000;62230.000000;153.000000;446.000000;11749.000000;2462.000000;19299.000000;58726.000000;1392.000000;734.000000;38461.000000;3179.000000;9844.000000;2982.000000;14337.000000
53860.000000;105997.000000;1131.000000;49055.000000;9187.000000;16767.000000;14586.000000;24865.000000;16283.000000;56344.000000;26725.000000;46502.000000;3145.000000;1101.000000;30944.000000;11988.000000;2969.000000;14716.000000;2.000000;15060.000000;24687.000000;18246.000000;51898.000000;821.000000;8897.000000;667.000000;22798.000000;45905.000000;31970.000000;1030.000000;8352.000000;5479.000000;13.000000;31076.000000;27023.000000;350.000000;26746.000000;33787.000000;5780.000000;19003.000000;42160.000000;13277.000000;8560.000000;2388.000000;10.000000;5964.000000;7205.000000;27263.000000;43402.000000;4745.000000;37848.000000;5990.000000;4190.000000;29095.000000;11453.000000;7967.000000;15209.000000;1005.000000;3077.000000;35548.000000;3264.000000;11247.000000;54.000000;25293.000000;13480.000000;194.000000;1335.000000;36459.000000;26226.000000;51601.000000;120.000000;180.000000;7627.000000;2092.000000;12921.000000;37497.000000;616.000000;527.000000;31329.000000;2571.000000;7520.000000;2394.000000;11120.000000
33790.000000;89471.000000;1355.000000;46639.000000;6525.000000;10167.000000;36286.000000;25453.000000;29894.000000;45906.000000;20830.000000;54255.000000;3827.000000;1074.000000;17571.000000;15435.000000;10856.000000;15103.000000;10.000000;8735.000000;18519.000000;13807.000000;30539.000000;686.000000;6625.000000;971.000000;25179.000000;38618.000000;28020.000000;800.000000;12106.000000;5153.000000;49.000000;19949.000000;27105.000000;324.000000;21560.000000;18004.000000;5229.000000;37785.000000;29295.000000;10597.000000;8120.000000;1776.000000;37.000000;4593.000000;20147.000000;24818.000000;46223.000000;11227.000000;24392.000000;5182.000000;2755.000000;25880.000000;8881.000000;5470.000000;11236.000000;1012.000000;2035.000000;28694.000000;5352.000000;6840.000000;57.000000;28639.000000;9999.000000;600.000000;1654.000000;25609.000000;20175.000000;27106.000000;76.000000;548.000000;5606.000000;1504.000000;10479.000000;48067.000000;3389.000000;412.000000;18708.000000;1783.000000;5334.000000;2093.000000;8139.000000
29070.000000;105377.000000;855.000000;18902.000000;8009.000000;8631.000000;20213.000000;12102.000000;20801.000000;59961.000000;13862.000000;31165.000000;8264.000000;1978.000000;8979.000000;12090.000000;2580.000000;9748.000000;2.000000;7210.000000;16389.000000;7347.000000;20411.000000;925.000000;5103.000000;1211.000000;15961.000000;42252.000000;41165.000000;934.000000;5538.000000;3137.000000;25.000000;31160.000000;11685.000000;353.000000;10596.000000;6008.000000;8719.000000;14683.000000;22481.000000;5544.000000;11941.000000;1837.000000;15.000000;2927.000000;15111.000000;13063.000000;50059.000000;4383.000000;23159.000000;3091.000000;1152.000000;19172.000000;4499.000000;8949.000000;8085.000000;1653.000000;3436.000000;19318.000000;8669.000000;3752.000000;87.000000;17354.000000;8710.000000;600.000000;1413.000000;13013.000000;13802.000000;19788.000000;144.000000;587.000000;11164.000000;1417.000000;18537.000000;43560.000000;1198.000000;493.000000;9053.000000;2935.000000;5024.000000;1900.000000;6493.000000
25758.000000;78198.000000;950.000000;17164.000000;5568.000000;7761.000000;16990.000000;13434.000000;16965.000000;44646.000000;12930.000000;33642.000000;4050.000000;918.000000;9176.000000;9416.000000;3888.000000;8437.000000;2.000000;5631.000000;14235.000000;6841.000000;20552.000000;382.000000;3949.000000;621.000000;12751.000000;36211.000000;32483.000000;466.000000;6371.000000;3386.000000;9.000000;23033.000000;14813.000000;235.000000;11427.000000;4819.000000;4517.000000;15020.000000;18502.000000;5098.000000;7263.000000;1648.000000;5.000000;3479.000000;11449.000000;13810.000000;38268.000000;5564.000000;18969.000000;2543.000000;919.000000;19743.000000;4145.000000;4355.000000;7058.000000;812.000000;1663.000000;17759.000000;4920.000000;3202.000000;52.000000;14626.000000;6879.000000;358.000000;1650.000000;11274.000000;13065.000000;16894.000000;69.000000;371.000000;5086.000000;1004.000000;10778.000000;34070.000000;888.000000;398.000000;11318.000000;1386.000000;3822.000000;1313.000000;5431.000000
21745.000000;59941.000000;593.000000;14712.000000;5363.000000;6843.000000;20728.000000;12904.000000;18450.000000;35826.000000;10219.000000;28056.000000;3107.000000;853.000000;10144.000000;8334.000000;3854.000000;7765.000000;0.000000;5778.000000;12029.000000;6075.000000;19940.000000;384.000000;3099.000000;434.000000;11588.000000;26995.000000;27726.000000;428.000000;5362.000000;3067.000000;15.000000;18359.000000;13318.000000;154.000000;12680.000000;5153.000000;4088.000000;12192.000000;13729.000000;4384.000000;6674.000000;1152.000000;13.000000;2440.000000;8343.000000;13216.000000;33327.000000;5477.000000;16444.000000;2375.000000;837.000000;17439.000000;3743.000000;4628.000000;6195.000000;691.000000;1588.000000;14299.000000;3206.000000;2919.000000;55.000000;13449.000000;5929.000000;357.000000;1384.000000;10873.000000;11556.000000;16071.000000;67.000000;320.000000;4879.000000;921.000000;9905.000000;28828.000000;1404.000000;312.000000;11228.000000;1350.000000;3868.000000;1260.000000;5461.000000
55315.000000;135924.000000;940.000000;39051.000000;12323.000000;16130.000000;58260.000000;32549.000000;50334.000000;86574.000000;27305.000000;69848.000000;7911.000000;1929.000000;25667.000000;19333.000000;10067.000000;17828.000000;5.000000;12811.000000;31255.000000;15837.000000;41978.000000;1114.000000;7016.000000;1008.000000;35529.000000;77531.000000;63085.000000;1086.000000;11466.000000;5887.000000;20.000000;48259.000000;31679.000000;320.000000;31003.000000;13621.000000;10961.000000;30469.000000;32676.000000;10647.000000;17157.000000;1766.000000;18.000000;4516.000000;20979.000000;32520.000000;77586.000000;16704.000000;40459.000000;5837.000000;2387.000000;35603.000000;9295.000000;10837.000000;17187.000000;1670.000000;4235.000000;40446.000000;8117.000000;7894.000000;81.000000;40092.000000;16159.000000;428.000000;1713.000000;27984.000000;27282.000000;37875.000000;99.000000;414.000000;12440.000000;2211.000000;24749.000000;69748.000000;1383.000000;386.000000;27716.000000;3253.000000;9640.000000;3262.000000;13233.000000
