609644.000000;1306135.000000;564455.000000;352783.000000;41548.000000;252557.000000;565672.000000;752848.000000;11852.000000;19157.000000;270089.000000;380179.000000;560599.000000;106661.000000;24279.000000;304.000000;521522.000000;1030.000000;36723.000000;9905.000000;370426.000000;465563.000000;114757.000000;174508.000000;628175.000000;11055.000000;120460.000000;189860.000000;270037.000000;220179.000000;673967.000000;459131.000000;300799.000000;272553.000000;48.000000;309269.000000;276269.000000;18743.000000;94950.000000;174666.000000;152632.000000;46248.000000;78990.000000;324284.000000;544729.000000;109076.000000;19880.000000;11671.000000;162825.000000;149657.000000;82405.000000;430679.000000;371748.000000;261770.000000;39095.000000;82978.000000;135618.000000;425014.000000;233982.000000;125142.000000;65563.000000;249411.000000;253559.000000;21546.000000;117921.000000;62507.000000;178983.000000;222977.000000;77248.000000;55585.000000;38708.000000;736333.000000;71780.000000;625031.000000;75711.000000;30032.000000;73752.000000;199883.000000;497736.000000;117743.000000;864360.000000;30639.000000;342621.000000;77529.000000;547168.000000;154087.000000;30092.000000;126815.000000;273914.000000;5907.000000;183682.000000;1659.000000;47382.000000;156576.000000;130618.000000;597487.000000;250446.000000;133254.000000
468.000000;12012.000000;826.000000;3520.000000;54.000000;2904.000000;55.000000;1454.000000;214.000000;230.000000;299.000000;376.000000;889.000000;789.000000;39.000000;1.000000;2251.000000;2.000000;750.000000;28.000000;1199.000000;998.000000;1018.000000;290.000000;281.000000;93.000000;3599.000000;1888.000000;3741.000000;3633.000000;3319.000000;840.000000;107.000000;806.000000;0.000000;1556.000000;764.000000;236.000000;422.000000;292.000000;5645.000000;935.000000;2092.000000;678.000000;3081.000000;443.000000;39.000000;255.000000;515.000000;2756.000000;64.000000;145.000000;4202.000000;1509.000000;3279.000000;141.000000;2132.000000;694.000000;2205.000000;868.000000;105.000000;1302.000000;624.000000;44.000000;164.000000;114.000000;424.000000;170.000000;1430.000000;215.000000;3653.000000;1064.000000;444.000000;561.000000;739.000000;102.000000;138.000000;1341.000000;3200.000000;344.000000;91.000000;1950.000000;982.000000;408.000000;4251.000000;241.000000;7.000000;246.000000;1902.000000;23.000000;1377.000000;3.000000;116.000000;803.000000;339.000000;583.000000;400.000000;1826.000000
57809.000000;293747.000000;108822.000000;76892.000000;5037.000000;112484.000000;18222.000000;83840.000000;1190.000000;3152.000000;26179.000000;50842.000000;89422.000000;19433.000000;2806.000000;83.000000;97623.000000;181.000000;6833.000000;1105.000000;51089.000000;70616.000000;7272.000000;21905.000000;46048.000000;1569.000000;26291.000000;32414.000000;63851.000000;22660.000000;118362.000000;72580.000000;20322.000000;40751.000000;10.000000;80081.000000;47391.000000;3105.000000;17213.000000;17116.000000;32675.000000;8281.000000;15542.000000;27940.000000;101824.000000;10399.000000;2150.000000;1214.000000;24351.000000;34794.000000;7105.000000;35782.000000;82064.000000;68114.000000;3462.000000;10525.000000;26655.000000;71510.000000;52348.000000;25196.000000;7374.000000;46396.000000;35750.000000;2547.000000;14985.000000;4615.000000;30801.000000;20457.000000;16503.000000;10051.000000;3130.000000;101031.000000;12426.000000;77494.000000;14555.000000;3846.000000;7690.000000;31992.000000;110061.000000;16699.000000;36948.000000;1956.000000;89553.000000;13033.000000;54753.000000;14816.000000;1783.000000;22151.000000;45569.000000;806.000000;35612.000000;270.000000;5687.000000;32892.000000;21091.000000;89552.000000;29971.000000;26547.000000
32157.000000;153045.000000;53905.000000;57047.000000;3622.000000;72394.000000;13446.000000;58008.000000;281.000000;829.000000;15329.000000;22806.000000;45281.000000;9216.000000;832.000000;28.000000;52909.000000;53.000000;2360.000000;535.000000;30159.000000;48455.000000;8200.000000;13457.000000;32053.000000;226.000000;20005.000000;23769.000000;33981.000000;5546.000000;70237.000000;48684.000000;6570.000000;37423.000000;1.000000;38096.000000;37579.000000;912.000000;9007.000000;10879.000000;16186.000000;2896.000000;7511.000000;15155.000000;60190.000000;6748.000000;1094.000000;317.000000;13953.000000;24978.000000;2804.000000;15877.000000;37642.000000;29509.000000;1175.000000;6988.000000;11327.000000;34608.000000;25942.000000;12538.000000;2947.000000;24266.000000;21119.000000;771.000000;9225.000000;4218.000000;14346.000000;12624.000000;7377.000000;4494.000000;1017.000000;48503.000000;5112.000000;50183.000000;5863.000000;1642.000000;4643.000000;22685.000000;59774.000000;19471.000000;33573.000000;776.000000;40697.000000;7096.000000;34952.000000;8316.000000;417.000000;12082.000000;28082.000000;352.000000;19886.000000;87.000000;3792.000000;14423.000000;10273.000000;47955.000000;16031.000000;11455.000000
23004.000000;105997.000000;33329.000000;41782.000000;2546.000000;43412.000000;12980.000000;37996.000000;135.000000;739.000000;13009.000000;10685.000000;37786.000000;8868.000000;867.000000;9.000000;49609.000000;29.000000;1942.000000;373.000000;22034.000000;33051.000000;1245.000000;10899.000000;24986.000000;106.000000;16016.000000;15514.000000;27086.000000;4878.000000;43178.000000;33267.000000;5743.000000;25259.000000;2.000000;25179.000000;24650.000000;825.000000;7493.000000;9579.000000;11291.000000;2418.000000;5024.000000;9284.000000;51446.000000;4458.000000;736.000000;110.000000;11414.000000;19638.000000;2262.000000;14266.000000;31972.000000;23265.000000;843.000000;4972.000000;8863.000000;30155.000000;21085.000000;11185.000000;2349.000000;22064.000000;18024.000000;724.000000;8012.000000;1061.000000;7906.000000;9200.000000;5770.000000;3728.000000;696.000000;39576.000000;3651.000000;40151.000000;4359.000000;1365.000000;3067.000000;13904.000000;36103.000000;2233.000000;25408.000000;316.000000;25937.000000;5496.000000;28641.000000;6621.000000;488.000000;11729.000000;18213.000000;211.000000;11790.000000;87.000000;1980.000000;10612.000000;7379.000000;36784.000000;12689.000000;8680.000000
16533.000000;89471.000000;44021.000000;32021.000000;1676.000000;31146.000000;25028.000000;27931.000000;274.000000;612.000000;10647.000000;30723.000000;35871.000000;5097.000000;859.000000;47.000000;27801.000000;56.000000;1230.000000;286.000000;16507.000000;43490.000000;13894.000000;7718.000000;20601.000000;337.000000;11604.000000;16926.000000;22366.000000;6351.000000;25748.000000;41994.000000;16491.000000;24915.000000;10.000000;21697.000000;25213.000000;665.000000;5637.000000;7350.000000;8500.000000;1653.000000;3824.000000;11783.000000;32161.000000;4217.000000;870.000000;275.000000;8340.000000;16308.000000;3702.000000;28366.000000;24594.000000;13719.000000;1478.000000;4080.000000;6247.000000;16854.000000;16055.000000;6619.000000;2991.000000;14292.000000;12504.000000;744.000000;5139.000000;1419.000000;11383.000000;11273.000000;3810.000000;2664.000000;1644.000000;41139.000000;3446.000000;19877.000000;3414.000000;1290.000000;2893.000000;16797.000000;32104.000000;2167.000000;20596.000000;1772.000000;23441.000000;4698.000000;15957.000000;4931.000000;711.000000;6505.000000;23583.000000;208.000000;10039.000000;72.000000;1492.000000;8332.000000;8025.000000;30579.000000;10023.000000;6306.000000
7656.000000;105377.000000;42092.000000;20864.000000;715.000000;22265.000000;8979.000000;15182.000000;337.000000;817.000000;6156.000000;17723.000000;14138.000000;4678.000000;1457.000000;25.000000;18538.000000;58.000000;2117.000000;388.000000;11623.000000;24308.000000;1336.000000;4064.000000;12799.000000;391.000000;8521.000000;11119.000000;14266.000000;3655.000000;40199.000000;24986.000000;13210.000000;11796.000000;1.000000;28601.000000;13135.000000;719.000000;4863.000000;3564.000000;7463.000000;2620.000000;7778.000000;6084.000000;29479.000000;2625.000000;627.000000;340.000000;7153.000000;10100.000000;5979.000000;12611.000000;11479.000000;6863.000000;1248.000000;2557.000000;5584.000000;8001.000000;13105.000000;7171.000000;5770.000000;11641.000000;9780.000000;1194.000000;2427.000000;1237.000000;13763.000000;6192.000000;6995.000000;2742.000000;1101.000000;37546.000000;6055.000000;16248.000000;6105.000000;1108.000000;1652.000000;11742.000000;50638.000000;1994.000000;10832.000000;623.000000;36651.000000;5680.000000;8496.000000;3821.000000;915.000000;4393.000000;15386.000000;251.000000;20457.000000;93.000000;1599.000000;11341.000000;9309.000000;25293.000000;5277.000000;5037.000000
6365.000000;78198.000000;31947.000000;20901.000000;546.000000;18343.000000;10375.000000;13856.000000;177.000000;333.000000;5636.000000;14569.000000;13933.000000;4636.000000;697.000000;5.000000;17951.000000;32.000000;1045.000000;274.000000;9691.000000;24784.000000;2076.000000;3786.000000;11976.000000;319.000000;7450.000000;7876.000000;13246.000000;4812.000000;30321.000000;24424.000000;9662.000000;13146.000000;2.000000;24177.000000;13754.000000;355.000000;3726.000000;3319.000000;4786.000000;1253.000000;3461.000000;6806.000000;25431.000000;2931.000000;545.000000;190.000000;5731.000000;9562.000000;3355.000000;11400.000000;13241.000000;8704.000000;825.000000;2057.000000;4260.000000;8750.000000;11505.000000;5264.000000;3045.000000;10760.000000;8189.000000;573.000000;2075.000000;1418.000000;9646.000000;5475.000000;3520.000000;1964.000000;845.000000;30197.000000;3114.000000;12992.000000;2963.000000;771.000000;2233.000000;7951.000000;38584.000000;2623.000000;12670.000000;395.000000;26640.000000;3590.000000;6063.000000;3156.000000;449.000000;3694.000000;14097.000000;179.000000;10981.000000;44.000000;1455.000000;8784.000000;6153.000000;24291.000000;4949.000000;4245.000000
6682.000000;59941.000000;26689.000000;14430.000000;495.000000;13984.000000;8613.000000;10939.000000;201.000000;337.000000;5273.000000;18269.000000;12820.000000;4070.000000;634.000000;12.000000;18030.000000;36.000000;957.000000;206.000000;8078.000000;23467.000000;3037.000000;3198.000000;11947.000000;152.000000;6025.000000;8037.000000;10659.000000;4572.000000;24066.000000;23438.000000;6299.000000;12412.000000;0.000000;20319.000000;13853.000000;333.000000;3268.000000;2987.000000;5011.000000;1193.000000;3418.000000;5654.000000;22479.000000;2582.000000;338.000000;198.000000;5776.000000;8062.000000;2087.000000;9813.000000;14139.000000;8313.000000;1049.000000;1907.000000;4348.000000;9788.000000;9949.000000;5155.000000;2161.000000;9266.000000;6607.000000;499.000000;1869.000000;1208.000000;9026.000000;5124.000000;3575.000000;1828.000000;1025.000000;25150.000000;2806.000000;11654.000000;2832.000000;762.000000;1460.000000;8523.000000;29640.000000;1764.000000;10962.000000;695.000000;22561.000000;3164.000000;5463.000000;2463.000000;318.000000;3550.000000;11249.000000;109.000000;10040.000000;58.000000;1030.000000;7480.000000;5434.000000;20888.000000;4202.000000;4428.000000
16552.000000;135924.000000;63775.000000;41240.000000;1427.000000;34026.000000;21126.000000;32606.000000;225.000000;1010.000000;12364.000000;54064.000000;29644.000000;7584.000000;1423.000000;26.000000;38512.000000;52.000000;2484.000000;300.000000;21078.000000;58057.000000;12703.000000;9340.000000;27161.000000;272.000000;16588.000000;23840.000000;30655.000000;12508.000000;62900.000000;58191.000000;15497.000000;31678.000000;2.000000;47171.000000;34782.000000;842.000000;9106.000000;7376.000000;14648.000000;2959.000000;8341.000000;11652.000000;53267.000000;4798.000000;636.000000;225.000000;12872.000000;21250.000000;5130.000000;23919.000000;33548.000000;21145.000000;1793.000000;4683.000000;11005.000000;24570.000000;25046.000000;11234.000000;5470.000000;23481.000000;17338.000000;1184.000000;5360.000000;1415.000000;22817.000000;11960.000000;7715.000000;4444.000000;1691.000000;57751.000000;7311.000000;27373.000000;7704.000000;1972.000000;2308.000000;25382.000000;80524.000000;1637.000000;26715.000000;695.000000;49655.000000;8523.000000;15727.000000;5241.000000;758.000000;8574.000000;35324.000000;207.000000;26712.000000;64.000000;1447.000000;17373.000000;13044.000000;45769.000000;9927.000000;10488.000000
