135125.000000;1306135.000000;145263.000000;168088.000000;107108.000000;7510.000000;536373.000000;78709.000000;14460.000000;136790.000000;1240.000000;49912.000000;287106.000000;576131.000000;51038.000000;198271.000000;285860.000000;307882.000000;459728.000000;96444.000000;356246.000000;19826.000000;105729.000000;129269.000000;374415.000000;455800.000000;371287.000000;105520.000000;288041.000000;494038.000000;34732.000000;108573.000000;177281.000000;182617.000000;57693.000000;292609.000000;551264.000000;9051.000000;132509.000000;20222.000000;144754.000000;137636.000000;49309.000000;486580.000000;52.000000;255072.000000;403431.000000;31857.000000;52855.000000;48937.000000;23378.000000;121625.000000;344905.000000;601092.000000;442594.000000;20417.000000;208908.000000;487294.000000;122975.000000;8874.000000;133288.000000;249702.000000;62409.000000;216755.000000;29610.000000;5392.000000;52640.000000;181858.000000;403755.000000;43762.000000;21927.000000;256301.000000;717098.000000;464043.000000;24431.000000;59641.000000;310374.000000;5916.000000;40081.000000;232.000000;232.000000;523917.000000;269746.000000;70944.000000;176704.000000;117788.000000;47816.000000;227205.000000;98961.000000;32245.000000;277196.000000;118342.000000;233578.000000;275050.000000;65254.000000;63498.000000;16924.000000;103988.000000;123905.000000;25119.000000;1416.000000;16060.000000;261967.000000;62127.000000;600936.000000;144517.000000;323092.000000;148328.000000;5525.000000;88510.000000;19417.000000;149405.000000;283810.000000;288663.000000;78080.000000;147208.000000;144864.000000;85286.000000;166328.000000;185118.000000;152073.000000;113168.000000;226060.000000
2600.000000;12012.000000;885.000000;479.000000;196.000000;27.000000;622.000000;154.000000;182.000000;1168.000000;2.000000;318.000000;917.000000;107.000000;1125.000000;372.000000;3078.000000;1571.000000;954.000000;2532.000000;1000.000000;48.000000;575.000000;1918.000000;1478.000000;294.000000;2233.000000;2366.000000;605.000000;730.000000;40.000000;2613.000000;353.000000;435.000000;375.000000;565.000000;1832.000000;93.000000;950.000000;1250.000000;804.000000;703.000000;93.000000;920.000000;0.000000;137.000000;329.000000;108.000000;54.000000;1222.000000;83.000000;209.000000;864.000000;1732.000000;2575.000000;36.000000;305.000000;468.000000;149.000000;69.000000;363.000000;2551.000000;95.000000;1726.000000;511.000000;19.000000;269.000000;743.000000;2921.000000;1271.000000;1086.000000;542.000000;66.000000;729.000000;7.000000;133.000000;198.000000;149.000000;5065.000000;0.000000;2.000000;67.000000;497.000000;202.000000;1694.000000;1948.000000;1008.000000;310.000000;139.000000;606.000000;139.000000;816.000000;62.000000;573.000000;310.000000;42.000000;21.000000;3784.000000;1594.000000;54.000000;3.000000;151.000000;919.000000;122.000000;214.000000;1054.000000;3119.000000;249.000000;109.000000;444.000000;1156.000000;212.000000;266.000000;2188.000000;3480.000000;870.000000;1080.000000;729.000000;635.000000;3740.000000;205.000000;478.000000;1998.000000
90201.000000;293747.000000;40428.000000;20482.000000;19486.000000;1012.000000;73771.000000;8420.000000;2404.000000;28416.000000;207.000000;8780.000000;42335.000000;24795.000000;9223.000000;29370.000000;64541.000000;66705.000000;76404.000000;15857.000000;59300.000000;2160.000000;19749.000000;28932.000000;99789.000000;46989.000000;77920.000000;24917.000000;25579.000000;63292.000000;4157.000000;15630.000000;32622.000000;24993.000000;10313.000000;41921.000000;76063.000000;1251.000000;18662.000000;1285.000000;29078.000000;29529.000000;6600.000000;74715.000000;12.000000;27575.000000;64368.000000;5179.000000;5691.000000;10277.000000;2888.000000;18700.000000;56805.000000;101093.000000;44623.000000;2126.000000;20236.000000;74617.000000;12577.000000;1237.000000;19372.000000;62018.000000;8103.000000;35648.000000;5738.000000;640.000000;9213.000000;32514.000000;68494.000000;8606.000000;1504.000000;44470.000000;27804.000000;49914.000000;1454.000000;6731.000000;33180.000000;566.000000;2872.000000;56.000000;60.000000;20391.000000;54854.000000;10968.000000;39337.000000;27514.000000;9055.000000;25837.000000;12701.000000;5836.000000;25463.000000;22676.000000;13712.000000;35500.000000;11932.000000;4726.000000;1880.000000;18972.000000;27367.000000;2641.000000;228.000000;2632.000000;89330.000000;4586.000000;55893.000000;28871.000000;38308.000000;14587.000000;628.000000;16963.000000;1235.000000;18435.000000;36382.000000;60403.000000;17215.000000;6739.000000;21367.000000;18121.000000;27375.000000;46381.000000;14537.000000;11016.000000;48087.000000
64802.000000;153045.000000;17003.000000;23899.000000;10556.000000;443.000000;34047.000000;5043.000000;623.000000;12384.000000;68.000000;4957.000000;24295.000000;22212.000000;3458.000000;16255.000000;32710.000000;33820.000000;38886.000000;5593.000000;43430.000000;1168.000000;10226.000000;14531.000000;58128.000000;24071.000000;47369.000000;18017.000000;14496.000000;37109.000000;3014.000000;4552.000000;16005.000000;24225.000000;4235.000000;25680.000000;48338.000000;200.000000;13145.000000;432.000000;13249.000000;13076.000000;3943.000000;39895.000000;1.000000;11995.000000;29345.000000;2201.000000;2297.000000;4569.000000;1170.000000;7964.000000;37619.000000;56988.000000;25951.000000;624.000000;12518.000000;41512.000000;9523.000000;206.000000;11486.000000;35071.000000;3734.000000;22625.000000;1976.000000;312.000000;3672.000000;17255.000000;42820.000000;3889.000000;605.000000;32108.000000;27138.000000;30209.000000;321.000000;4647.000000;10161.000000;173.000000;770.000000;10.000000;28.000000;11852.000000;25374.000000;5826.000000;32025.000000;20082.000000;3306.000000;14077.000000;7846.000000;1956.000000;11881.000000;10763.000000;4415.000000;19790.000000;6047.000000;1623.000000;517.000000;9509.000000;13362.000000;1410.000000;82.000000;784.000000;39375.000000;4155.000000;36717.000000;13017.000000;28021.000000;9422.000000;181.000000;8357.000000;376.000000;11298.000000;16857.000000;44565.000000;12452.000000;4536.000000;15728.000000;8591.000000;15163.000000;23493.000000;8138.000000;7160.000000;21030.000000
34474.000000;105997.000000;13742.000000;2810.000000;10285.000000;265.000000;27669.000000;3409.000000;562.000000;9903.000000;71.000000;3962.000000;21768.000000;16918.000000;2872.000000;8273.000000;27622.000000;33009.000000;27394.000000;3816.000000;28835.000000;810.000000;5974.000000;10489.000000;37087.000000;18055.000000;30837.000000;13669.000000;8702.000000;29808.000000;2067.000000;3209.000000;8947.000000;16243.000000;2997.000000;19775.000000;30060.000000;75.000000;7642.000000;227.000000;10381.000000;9861.000000;2789.000000;34440.000000;2.000000;9848.000000;24970.000000;1860.000000;1851.000000;3466.000000;974.000000;4447.000000;26862.000000;39325.000000;18331.000000;663.000000;10578.000000;27535.000000;6773.000000;77.000000;9450.000000;23976.000000;2823.000000;14221.000000;1617.000000;190.000000;2625.000000;14421.000000;34889.000000;2747.000000;231.000000;20814.000000;19588.000000;21091.000000;384.000000;2449.000000;7607.000000;88.000000;576.000000;8.000000;9.000000;13208.000000;21561.000000;3978.000000;23711.000000;15981.000000;2764.000000;10986.000000;6797.000000;1638.000000;8968.000000;10484.000000;4113.000000;15555.000000;4943.000000;1520.000000;565.000000;6393.000000;10245.000000;886.000000;49.000000;729.000000;22663.000000;1002.000000;32666.000000;10928.000000;24439.000000;8197.000000;71.000000;6853.000000;224.000000;9158.000000;8162.000000;31557.000000;9912.000000;1521.000000;9792.000000;8167.000000;13881.000000;19270.000000;6553.000000;4921.000000;17601.000000
21273.000000;89471.000000;6652.000000;7630.000000;5791.000000;260.000000;32243.000000;3030.000000;475.000000;7052.000000;49.000000;3068.000000;14359.000000;16149.000000;1878.000000;16323.000000;20709.000000;18180.000000;28110.000000;2941.000000;33741.000000;611.000000;5651.000000;8030.000000;23150.000000;11941.000000;27489.000000;11531.000000;11281.000000;20183.000000;1367.000000;3311.000000;13174.000000;15841.000000;2752.000000;13659.000000;24006.000000;267.000000;10856.000000;811.000000;7692.000000;7734.000000;2316.000000;31119.000000;10.000000;14140.000000;20231.000000;1358.000000;2430.000000;2286.000000;936.000000;7283.000000;34443.000000;24578.000000;14306.000000;705.000000;8419.000000;42875.000000;5688.000000;223.000000;6638.000000;20041.000000;3424.000000;17929.000000;1072.000000;167.000000;2272.000000;10196.000000;24418.000000;1973.000000;1199.000000;22709.000000;18022.000000;16572.000000;554.000000;1802.000000;8265.000000;55.000000;2248.000000;29.000000;34.000000;27052.000000;12070.000000;4526.000000;17219.000000;12738.000000;1963.000000;8868.000000;4341.000000;1243.000000;16393.000000;6066.000000;12579.000000;10842.000000;3743.000000;2575.000000;567.000000;4606.000000;7755.000000;1108.000000;54.000000;602.000000;22280.000000;1291.000000;16847.000000;7668.000000;9732.000000;5965.000000;75.000000;4766.000000;777.000000;6362.000000;23022.000000;25851.000000;7462.000000;10710.000000;12046.000000;4483.000000;9764.000000;15215.000000;5010.000000;4897.000000;13930.000000
20212.000000;105377.000000;4062.000000;2481.000000;3692.000000;300.000000;26692.000000;1835.000000;617.000000;4937.000000;67.000000;3096.000000;10797.000000;7525.000000;2317.000000;10978.000000;15051.000000;10940.000000;31474.000000;2653.000000;19569.000000;663.000000;15870.000000;8951.000000;46758.000000;6727.000000;31687.000000;7226.000000;5202.000000;13676.000000;600.000000;2306.000000;12263.000000;7226.000000;4902.000000;11207.000000;14350.000000;354.000000;8316.000000;494.000000;8547.000000;9809.000000;1504.000000;11213.000000;1.000000;9866.000000;12936.000000;1284.000000;4458.000000;4937.000000;836.000000;9824.000000;18622.000000;27809.000000;17742.000000;1032.000000;4391.000000;24736.000000;3357.000000;336.000000;5145.000000;17809.000000;3791.000000;12384.000000;1862.000000;242.000000;4901.000000;10104.000000;18757.000000;4508.000000;456.000000;13239.000000;9013.000000;6432.000000;710.000000;1785.000000;10465.000000;113.000000;931.000000;23.000000;14.000000;9766.000000;4977.000000;4965.000000;10500.000000;7970.000000;2270.000000;4553.000000;2025.000000;1985.000000;8619.000000;5614.000000;9636.000000;7981.000000;3253.000000;3638.000000;892.000000;6092.000000;8170.000000;712.000000;80.000000;599.000000;39687.000000;1243.000000;11281.000000;5403.000000;2121.000000;2864.000000;126.000000;5138.000000;454.000000;3300.000000;12095.000000;17201.000000;5263.000000;2006.000000;8575.000000;4981.000000;7456.000000;7835.000000;3644.000000;2761.000000;5864.000000
16566.000000;78198.000000;5377.000000;3805.000000;3136.000000;212.000000;22091.000000;2441.000000;242.000000;4571.000000;32.000000;1947.000000;9579.000000;8161.000000;1450.000000;9241.000000;15191.000000;11322.000000;24370.000000;2630.000000;19818.000000;728.000000;6918.000000;5807.000000;30846.000000;5827.000000;26494.000000;6163.000000;6027.000000;12640.000000;443.000000;2593.000000;9438.000000;8110.000000;2445.000000;9628.000000;12976.000000;239.000000;5062.000000;253.000000;7319.000000;7646.000000;1192.000000;10436.000000;2.000000;7997.000000;14134.000000;900.000000;2382.000000;2125.000000;569.000000;6349.000000;19974.000000;22095.000000;12933.000000;539.000000;4149.000000;21333.000000;2903.000000;220.000000;4279.000000;16344.000000;2704.000000;10857.000000;905.000000;156.000000;2266.000000;7987.000000;17164.000000;1880.000000;300.000000;12944.000000;11258.000000;5206.000000;323.000000;1513.000000;10569.000000;68.000000;919.000000;6.000000;5.000000;10542.000000;6240.000000;3272.000000;10136.000000;7101.000000;1398.000000;4256.000000;1710.000000;917.000000;7697.000000;5089.000000;7218.000000;6532.000000;2396.000000;2285.000000;415.000000;3225.000000;5589.000000;740.000000;46.000000;305.000000;27889.000000;1403.000000;8966.000000;4859.000000;1812.000000;2654.000000;86.000000;3861.000000;232.000000;3114.000000;10177.000000;17661.000000;4752.000000;2587.000000;5590.000000;3602.000000;6470.000000;7905.000000;2931.000000;2994.000000;7030.000000
11869.000000;59941.000000;4611.000000;3643.000000;2940.000000;123.000000;18355.000000;1658.000000;256.000000;4736.000000;49.000000;1801.000000;8282.000000;8350.000000;1295.000000;10388.000000;12568.000000;11553.000000;19419.000000;2840.000000;18438.000000;503.000000;6572.000000;5067.000000;22455.000000;6131.000000;20980.000000;5257.000000;4981.000000;11618.000000;395.000000;2632.000000;9247.000000;7866.000000;2270.000000;7465.000000;10256.000000;138.000000;5667.000000;366.000000;6287.000000;6583.000000;1103.000000;9186.000000;0.000000;6842.000000;13208.000000;835.000000;1576.000000;2305.000000;522.000000;5642.000000;17256.000000;20679.000000;9773.000000;460.000000;4027.000000;21464.000000;2697.000000;151.000000;4448.000000;13052.000000;2214.000000;8820.000000;825.000000;109.000000;2122.000000;7384.000000;15348.000000;1968.000000;502.000000;13559.000000;9386.000000;5414.000000;239.000000;1095.000000;8496.000000;60.000000;1250.000000;6.000000;13.000000;8423.000000;6709.000000;2747.000000;7663.000000;5787.000000;1292.000000;3551.000000;1550.000000;897.000000;6702.000000;4494.000000;4483.000000;5891.000000;2155.000000;1349.000000;393.000000;3165.000000;4969.000000;464.000000;48.000000;279.000000;23201.000000;1173.000000;8379.000000;4792.000000;2180.000000;2335.000000;80.000000;3668.000000;348.000000;2563.000000;12997.000000;13203.000000;4197.000000;2723.000000;5971.000000;3525.000000;5609.000000;7675.000000;2224.000000;2797.000000;8359.000000
27757.000000;135924.000000;12072.000000;8110.000000;7180.000000;262.000000;42181.000000;2593.000000;770.000000;11028.000000;48.000000;4882.000000;21492.000000;18992.000000;3585.000000;29358.000000;29667.000000;23653.000000;46730.000000;5690.000000;46989.000000;569.000000;17081.000000;15219.000000;53829.000000;15637.000000;58652.000000;14855.000000;10706.000000;29706.000000;1174.000000;5863.000000;23650.000000;19401.000000;5880.000000;20034.000000;31879.000000;216.000000;16648.000000;467.000000;14133.000000;15231.000000;2803.000000;22123.000000;4.000000;15880.000000;25769.000000;1967.000000;4088.000000;4893.000000;1419.000000;13899.000000;43523.000000;52699.000000;25805.000000;1091.000000;9281.000000;51340.000000;6182.000000;207.000000;9649.000000;36054.000000;5664.000000;28394.000000;2073.000000;184.000000;5509.000000;18467.000000;35575.000000;4441.000000;532.000000;32605.000000;22672.000000;13035.000000;571.000000;1772.000000;18814.000000;114.000000;1493.000000;16.000000;17.000000;21370.000000;17984.000000;6825.000000;20209.000000;15613.000000;3528.000000;8507.000000;4459.000000;2130.000000;16725.000000;9353.000000;11073.000000;14150.000000;6157.000000;2971.000000;863.000000;8931.000000;14060.000000;787.000000;73.000000;727.000000;49142.000000;1337.000000;20850.000000;11612.000000;5626.000000;6043.000000;99.000000;8556.000000;412.000000;7762.000000;38360.000000;37669.000000;11539.000000;12065.000000;17795.000000;7246.000000;13774.000000;22325.000000;4963.000000;5606.000000;18219.000000
