151899.000000;1306135.000000;622293.000000;233667.000000;225459.000000;51.000000;316196.000000;60437.000000;38593.000000;61974.000000;1543.000000;384572.000000;151060.000000;843869.000000;445326.000000;154987.000000;1036.000000;492904.000000;11072.000000;534481.000000;216789.000000;74982.000000;124097.000000;73094.000000;73221.000000;51671.000000;277504.000000;136743.000000;495607.000000;546124.000000;633570.000000;500769.000000;155940.000000;233399.000000;202201.000000;24501.000000;542021.000000;21119.000000;609842.000000;137051.000000;284405.000000;38555.000000;68941.000000;14276.000000;17780.000000;45239.000000;650592.000000;45860.000000;142726.000000;340976.000000;348064.000000;41464.000000;371565.000000;121047.000000;131735.000000;870852.000000;270904.000000;597699.000000;314182.000000;296.000000;263730.000000;22051.000000;66441.000000;209684.000000;197537.000000;244552.000000;359663.000000;792079.000000;5004.000000;175964.000000;525452.000000;164554.000000;179641.000000;14505.000000;31009.000000;136804.000000;41884.000000;143266.000000;449132.000000;401173.000000;488222.000000;143568.000000;785867.000000;377324.000000;105282.000000;231869.000000;606811.000000
3093.000000;12012.000000;3351.000000;1828.000000;254.000000;0.000000;721.000000;928.000000;18.000000;121.000000;4.000000;4990.000000;455.000000;81.000000;928.000000;2316.000000;2.000000;816.000000;35.000000;155.000000;1669.000000;89.000000;476.000000;1693.000000;122.000000;110.000000;895.000000;566.000000;3970.000000;4250.000000;216.000000;316.000000;896.000000;2393.000000;5685.000000;311.000000;1297.000000;52.000000;489.000000;210.000000;1725.000000;2672.000000;1364.000000;135.000000;680.000000;4236.000000;998.000000;441.000000;648.000000;534.000000;100.000000;69.000000;3770.000000;592.000000;596.000000;233.000000;506.000000;2236.000000;2793.000000;1.000000;1040.000000;258.000000;153.000000;282.000000;274.000000;4228.000000;1795.000000;1419.000000;17.000000;1826.000000;1696.000000;6660.000000;448.000000;273.000000;100.000000;120.000000;135.000000;2186.000000;921.000000;3385.000000;1681.000000;239.000000;1580.000000;502.000000;606.000000;797.000000;884.000000
28129.000000;293747.000000;101896.000000;60348.000000;24530.000000;12.000000;27591.000000;11189.000000;2482.000000;3541.000000;255.000000;88713.000000;25195.000000;29327.000000;65234.000000;30630.000000;181.000000;69274.000000;1410.000000;34544.000000;42949.000000;9661.000000;20531.000000;13912.000000;9429.000000;5342.000000;50339.000000;23576.000000;107897.000000;55787.000000;37955.000000;65167.000000;29529.000000;49632.000000;46821.000000;3968.000000;106515.000000;2279.000000;58992.000000;13988.000000;46137.000000;4698.000000;13460.000000;1875.000000;1333.000000;2772.000000;104122.000000;7980.000000;25938.000000;56115.000000;23691.000000;4568.000000;83987.000000;20312.000000;13482.000000;70241.000000;28890.000000;102578.000000;124935.000000;76.000000;44984.000000;3578.000000;7381.000000;22331.000000;19963.000000;17596.000000;102392.000000;132297.000000;615.000000;30852.000000;93153.000000;37093.000000;21523.000000;1632.000000;4924.000000;11454.000000;5648.000000;27596.000000;83530.000000;87293.000000;78486.000000;24791.000000;86013.000000;43134.000000;21022.000000;35570.000000;115134.000000
14660.000000;153045.000000;61981.000000;24859.000000;15758.000000;1.000000;14979.000000;4065.000000;596.000000;2884.000000;90.000000;48057.000000;12466.000000;27100.000000;42500.000000;13222.000000;53.000000;45482.000000;647.000000;15347.000000;19893.000000;6452.000000;8981.000000;5243.000000;6014.000000;2972.000000;39186.000000;12577.000000;59539.000000;36140.000000;28864.000000;27876.000000;15801.000000;27007.000000;32974.000000;1068.000000;62165.000000;1228.000000;31653.000000;8927.000000;27554.000000;1614.000000;6022.000000;319.000000;399.000000;1217.000000;53763.000000;2803.000000;11334.000000;24111.000000;8902.000000;1597.000000;37049.000000;11007.000000;8723.000000;47217.000000;18072.000000;58188.000000;81974.000000;30.000000;23908.000000;1054.000000;5050.000000;12966.000000;10924.000000;6059.000000;47339.000000;66159.000000;299.000000;22540.000000;54441.000000;16594.000000;24878.000000;380.000000;2045.000000;4499.000000;2430.000000;20598.000000;40291.000000;66772.000000;46260.000000;13758.000000;58277.000000;23649.000000;10060.000000;33659.000000;58149.000000
9572.000000;105997.000000;38739.000000;20116.000000;11339.000000;2.000000;8775.000000;3345.000000;710.000000;835.000000;56.000000;39176.000000;8717.000000;21077.000000;26306.000000;10334.000000;59.000000;29847.000000;408.000000;14115.000000;16871.000000;5025.000000;5848.000000;4205.000000;4238.000000;1980.000000;25667.000000;10766.000000;35066.000000;30242.000000;21859.000000;21702.000000;14563.000000;18615.000000;26376.000000;959.000000;40331.000000;861.000000;22745.000000;7437.000000;17790.000000;1165.000000;4434.000000;139.000000;234.000000;492.000000;44154.000000;2303.000000;7443.000000;10780.000000;8221.000000;1491.000000;31736.000000;8794.000000;5972.000000;42205.000000;15536.000000;53673.000000;49786.000000;8.000000;21693.000000;945.000000;2716.000000;9511.000000;9168.000000;3435.000000;31397.000000;48907.000000;182.000000;14643.000000;44623.000000;12194.000000;2928.000000;126.000000;1725.000000;3501.000000;2026.000000;14314.000000;35324.000000;49502.000000;37378.000000;13080.000000;37774.000000;19211.000000;8182.000000;23508.000000;38548.000000
7151.000000;89471.000000;21420.000000;11057.000000;11740.000000;10.000000;11721.000000;2488.000000;1002.000000;884.000000;64.000000;31325.000000;9022.000000;27882.000000;40107.000000;7442.000000;53.000000;45978.000000;408.000000;32576.000000;12062.000000;3264.000000;6292.000000;2905.000000;3550.000000;2116.000000;25223.000000;7920.000000;29400.000000;17452.000000;20415.000000;21431.000000;8580.000000;14668.000000;19829.000000;795.000000;40932.000000;652.000000;16263.000000;5411.000000;24748.000000;1266.000000;3169.000000;436.000000;441.000000;2780.000000;39377.000000;1709.000000;7440.000000;25627.000000;20392.000000;1592.000000;24063.000000;5382.000000;5760.000000;22489.000000;11763.000000;31231.000000;34300.000000;45.000000;13984.000000;769.000000;1987.000000;8335.000000;6876.000000;11558.000000;25452.000000;44478.000000;148.000000;15534.000000;28669.000000;9672.000000;10448.000000;375.000000;1277.000000;6247.000000;1974.000000;13467.000000;20132.000000;38444.000000;24433.000000;7429.000000;28874.000000;15878.000000;5462.000000;22388.000000;49488.000000
13771.000000;105377.000000;32287.000000;6114.000000;7346.000000;1.000000;5905.000000;4413.000000;1308.000000;1284.000000;89.000000;20080.000000;11925.000000;11825.000000;22952.000000;6488.000000;53.000000;23182.000000;397.000000;14130.000000;9253.000000;1423.000000;10766.000000;3582.000000;2249.000000;1276.000000;13707.000000;7041.000000;47301.000000;8172.000000;11105.000000;18833.000000;8009.000000;17735.000000;14534.000000;1077.000000;44289.000000;700.000000;8136.000000;2694.000000;16169.000000;1505.000000;7905.000000;479.000000;420.000000;950.000000;17251.000000;3252.000000;11655.000000;23063.000000;12634.000000;2877.000000;11286.000000;4401.000000;3395.000000;14556.000000;6153.000000;20468.000000;25387.000000;25.000000;10824.000000;831.000000;1957.000000;3952.000000;5178.000000;3834.000000;37283.000000;51005.000000;239.000000;10524.000000;27597.000000;7295.000000;2538.000000;470.000000;1182.000000;9773.000000;1873.000000;8948.000000;9103.000000;23968.000000;21399.000000;4664.000000;13903.000000;10792.000000;6549.000000;9505.000000;43143.000000
6566.000000;78198.000000;25105.000000;8018.000000;6302.000000;2.000000;6814.000000;1976.000000;666.000000;1452.000000;51.000000;20084.000000;7458.000000;14887.000000;21783.000000;5007.000000;29.000000;23666.000000;272.000000;12933.000000;8177.000000;1103.000000;6126.000000;2149.000000;1793.000000;1617.000000;14123.000000;5278.000000;35139.000000;5797.000000;11199.000000;18408.000000;6069.000000;12352.000000;12970.000000;464.000000;35695.000000;765.000000;6770.000000;2441.000000;14466.000000;916.000000;3344.000000;341.000000;206.000000;740.000000;17532.000000;1515.000000;7371.000000;16595.000000;10255.000000;1444.000000;13100.000000;4796.000000;3616.000000;12265.000000;5747.000000;20039.000000;20893.000000;3.000000;9915.000000;405.000000;1605.000000;3649.000000;4035.000000;4968.000000;29782.000000;38672.000000;144.000000;6986.000000;22998.000000;5668.000000;3819.000000;266.000000;810.000000;5651.000000;1304.000000;6179.000000;10369.000000;24732.000000;17861.000000;3995.000000;12263.000000;9467.000000;4675.000000;10980.000000;33465.000000
6015.000000;59941.000000;21048.000000;7508.000000;5755.000000;0.000000;5655.000000;1913.000000;459.000000;1132.000000;56.000000;15989.000000;6778.000000;12162.000000;22250.000000;5064.000000;41.000000;23920.000000;185.000000;10558.000000;7670.000000;1032.000000;5413.000000;2042.000000;1637.000000;1009.000000;14287.000000;4647.000000;27209.000000;5363.000000;11098.000000;15328.000000;6185.000000;10712.000000;10353.000000;456.000000;29073.000000;531.000000;7204.000000;2077.000000;11876.000000;965.000000;3447.000000;238.000000;257.000000;1111.000000;16455.000000;1393.000000;6306.000000;18693.000000;7142.000000;1170.000000;13976.000000;4000.000000;3338.000000;11831.000000;5284.000000;19679.000000;15490.000000;12.000000;8680.000000;374.000000;1211.000000;2864.000000;3178.000000;5035.000000;25811.000000;31819.000000;110.000000;7217.000000;18815.000000;6435.000000;3817.000000;252.000000;777.000000;3527.000000;1201.000000;6035.000000;11216.000000;17492.000000;15507.000000;3743.000000;10050.000000;8375.000000;4471.000000;10252.000000;30215.000000
16209.000000;135924.000000;55600.000000;18395.000000;13523.000000;4.000000;11534.000000;4912.000000;1119.000000;816.000000;78.000000;40850.000000;16084.000000;28326.000000;56942.000000;12722.000000;43.000000;60392.000000;377.000000;26763.000000;18470.000000;2876.000000;13752.000000;5445.000000;4097.000000;1534.000000;35299.000000;12974.000000;72999.000000;15179.000000;25062.000000;33054.000000;13173.000000;30203.000000;29096.000000;1312.000000;71390.000000;614.000000;18080.000000;5704.000000;36255.000000;1897.000000;7323.000000;344.000000;322.000000;1146.000000;36777.000000;3512.000000;16224.000000;55361.000000;17489.000000;2712.000000;32019.000000;7515.000000;6712.000000;30223.000000;13254.000000;43455.000000;36262.000000;26.000000;22515.000000;982.000000;1990.000000;7135.000000;7286.000000;15941.000000;57800.000000;73573.000000;174.000000;21978.000000;48188.000000;16907.000000;9701.000000;306.000000;1827.000000;8484.000000;3022.000000;18072.000000;28460.000000;50064.000000;38793.000000;9341.000000;28848.000000;19631.000000;10320.000000;25997.000000;70823.000000
