530123.000000;1306135.000000;681497.000000;811259.000000;1158261.000000;2603.000000;512903.000000;393269.000000;282875.000000;505539.000000;361222.000000;217442.000000;421283.000000;45380.000000;198085.000000;163452.000000;25479.000000;668288.000000;775510.000000;542167.000000;1789.000000;83683.000000;11275.000000;313926.000000;79111.000000;359566.000000;81292.000000;905506.000000;86138.000000;651662.000000;979631.000000;1010774.000000;209326.000000;31042.000000;156294.000000;158577.000000;322730.000000;53.000000;426.000000;309764.000000;1053156.000000;28993.000000;90336.000000;877202.000000;58155.000000;675951.000000;21240.000000;50470.000000;150611.000000;1378900.000000;26005.000000;762645.000000;228537.000000;102604.000000;504722.000000;206917.000000;287062.000000;242722.000000;739690.000000;206770.000000
2391.000000;12012.000000;339.000000;5749.000000;3841.000000;10.000000;1477.000000;1261.000000;6124.000000;6338.000000;816.000000;4164.000000;2469.000000;29.000000;275.000000;129.000000;534.000000;3670.000000;4126.000000;2179.000000;5.000000;254.000000;28.000000;7373.000000;1672.000000;1338.000000;241.000000;1514.000000;1363.000000;5468.000000;240.000000;1373.000000;563.000000;380.000000;4603.000000;217.000000;5081.000000;0.000000;2.000000;522.000000;1805.000000;334.000000;348.000000;3086.000000;144.000000;1688.000000;49.000000;111.000000;5259.000000;287.000000;719.000000;415.000000;905.000000;221.000000;844.000000;1267.000000;4391.000000;1618.000000;896.000000;1090.000000
83595.000000;293747.000000;66877.000000;89071.000000;219466.000000;386.000000;83016.000000;61166.000000;23721.000000;118570.000000;49736.000000;23592.000000;102230.000000;3155.000000;22705.000000;14911.000000;2529.000000;124908.000000;189431.000000;83611.000000;279.000000;6400.000000;1245.000000;72806.000000;14105.000000;64276.000000;12107.000000;143185.000000;14661.000000;140927.000000;57690.000000;163328.000000;21133.000000;4916.000000;31354.000000;20897.000000;69741.000000;13.000000;107.000000;32835.000000;115395.000000;4504.000000;16622.000000;131288.000000;7068.000000;159798.000000;2586.000000;6034.000000;29848.000000;84348.000000;2487.000000;66305.000000;41782.000000;11733.000000;62273.000000;40113.000000;60207.000000;45754.000000;94057.000000;39042.000000
58627.000000;153045.000000;23944.000000;58196.000000;113933.000000;144.000000;65110.000000;35072.000000;8082.000000;64483.000000;26790.000000;26046.000000;45380.000000;796.000000;16219.000000;5868.000000;587.000000;62207.000000;123272.000000;57620.000000;94.000000;5050.000000;600.000000;52993.000000;5252.000000;36270.000000;6044.000000;76520.000000;5341.000000;94676.000000;34334.000000;96292.000000;12575.000000;1526.000000;15043.000000;12908.000000;31916.000000;1.000000;37.000000;20482.000000;73126.000000;1231.000000;7528.000000;75172.000000;4709.000000;69688.000000;1568.000000;2030.000000;14834.000000;63127.000000;578.000000;38130.000000;22802.000000;6842.000000;35035.000000;19061.000000;26721.000000;24780.000000;48842.000000;18106.000000
37518.000000;105997.000000;16111.000000;44842.000000;77097.000000;90.000000;42667.000000;29646.000000;5442.000000;50321.000000;22598.000000;3284.000000;36900.000000;970.000000;11993.000000;4596.000000;244.000000;58047.000000;78717.000000;36037.000000;92.000000;1751.000000;430.000000;40941.000000;4157.000000;26410.000000;4849.000000;59099.000000;4343.000000;62968.000000;30077.000000;64748.000000;9293.000000;1357.000000;11438.000000;11098.000000;25315.000000;2.000000;18.000000;17315.000000;48925.000000;1111.000000;6145.000000;63773.000000;2456.000000;45182.000000;868.000000;1872.000000;10466.000000;53488.000000;255.000000;28233.000000;21857.000000;4813.000000;27776.000000;12780.000000;21270.000000;15432.000000;40302.000000;11956.000000
49750.000000;89471.000000;44897.000000;27871.000000;60674.000000;85.000000;46132.000000;20506.000000;12423.000000;39825.000000;15711.000000;12891.000000;23013.000000;1256.000000;10503.000000;7622.000000;918.000000;38280.000000;49708.000000;50306.000000;76.000000;1892.000000;329.000000;31676.000000;2835.000000;22624.000000;4110.000000;50629.000000;3279.000000;50755.000000;45311.000000;86224.000000;7813.000000;1060.000000;7941.000000;7137.000000;19344.000000;10.000000;60.000000;13075.000000;37986.000000;911.000000;4446.000000;43301.000000;1848.000000;42433.000000;889.000000;2016.000000;7529.000000;34519.000000;905.000000;37935.000000;12323.000000;4213.000000;22890.000000;11770.000000;15912.000000;14167.000000;23090.000000;11644.000000
27423.000000;105377.000000;28458.000000;21263.000000;91607.000000;126.000000;26820.000000;16947.000000;4920.000000;28030.000000;10044.000000;3287.000000;10903.000000;1692.000000;6023.000000;12069.000000;707.000000;23161.000000;39051.000000;27901.000000;94.000000;1617.000000;444.000000;21693.000000;4603.000000;21729.000000;3310.000000;26653.000000;5783.000000;46319.000000;21503.000000;57002.000000;5616.000000;1292.000000;12004.000000;3347.000000;12463.000000;1.000000;35.000000;6937.000000;17690.000000;1220.000000;5072.000000;33339.000000;1896.000000;64736.000000;647.000000;3524.000000;11446.000000;20331.000000;747.000000;23326.000000;9999.000000;2520.000000;16199.000000;16596.000000;11140.000000;25473.000000;12068.000000;16746.000000
24295.000000;78198.000000;23269.000000;15271.000000;65958.000000;91.000000;27905.000000;14586.000000;6202.000000;25945.000000;9323.000000;4501.000000;13620.000000;857.000000;5278.000000;7067.000000;436.000000;23215.000000;32526.000000;25487.000000;48.000000;1966.000000;310.000000;19357.000000;2256.000000;16688.000000;2421.000000;27508.000000;2676.000000;43022.000000;22935.000000;49746.000000;5063.000000;641.000000;6445.000000;2818.000000;11314.000000;2.000000;10.000000;6272.000000;15267.000000;532.000000;3627.000000;32304.000000;1710.000000;48775.000000;465.000000;1728.000000;5907.000000;19910.000000;435.000000;20833.000000;8186.000000;3169.000000;13907.000000;10227.000000;9845.000000;14738.000000;11832.000000;10626.000000
23528.000000;59941.000000;20204.000000;12704.000000;52377.000000;75.000000;25913.000000;12013.000000;6204.000000;21036.000000;7745.000000;4767.000000;13651.000000;643.000000;4955.000000;4480.000000;447.000000;21969.000000;25833.000000;24861.000000;62.000000;1586.000000;238.000000;15567.000000;2191.000000;16462.000000;2258.000000;24964.000000;2539.000000;31198.000000;18575.000000;49317.000000;4348.000000;584.000000;6700.000000;2516.000000;11966.000000;0.000000;16.000000;5738.000000;14162.000000;550.000000;3349.000000;28380.000000;1209.000000;40350.000000;323.000000;1493.000000;6046.000000;19058.000000;460.000000;17999.000000;8063.000000;2145.000000;12309.000000;9333.000000;10282.000000;13176.000000;12737.000000;9302.000000
67375.000000;135924.000000;54183.000000;34906.000000;127494.000000;112.000000;64948.000000;30014.000000;17888.000000;58836.000000;19905.000000;10941.000000;33049.000000;1437.000000;11838.000000;11054.000000;526.000000;47066.000000;61604.000000;69815.000000;69.000000;2511.000000;326.000000;44111.000000;5769.000000;38908.000000;5946.000000;56310.000000;6339.000000;89031.000000;43493.000000;120075.000000;8412.000000;1501.000000;15388.000000;7090.000000;29786.000000;5.000000;29.000000;14468.000000;37862.000000;1499.000000;7826.000000;69065.000000;1860.000000;89492.000000;749.000000;3450.000000;15103.000000;47144.000000;538.000000;42688.000000;17722.000000;3502.000000;29029.000000;24261.000000;25295.000000;36124.000000;31638.000000;24583.000000
