1500918.000000;1306135.000000;392095.000000;26800.000000;40544.000000;1063177.000000;558157.000000;49410.000000;1817638.000000;71481.000000;1238423.000000;1376595.000000;1289948.000000;210836.000000;183686.000000;782085.000000;1521644.000000;328028.000000;323043.000000;273333.000000;824229.000000;14287.000000;213.000000;474591.000000;135940.000000;2176877.000000;168369.000000;752193.000000;491747.000000;1014414.000000;2493.000000;307209.000000;332231.000000;547507.000000;205665.000000;1246084.000000
4631.000000;12012.000000;762.000000;68.000000;808.000000;3389.000000;1768.000000;704.000000;361.000000;961.000000;5048.000000;2694.000000;2355.000000;306.000000;470.000000;8645.000000;4179.000000;5385.000000;1007.000000;3918.000000;3303.000000;44.000000;0.000000;11246.000000;126.000000;2691.000000;1727.000000;6439.000000;946.000000;719.000000;6.000000;7380.000000;5509.000000;6824.000000;558.000000;8658.000000
306580.000000;293747.000000;50982.000000;2929.000000;4297.000000;166518.000000;82020.000000;7458.000000;84070.000000;10758.000000;220090.000000;195390.000000;219520.000000;26375.000000;22281.000000;170829.000000;218132.000000;68175.000000;54799.000000;51882.000000;134361.000000;1827.000000;67.000000;108981.000000;11381.000000;284131.000000;29082.000000;179887.000000;55204.000000;112127.000000;413.000000;26728.000000;63526.000000;93225.000000;20919.000000;170981.000000
174518.000000;153045.000000;34127.000000;1548.000000;931.000000;117248.000000;45458.000000;2365.000000;61598.000000;3347.000000;137364.000000;102802.000000;109832.000000;16436.000000;12925.000000;80790.000000;123864.000000;31785.000000;29804.000000;23126.000000;91613.000000;905.000000;15.000000;78398.000000;3966.000000;172886.000000;11821.000000;94059.000000;33602.000000;43357.000000;133.000000;27900.000000;31850.000000;37755.000000;13147.000000;102965.000000
114063.000000;105997.000000;25386.000000;1058.000000;376.000000;76750.000000;39124.000000;2034.000000;50483.000000;2905.000000;89387.000000;87264.000000;78435.000000;13707.000000;9116.000000;69408.000000;102188.000000;25128.000000;26828.000000;16901.000000;57953.000000;553.000000;4.000000;59307.000000;3606.000000;131508.000000;9040.000000;68866.000000;27531.000000;27922.000000;115.000000;3955.000000;24342.000000;27133.000000;8425.000000;70980.000000
111384.000000;89471.000000;22466.000000;820.000000;1537.000000;99151.000000;26617.000000;1544.000000;70395.000000;2378.000000;72151.000000;50476.000000;77747.000000;9130.000000;7050.000000;51561.000000;76104.000000;18984.000000;15961.000000;13512.000000;73743.000000;537.000000;35.000000;46365.000000;5154.000000;80162.000000;7438.000000;54539.000000;23375.000000;65210.000000;134.000000;19723.000000;17053.000000;21087.000000;6736.000000;49019.000000
122943.000000;105377.000000;14321.000000;935.000000;1230.000000;54469.000000;18487.000000;2090.000000;30890.000000;3341.000000;37398.000000;26875.000000;80462.000000;4442.000000;4886.000000;30211.000000;54971.000000;15368.000000;13467.000000;21430.000000;45577.000000;525.000000;16.000000;30466.000000;8146.000000;64082.000000;13099.000000;54542.000000;14385.000000;52521.000000;134.000000;5003.000000;26979.000000;11949.000000;5865.000000;56087.000000
99217.000000;78198.000000;12248.000000;927.000000;725.000000;52072.000000;16844.000000;1066.000000;34639.000000;1602.000000;31282.000000;26586.000000;63279.000000;3801.000000;5745.000000;29625.000000;52310.000000;12145.000000;10715.000000;11438.000000;40337.000000;347.000000;4.000000;27539.000000;4659.000000;55612.000000;6318.000000;46570.000000;12332.000000;38937.000000;67.000000;6134.000000;14800.000000;15208.000000;5133.000000;41090.000000
81629.000000;59941.000000;11322.000000;639.000000;772.000000;49297.000000;14507.000000;986.000000;29989.000000;1580.000000;26539.000000;27163.000000;53905.000000;3256.000000;4271.000000;29407.000000;44657.000000;11651.000000;10553.000000;10548.000000;39289.000000;250.000000;7.000000;22055.000000;3003.000000;50697.000000;5874.000000;38587.000000;11601.000000;33753.000000;89.000000;6685.000000;14712.000000;14849.000000;4091.000000;32743.000000
200718.000000;135924.000000;28209.000000;804.000000;916.000000;133329.000000;37216.000000;2415.000000;69279.000000;3782.000000;67253.000000;66121.000000;124137.000000;9043.000000;7242.000000;69542.000000;106823.000000;30236.000000;24128.000000;27659.000000;107244.000000;510.000000;15.000000;63882.000000;7281.000000;122239.000000;15449.000000;98442.000000;27477.000000;88518.000000;116.000000;16935.000000;34523.000000;35534.000000;6994.000000;87977.000000
