449145.000000;1306135.000000;1994276.000000;900409.000000;38314.000000;346790.000000;5009.000000;96442.000000;2867132.000000;1212446.000000;1690180.000000;386021.000000;264018.000000;1590248.000000;1343583.000000;43645.000000;79450.000000;82389.000000;342697.000000;759055.000000;468618.000000;1369363.000000;1577744.000000;1854776.000000;169948.000000;852003.000000;352.000000;537608.000000;420229.000000
2374.000000;12012.000000;5160.000000;8585.000000;91.000000;4358.000000;15.000000;167.000000;1208.000000;10138.000000;3925.000000;8315.000000;684.000000;6142.000000;9115.000000;978.000000;993.000000;1087.000000;4532.000000;4115.000000;930.000000;507.000000;6890.000000;3374.000000;176.000000;1686.000000;1.000000;17349.000000;740.000000
83061.000000;293747.000000;400696.000000;186076.000000;4324.000000;65917.000000;746.000000;11892.000000;215291.000000;241343.000000;268944.000000;29822.000000;25388.000000;306908.000000;184924.000000;4495.000000;11965.000000;12482.000000;65107.000000;170887.000000;62187.000000;112133.000000;258371.000000;229156.000000;14778.000000;110023.000000;94.000000;123822.000000;55093.000000
44078.000000;153045.000000;218594.000000;79239.000000;2452.000000;30895.000000;276.000000;7529.000000;141490.000000;123947.000000;149061.000000;30188.000000;16246.000000;189983.000000;108914.000000;1018.000000;3937.000000;4002.000000;30260.000000;84709.000000;41577.000000;45955.000000;192434.000000;129003.000000;5387.000000;63971.000000;31.000000;76897.000000;32167.000000
38880.000000;105997.000000;143608.000000;62653.000000;1580.000000;22136.000000;207.000000;5500.000000;113235.000000;106298.000000;115376.000000;4944.000000;10233.000000;127367.000000;76007.000000;408.000000;3311.000000;3433.000000;22181.000000;50469.000000;30784.000000;35995.000000;131166.000000;103863.000000;4674.000000;51102.000000;10.000000;58647.000000;27714.000000
24364.000000;89471.000000;150248.000000;44332.000000;1179.000000;18437.000000;184.000000;4240.000000;97403.000000;79216.000000;85890.000000;20946.000000;8395.000000;89592.000000;55534.000000;1719.000000;2630.000000;2768.000000;18004.000000;48480.000000;27189.000000;86734.000000;153255.000000;64270.000000;6795.000000;42848.000000;58.000000;45646.000000;18922.000000
22884.000000;105377.000000;162898.000000;23164.000000;1353.000000;26620.000000;253.000000;2097.000000;60981.000000;53235.000000;72913.000000;6444.000000;6831.000000;58233.000000;61756.000000;1304.000000;3720.000000;3984.000000;25891.000000;71446.000000;17550.000000;47452.000000;79083.000000;33911.000000;10795.000000;28992.000000;26.000000;32614.000000;11162.000000
18032.000000;78198.000000;128607.000000;27208.000000;1247.000000;14668.000000;154.000000;1784.000000;59236.000000;51828.000000;65727.000000;8142.000000;6662.000000;49496.000000;45426.000000;768.000000;1930.000000;1917.000000;13884.000000;48914.000000;15307.000000;40408.000000;80075.000000;32034.000000;6148.000000;25106.000000;6.000000;26861.000000;9778.000000
17233.000000;59941.000000;108920.000000;28033.000000;910.000000;13754.000000;150.000000;1385.000000;54260.000000;44754.000000;55314.000000;8724.000000;5180.000000;41304.000000;36302.000000;834.000000;1689.000000;1877.000000;13477.000000;45750.000000;14029.000000;34574.000000;71139.000000;31932.000000;4009.000000;22866.000000;11.000000;23842.000000;8704.000000
38575.000000;135924.000000;262472.000000;64839.000000;1197.000000;36703.000000;218.000000;3328.000000;127676.000000;107347.000000;131403.000000;21895.000000;9077.000000;101963.000000;97529.000000;973.000000;4347.000000;4465.000000;35451.000000;121005.000000;34663.000000;87381.000000;196705.000000;77566.000000;9715.000000;55113.000000;31.000000;68223.000000;22128.000000
