319312.000000;1306135.000000;323338.000000;447934.000000;1554640.000000;301506.000000;84852.000000;606072.000000;220040.000000;801927.000000;108761.000000;30839.000000;504084.000000;213714.000000;14920.000000;717801.000000;18573.000000;1040091.000000;76863.000000;462636.000000;186204.000000;266209.000000;374986.000000;593739.000000;1017923.000000;58046.000000;523.000000;373239.000000;1001050.000000;330226.000000;1048072.000000;671084.000000;187756.000000;108461.000000;1155258.000000;128929.000000;29509.000000;37321.000000;365123.000000;270532.000000;522181.000000;76379.000000;60632.000000;101350.000000;332430.000000;887512.000000;55.000000;148492.000000;399962.000000;4326.000000;905649.000000;1051395.000000;77123.000000;2022.000000;1096374.000000;23915.000000
687.000000;12012.000000;8709.000000;435.000000;236.000000;1528.000000;226.000000;2117.000000;2580.000000;874.000000;289.000000;350.000000;7334.000000;4060.000000;43.000000;738.000000;328.000000;266.000000;1451.000000;2593.000000;501.000000;406.000000;2015.000000;3213.000000;4259.000000;5615.000000;1.000000;285.000000;6915.000000;5652.000000;1798.000000;5757.000000;829.000000;155.000000;2829.000000;4659.000000;324.000000;91.000000;1886.000000;3593.000000;1634.000000;204.000000;30.000000;469.000000;1183.000000;1398.000000;0.000000;331.000000;767.000000;16.000000;3668.000000;4259.000000;1309.000000;6.000000;2240.000000;494.000000
45250.000000;293747.000000;75088.000000;51030.000000;79135.000000;55378.000000;11503.000000;103735.000000;44028.000000;118484.000000;11037.000000;4806.000000;115527.000000;43706.000000;1830.000000;104417.000000;2120.000000;61868.000000;13603.000000;109704.000000;18039.000000;34769.000000;65372.000000;104771.000000;220458.000000;3874.000000;131.000000;34926.000000;123066.000000;28928.000000;165213.000000;167964.000000;22148.000000;13688.000000;191667.000000;26658.000000;4542.000000;4236.000000;65463.000000;47053.000000;75129.000000;10317.000000;4069.000000;19466.000000;51414.000000;117761.000000;13.000000;20425.000000;45302.000000;570.000000;137537.000000;235371.000000;13549.000000;310.000000;127132.000000;2345.000000
24063.000000;153045.000000;53060.000000;31948.000000;64043.000000;29674.000000;4834.000000;77269.000000;20144.000000;58157.000000;6476.000000;1460.000000;54104.000000;19488.000000;925.000000;49495.000000;453.000000;32832.000000;4946.000000;48878.000000;11651.000000;20785.000000;39199.000000;82254.000000;140675.000000;1384.000000;39.000000;12967.000000;75601.000000;11735.000000;86383.000000;85834.000000;25686.000000;8818.000000;101350.000000;12449.000000;1251.000000;2490.000000;37454.000000;26668.000000;42984.000000;4038.000000;1196.000000;9032.000000;29195.000000;62365.000000;1.000000;12671.000000;27349.000000;265.000000;74210.000000;137361.000000;4938.000000;118.000000;81027.000000;568.000000
20010.000000;105997.000000;40758.000000;22135.000000;52723.000000;26342.000000;3618.000000;52708.000000;16106.000000;30474.000000;4039.000000;1304.000000;45242.000000;15020.000000;575.000000;35672.000000;173.000000;29353.000000;3989.000000;39551.000000;7545.000000;18409.000000;23825.000000;57689.000000;94081.000000;762.000000;19.000000;9505.000000;55189.000000;7096.000000;67610.000000;66066.000000;3036.000000;7119.000000;71920.000000;9402.000000;1133.000000;1551.000000;22496.000000;17584.000000;32947.000000;3262.000000;1277.000000;7534.000000;25394.000000;52686.000000;2.000000;9537.000000;22696.000000;185.000000;66276.000000;89742.000000;3947.000000;70.000000;54169.000000;228.000000
13809.000000;89471.000000;31347.000000;24252.000000;38864.000000;16523.000000;3970.000000;58446.000000;12060.000000;67977.000000;3763.000000;1039.000000;35189.000000;11082.000000;590.000000;44782.000000;541.000000;56203.000000;2951.000000;25081.000000;6189.000000;11786.000000;29002.000000;58041.000000;61041.000000;3431.000000;73.000000;19820.000000;37256.000000;12949.000000;54195.000000;49386.000000;11366.000000;4709.000000;57683.000000;6637.000000;935.000000;1179.000000;26981.000000;13933.000000;24132.000000;3465.000000;1858.000000;5022.000000;17822.000000;29103.000000;10.000000;7865.000000;18905.000000;138.000000;47121.000000;81681.000000;2774.000000;70.000000;43472.000000;779.000000
9094.000000;105377.000000;22608.000000;16805.000000;20660.000000;15911.000000;7988.000000;31136.000000;9914.000000;41578.000000;2737.000000;1269.000000;18936.000000;10917.000000;506.000000;37945.000000;595.000000;25178.000000;4924.000000;12033.000000;4754.000000;6671.000000;24806.000000;29280.000000;44031.000000;1344.000000;36.000000;23743.000000;34848.000000;5777.000000;40864.000000;47333.000000;2754.000000;2161.000000;71473.000000;9389.000000;1257.000000;1305.000000;26064.000000;25374.000000;19090.000000;6308.000000;2417.000000;5709.000000;13920.000000;15830.000000;2.000000;5256.000000;11796.000000;211.000000;30132.000000;98344.000000;4397.000000;103.000000;19429.000000;650.000000
8517.000000;78198.000000;19849.000000;14868.000000;22259.000000;12251.000000;4030.000000;32047.000000;7788.000000;36941.000000;3506.000000;628.000000;19311.000000;7601.000000;336.000000;29903.000000;375.000000;24265.000000;2319.000000;14691.000000;4445.000000;5829.000000;17855.000000;31369.000000;37523.000000;942.000000;13.000000;14989.000000;25800.000000;7302.000000;39112.000000;42564.000000;4041.000000;1759.000000;54059.000000;4946.000000;540.000000;1237.000000;18139.000000;12948.000000;15856.000000;3183.000000;1403.000000;4067.000000;12031.000000;15444.000000;2.000000;4183.000000;10091.000000;122.000000;29902.000000;78664.000000;2205.000000;72.000000;16843.000000;388.000000
6974.000000;59941.000000;15714.000000;13219.000000;20878.000000;11980.000000;3213.000000;29335.000000;7315.000000;40065.000000;2473.000000;569.000000;19371.000000;7270.000000;255.000000;26384.000000;322.000000;19678.000000;2190.000000;14851.000000;3629.000000;5378.000000;17865.000000;25886.000000;30262.000000;1461.000000;26.000000;10764.000000;21125.000000;7062.000000;33741.000000;35517.000000;4038.000000;1533.000000;44628.000000;5261.000000;569.000000;891.000000;18093.000000;11542.000000;13233.000000;2709.000000;896.000000;3837.000000;9912.000000;16379.000000;0.000000;3903.000000;9516.000000;114.000000;27748.000000;63412.000000;2085.000000;59.000000;15406.000000;420.000000
17139.000000;135924.000000;45472.000000;30982.000000;50127.000000;26920.000000;8150.000000;76108.000000;19145.000000;104445.000000;3271.000000;1485.000000;48563.000000;19330.000000;505.000000;60929.000000;420.000000;47872.000000;5586.000000;35555.000000;6336.000000;13797.000000;49061.000000;72633.000000;72099.000000;1584.000000;35.000000;27218.000000;56903.000000;19554.000000;76779.000000;86835.000000;10872.000000;4281.000000;108589.000000;12481.000000;1536.000000;1131.000000;48773.000000;31885.000000;33357.000000;6672.000000;2091.000000;8920.000000;24632.000000;39444.000000;5.000000;9953.000000;22707.000000;164.000000;61481.000000;160082.000000;5630.000000;102.000000;41889.000000;473.000000
