833439.000000;1306135.000000;1563694.000000;75725.000000;258774.000000;75292.000000;2007841.000000;947870.000000;3104.000000;455220.000000;171868.000000;1650922.000000;1951625.000000;82195.000000;993325.000000;323135.000000;1075263.000000;676443.000000;1343627.000000;2807984.000000;1944092.000000;1464078.000000;481283.000000;318467.000000;236624.000000
3344.000000;12012.000000;6556.000000;1015.000000;445.000000;960.000000;4371.000000;2240.000000;8.000000;8868.000000;199.000000;9878.000000;6491.000000;196.000000;11288.000000;4288.000000;5456.000000;16455.000000;1107.000000;961.000000;3580.000000;5667.000000;1065.000000;3952.000000;5245.000000
161680.000000;293747.000000;275117.000000;11435.000000;34080.000000;11369.000000;235538.000000;129876.000000;547.000000;44006.000000;15778.000000;253786.000000;363349.000000;9389.000000;212985.000000;62393.000000;190196.000000;147371.000000;154144.000000;191317.000000;345119.000000;255734.000000;64383.000000;60479.000000;25854.000000
76526.000000;153045.000000;144869.000000;3610.000000;20303.000000;3696.000000;139934.000000;75666.000000;182.000000;20073.000000;5960.000000;148126.000000;219902.000000;5960.000000;101486.000000;27862.000000;132265.000000;91411.000000;62759.000000;127663.000000;175919.000000;176529.000000;41987.000000;27192.000000;24360.000000
61297.000000;105997.000000;121289.000000;3089.000000;16698.000000;3110.000000;110004.000000;64181.000000;132.000000;10907.000000;4995.000000;100376.000000;150968.000000;3259.000000;86014.000000;20736.000000;87801.000000;68610.000000;40352.000000;102222.000000;122898.000000;117409.000000;31973.000000;20044.000000;3417.000000
39695.000000;89471.000000;87111.000000;2517.000000;11669.000000;2459.000000;70631.000000;45600.000000;177.000000;21610.000000;6925.000000;71745.000000;107881.000000;2455.000000;65031.000000;16030.000000;98577.000000;52309.000000;86551.000000;98080.000000;128202.000000;131979.000000;26663.000000;15844.000000;9537.000000
20316.000000;105377.000000;79979.000000;3606.000000;6039.000000;3475.000000;37549.000000;32695.000000;181.000000;8603.000000;11861.000000;87292.000000;70236.000000;2715.000000;40906.000000;24959.000000;60288.000000;44682.000000;69430.000000;57179.000000;133167.000000;84879.000000;18226.000000;24884.000000;4445.000000
23974.000000;78198.000000;71522.000000;1723.000000;5362.000000;1797.000000;34032.000000;27347.000000;85.000000;10278.000000;6393.000000;65398.000000;60845.000000;2397.000000;39846.000000;13720.000000;55730.000000;32992.000000;52108.000000;56716.000000;103389.000000;81864.000000;15449.000000;13270.000000;5116.000000
23471.000000;59941.000000;60846.000000;1679.000000;4445.000000;1593.000000;33152.000000;25488.000000;106.000000;9990.000000;4361.000000;51570.000000;51620.000000;1616.000000;37443.000000;12699.000000;50630.000000;29560.000000;46400.000000;51483.000000;87906.000000;73151.000000;13875.000000;12583.000000;5289.000000
53604.000000;135924.000000;142624.000000;4071.000000;11270.000000;4075.000000;80626.000000;61049.000000;154.000000;27373.000000;10750.000000;138671.000000;125684.000000;2439.000000;90088.000000;32750.000000;140932.000000;81726.000000;119214.000000;121156.000000;205036.000000;193224.000000;33986.000000;32687.000000;8799.000000
