num trees;pca;max depth;f1 macro avg
00050;no_pca;003;0.50;
00050;pca;003;0.50;
00050;no_pca;005;0.58;
00050;pca;005;0.50;
00050;no_pca;007;0.80;
00050;pca;007;0.52;
00050;no_pca;009;0.87;
00050;pca;009;0.65;
00050;no_pca;011;0.90;
00050;pca;011;0.77;
00050;no_pca;013;0.95;
00050;pca;013;0.89;
00100;no_pca;003;0.50;
00100;pca;003;0.50;
00100;no_pca;005;0.59;
00100;pca;005;0.50;
00100;no_pca;007;0.81;
00100;pca;007;0.52;
00100;no_pca;009;0.88;
00100;pca;009;0.66;
00100;no_pca;011;0.90;
00100;pca;011;0.82;
00100;no_pca;013;0.95;
00100;pca;013;0.90;
00200;no_pca;003;0.50;
00200;pca;003;0.50;
00200;no_pca;005;0.56;
00200;pca;005;0.50;
00200;no_pca;007;0.81;
00200;pca;007;0.51;
00200;no_pca;009;0.87;
00200;pca;009;0.64;
00200;no_pca;011;0.90;
00200;pca;011;0.82;
00200;no_pca;013;0.95;
00200;pca;013;0.89;
00300;no_pca;003;0.50;
00300;pca;003;0.50;
00300;no_pca;005;0.53;
00300;pca;005;0.50;
00300;no_pca;007;0.81;
00300;pca;007;0.51;
00300;no_pca;009;0.87;
00300;pca;009;0.65;
00300;no_pca;011;0.91;
00300;pca;011;0.82;
00300;no_pca;013;0.95;
00300;pca;013;0.90;
00500;no_pca;003;0.50;
00500;pca;003;0.50;
00500;no_pca;005;0.54;
00500;pca;005;0.50;
00500;no_pca;007;0.81;
00500;pca;007;0.51;
00500;no_pca;009;0.87;
00500;pca;009;0.66;
00500;no_pca;011;0.90;
00500;pca;011;0.82;
00500;no_pca;013;0.95;
00500;pca;013;0.90;
00700;no_pca;003;0.50;
00700;pca;003;0.50;
00700;no_pca;005;0.56;
00700;pca;005;0.50;
00700;no_pca;007;0.81;
00700;pca;007;0.51;
00700;no_pca;009;0.87;
00700;pca;009;0.66;
00700;no_pca;011;0.90;
00700;pca;011;0.82;
00700;no_pca;013;0.95;
00700;pca;013;0.90;
01000;no_pca;003;0.50;
01000;pca;003;0.50;
01000;no_pca;005;0.55;
01000;pca;005;0.50;
01000;no_pca;007;0.81;
01000;pca;007;0.51;
01000;no_pca;009;0.87;
01000;pca;009;0.64;
01000;no_pca;011;0.90;
01000;pca;011;0.82;
01000;no_pca;013;0.95;
01000;pca;013;0.89;
