6;0;0;0;0;2;0;23;3;17;1;0;391;481;2;4;0;347;381;305;1;3;4;0;0;0;1;0;1;2;0;8;1;0;10;0;1;0;0;416;1;0;3;4;0;0;0;4;0;3;0;282;10;1;0;0;0;0;0;1;372;0;0;0;0;0;206;3;0;1;0;0;0;0;0;0;2;0;1;3;0;1;0;1;419;1;0;302;0;255;0;0;0;3;0;0;6;0;0;7;0;1;37;0;1;2;0;8;3;0;2;0;0;0;0;340;0;5;2;19;5;0;283;1;0;0;1;198;1;0;0;2;0;0;0;0;3;2;0;0;0;307;0;1;0;1;385;4;4;2
0;0;0;990;0;0;0;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;489;563;0;0;1;0;0;1;4;19;0;0;1176;3;0;1;1;1;9;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1;0;601;0;0;945;0;0;3;1;21;0;2;1;0;0;0;0;746;0;0;0;3;0;0;0;0;1086;0;0;0;0;5;0;0;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;2;0;0;0;16;0;3;0;0;0;0;1;0;0;0;2
287;2;1;3;1;0;1;6;0;0;2;5;6;5;0;3;1;0;4;2;5;293;1;10;210;2;6;0;2;4;0;0;362;233;18;1;5;16;307;4;329;3;0;7;0;0;0;291;0;0;0;0;6;5;346;4;3;1;1;2;4;1;1;0;11;19;7;0;3;0;288;0;2;0;1;7;3;2;181;0;359;0;1;5;10;5;289;4;8;2;0;2;28;1;1;0;0;5;7;0;0;3;158;9;0;280;1;0;1;1;1;285;2;0;9;0;0;5;0;2;0;5;3;3;0;3;0;0;277;1;0;0;0;0;257;0;0;3;1;1;283;0;0;280;0;3;4;5;1;8
5;1;330;0;0;4;27;2;4;0;21;315;2;0;3;0;3;1;1;0;4;2;37;13;5;2;3;0;15;126;1;0;4;4;170;1;2;2;11;0;8;1;1;12;1;0;0;2;318;0;0;0;1;0;8;3;1;276;328;55;0;2;353;17;2;3;6;196;443;5;1;0;5;0;2;0;58;0;20;0;10;10;1;13;4;10;4;2;6;1;0;2;11;396;3;0;1;3;4;19;349;2;20;12;2;8;0;1;321;4;0;1;2;0;3;1;6;4;2;1;5;335;0;335;7;228;13;2;2;357;0;30;0;0;2;5;42;6;9;3;2;0;235;3;4;1;0;4;3;10
0;4;0;8;391;0;0;5;0;4;0;0;1;0;0;12;122;0;0;0;3;1;0;1;0;1;2;452;0;0;0;0;0;0;18;0;1;2;0;0;0;1;3;0;24;2;211;0;0;1;402;0;10;119;0;1;0;2;0;0;0;150;0;0;0;1;2;0;0;0;1;368;5;3;38;9;0;358;0;343;0;1;66;0;1;3;0;0;4;1;0;15;2;0;15;0;0;5;0;0;0;109;80;0;1;6;341;4;0;4;13;1;6;290;5;0;0;0;1;2;2;0;0;0;46;0;0;0;15;0;391;1;406;1;1;171;0;220;227;0;0;0;0;2;25;276;0;0;0;0
0;1;6;2;0;394;228;27;462;0;4;2;3;0;282;4;1;0;2;0;5;2;187;0;0;0;4;0;1;14;264;1;0;0;166;0;1;1;0;0;0;0;0;3;0;3;7;0;1;0;0;3;7;3;0;0;0;9;0;44;0;2;0;19;0;1;1;15;4;247;0;0;1;0;1;0;314;2;0;0;5;231;1;7;6;2;0;0;2;2;198;0;0;32;0;0;8;0;0;284;2;4;51;2;3;0;2;2;34;0;2;0;1;0;0;2;296;5;364;10;423;1;0;25;2;11;254;3;1;3;0;168;0;2;1;4;178;3;2;0;0;0;6;0;1;1;0;4;17;2
0;0;0;2;0;3;2;320;4;249;0;0;6;1;2;426;0;2;5;0;352;0;1;0;0;2;5;0;0;0;3;257;0;2;12;0;0;2;0;0;0;0;287;1;0;0;0;0;0;229;0;4;539;1;0;0;0;0;0;3;1;0;0;2;0;0;8;0;0;1;0;1;3;469;0;2;3;0;0;1;0;4;0;1;6;0;0;1;0;5;0;0;0;0;0;0;275;1;0;2;0;0;56;0;0;0;0;332;0;0;463;0;408;0;0;1;6;0;1;289;1;0;6;0;0;0;4;3;1;0;0;0;0;523;3;0;3;1;0;0;0;0;0;0;0;0;2;0;307;0
2;323;0;13;5;0;0;0;0;0;0;0;0;0;0;0;85;0;1;0;0;1;2;475;0;8;3;4;0;9;0;0;4;0;9;472;1;23;6;0;0;560;0;0;13;367;4;0;0;0;2;2;0;55;0;505;552;0;0;0;0;93;0;0;389;0;0;0;0;0;0;2;9;0;13;13;0;4;9;12;3;1;67;0;0;0;2;0;2;1;0;25;384;0;6;343;0;6;0;0;1;4;64;1;358;0;1;0;0;25;0;0;0;2;362;0;0;3;0;0;3;0;0;0;7;6;0;0;2;0;2;0;5;0;14;36;1;25;54;373;0;0;0;1;14;7;0;0;0;4
0;2;5;2;2;3;8;13;15;0;387;9;5;0;16;1;2;0;0;2;0;2;31;1;5;5;13;2;386;41;3;3;0;1;102;2;231;2;5;1;4;0;2;349;10;1;8;0;19;1;2;1;4;44;0;0;0;18;4;138;1;14;2;194;0;462;3;6;12;6;0;1;17;0;5;7;4;2;2;6;2;16;12;483;1;313;1;1;7;0;15;3;8;7;5;0;5;4;429;21;16;1;25;315;0;0;0;1;19;9;0;1;1;2;8;0;4;346;18;6;17;17;0;5;6;43;39;4;0;2;1;56;5;0;1;2;66;2;2;0;1;0;5;1;4;0;1;452;3;354
1;13;12;5;48;0;1;0;0;1;0;3;2;2;2;0;410;1;0;0;0;1;0;7;0;0;2;6;1;3;0;0;0;0;17;17;4;1;0;0;0;5;1;11;390;20;117;0;5;0;5;2;0;65;0;6;7;9;2;10;2;255;0;2;10;1;1;0;0;1;0;24;4;0;536;3;0;14;0;122;0;4;459;1;0;1;0;2;2;2;3;440;33;1;295;4;1;1;0;7;13;241;47;3;7;4;15;0;3;281;1;0;1;9;46;0;0;0;5;0;0;1;1;13;426;7;1;0;2;2;5;2;3;0;1;333;4;320;186;9;0;2;1;0;472;29;0;1;0;6
