1;53;22;5;0;744;0;0;1;0;4;603;5;0;726;12;1;0;3;0;2;5;9;7;23;1;0;1;5;403;0;23;0;0;0;0;0;0;441;0;6;0;0;1;739;23;0;2;0;10;4;1;2;712;0;13;0;700;13;0;5;0;2;2;1;4;0;0;0;526;45;0;2;0;2;1;1;1;0;5
1029;1;9;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;9;2;0;0;1;1;3;0;3;8;21;0;0;2;5;1;2;1300;487;3;0;1;0;1;803;1;0;0;1140;3;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;3;0;1;20;0;0;19;1267;583;0;1;0;0;0;0;5
20;3;15;507;2;10;15;0;0;1;27;6;713;1;11;0;9;0;13;0;4;0;3;11;3;0;609;600;28;5;0;10;474;25;36;21;9;801;4;2;723;0;16;21;8;0;17;4;4;0;9;0;14;0;3;2;7;0;0;0;0;2;15;15;14;7;710;7;0;12;278;11;13;1;1;5;3;7;2;29
2;13;2;14;0;1;6;14;2;28;28;3;8;6;0;109;373;2;28;0;5;0;41;106;74;22;9;11;479;1;3;3;6;3;8;2;2;7;0;4;13;16;13;453;2;0;2;6;0;1;633;551;6;1;0;3;486;1;17;0;1;4;15;28;549;23;11;23;588;6;69;5;8;12;0;628;3;6;492;31
13;3;11;36;730;0;0;301;1;232;1;0;1;87;0;1;2;429;0;879;10;0;1;1;6;0;0;0;1;1;308;15;5;2;2;18;11;0;0;1;1;0;9;0;0;8;8;139;488;8;0;0;0;0;463;14;0;0;1;527;0;29;2;0;0;0;1;270;0;1;144;5;10;0;5;0;1;599;0;0
4;532;24;1;1;3;0;4;9;12;4;2;0;2;1;286;136;15;7;1;7;470;547;39;455;508;1;0;47;3;1;21;1;0;0;4;0;1;1;0;0;504;3;2;0;0;1;7;4;0;51;1;5;1;1;10;22;4;415;1;553;4;7;2;13;10;0;4;6;8;115;1;4;476;1;5;3;9;10;8
4;6;706;7;1;5;0;0;841;0;0;12;1;0;2;2;0;0;1;1;538;1;12;4;6;2;0;2;2;22;0;675;0;0;0;7;4;0;6;0;0;17;1;0;2;528;3;0;1;651;0;0;0;1;1;817;0;8;69;0;7;0;0;0;0;2;0;0;0;11;109;0;7;9;802;0;0;0;0;2
30;8;0;6;4;1;1082;96;0;64;3;0;5;80;1;0;1;27;1;15;0;2;0;4;0;0;3;0;2;5;60;0;28;880;997;39;14;11;0;1112;1;0;13;0;0;0;27;195;8;0;0;0;11;0;45;0;0;0;0;21;0;23;0;1;0;0;1;341;0;0;110;8;21;0;0;1;824;33;0;0
7;33;11;3;0;0;0;10;1;10;782;6;4;8;1;93;126;12;720;7;3;23;9;243;62;44;6;1;122;1;7;4;5;16;6;16;8;2;2;0;4;17;13;22;1;2;7;18;4;2;21;29;502;2;25;7;10;3;99;11;13;9;674;490;13;620;2;12;26;4;81;5;29;23;3;18;0;5;9;602
7;2;0;4;13;2;13;694;0;404;6;3;1;907;4;2;15;326;1;9;2;2;0;14;19;6;0;0;21;11;542;1;1;69;32;4;2;0;3;27;2;1;3;3;0;2;6;706;55;0;4;4;2;1;108;1;0;3;2;316;2;637;1;5;3;1;0;488;19;0;66;3;3;2;2;17;15;287;2;8
