num trees;pca;max depth;f1 macro avg
00050;no_pca;003;0.33;
00050;pca;003;0.33;
00050;no_pca;005;0.33;
00050;pca;005;0.33;
00050;no_pca;007;0.34;
00050;pca;007;0.33;
00050;no_pca;009;0.51;
00050;pca;009;0.34;
00050;no_pca;011;0.72;
00050;pca;011;0.36;
00050;no_pca;013;0.92;
00050;pca;013;0.47;
00100;no_pca;003;0.33;
00100;pca;003;0.33;
00100;no_pca;005;0.33;
00100;pca;005;0.33;
00100;no_pca;007;0.34;
00100;pca;007;0.33;
00100;no_pca;009;0.50;
00100;pca;009;0.34;
00100;no_pca;011;0.68;
00100;pca;011;0.37;
00100;no_pca;013;0.92;
00100;pca;013;0.47;
00200;no_pca;003;0.33;
00200;pca;003;0.33;
00200;no_pca;005;0.33;
00200;pca;005;0.33;
00200;no_pca;007;0.34;
00200;pca;007;0.33;
00200;no_pca;009;0.52;
00200;pca;009;0.34;
00200;no_pca;011;0.70;
00200;pca;011;0.36;
00200;no_pca;013;0.91;
00200;pca;013;0.48;
00300;no_pca;003;0.33;
00300;pca;003;0.33;
00300;no_pca;005;0.33;
00300;pca;005;0.33;
00300;no_pca;007;0.34;
00300;pca;007;0.33;
00300;no_pca;009;0.50;
00300;pca;009;0.34;
00300;no_pca;011;0.69;
00300;pca;011;0.38;
00300;no_pca;013;0.92;
00300;pca;013;0.48;
00500;no_pca;003;0.33;
00500;pca;003;0.33;
00500;no_pca;005;0.33;
00500;pca;005;0.33;
00500;no_pca;007;0.34;
00500;pca;007;0.33;
00500;no_pca;009;0.49;
00500;pca;009;0.34;
00500;no_pca;011;0.69;
00500;pca;011;0.37;
00500;no_pca;013;0.93;
00500;pca;013;0.48;
00700;no_pca;003;0.33;
00700;pca;003;0.33;
00700;no_pca;005;0.33;
00700;pca;005;0.33;
00700;no_pca;007;0.34;
00700;pca;007;0.33;
00700;no_pca;009;0.50;
00700;pca;009;0.34;
00700;no_pca;011;0.70;
00700;pca;011;0.37;
00700;no_pca;013;0.92;
00700;pca;013;0.47;
01000;no_pca;003;0.33;
01000;pca;003;0.33;
01000;no_pca;005;0.33;
01000;pca;005;0.33;
01000;no_pca;007;0.34;
01000;pca;007;0.33;
01000;no_pca;009;0.49;
01000;pca;009;0.34;
01000;no_pca;011;0.69;
01000;pca;011;0.37;
01000;no_pca;013;0.92;
01000;pca;013;0.47;
