codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;31.910
0000;21x14;0.200;1.00;29.776
0000;21x14;0.500;1.00;29.394
0000;21x14;1.000;1.00;29.023
0000;21x14;2.000;1.00;28.718
0000;pca136;0.100;1.00;21.596
0000;pca136;0.200;1.00;17.457
0000;pca136;0.500;1.00;17.732
0000;pca136;1.000;1.00;17.722
0000;pca136;2.000;0.83;17.166
0100;21x14;0.100;0.02;11.435
0100;21x14;0.200;0.31;11.356
0100;21x14;0.500;0.55;11.529
0100;21x14;1.000;0.53;11.444
0100;21x14;2.000;0.49;11.421
0100;pca136;0.100;0.08;10.503
0100;pca136;0.200;0.46;10.398
0100;pca136;0.500;0.52;10.457
0100;pca136;1.000;0.50;10.476
0100;pca136;2.000;0.47;10.355
0200;21x14;0.100;0.02;16.937
0200;21x14;0.200;0.36;16.981
0200;21x14;0.500;0.61;17.143
0200;21x14;1.000;0.58;17.125
0200;21x14;2.000;0.52;16.957
0200;pca136;0.100;0.10;14.123
0200;pca136;0.200;0.52;14.197
0200;pca136;0.500;0.56;14.082
0200;pca136;1.000;0.52;14.162
0200;pca136;2.000;0.48;13.998
0300;21x14;0.100;0.02;27.086
0300;21x14;0.200;0.38;27.063
0300;21x14;0.500;0.70;27.133
0300;21x14;1.000;0.70;27.077
0300;21x14;2.000;0.67;27.015
0300;pca136;0.100;0.11;21.725
0300;pca136;0.200;0.56;21.572
0300;pca136;0.500;0.66;21.552
0300;pca136;1.000;0.65;21.731
0300;pca136;2.000;0.61;21.582
