codebook size;format;pca;K;f1 macro avg;running time
0000;21x14;003;0.92;23.371
0000;21x14;005;0.88;21.341
0000;21x14;007;0.85;21.229
0000;21x14;009;0.83;21.483
0000;21x14;011;0.82;21.473
0000;21x14;013;0.80;21.138
0000;pca136;003;0.93;17.953
0000;pca136;005;0.88;16.172
0000;pca136;007;0.85;15.832
0000;pca136;009;0.83;15.978
0000;pca136;011;0.81;16.206
0000;pca136;013;0.80;15.959
0100;21x14;003;0.46;10.573
0100;21x14;005;0.44;10.899
0100;21x14;007;0.48;10.667
0100;21x14;009;0.47;10.799
0100;21x14;011;0.45;10.899
0100;21x14;013;0.44;10.894
0100;pca136;003;0.43;9.955
0100;pca136;005;0.42;9.935
0100;pca136;007;0.44;9.863
0100;pca136;009;0.41;10.078
0100;pca136;011;0.38;10.207
0100;pca136;013;0.35;10.143
0200;21x14;003;0.54;17.798
0200;21x14;005;0.52;17.860
0200;21x14;007;0.53;17.878
0200;21x14;009;0.51;18.000
0200;21x14;011;0.49;18.031
0200;21x14;013;0.47;18.002
0200;pca136;003;0.50;12.992
0200;pca136;005;0.49;12.984
0200;pca136;007;0.50;12.974
0200;pca136;009;0.45;13.101
0200;pca136;011;0.44;13.175
0200;pca136;013;0.42;13.138
0300;21x14;003;0.56;25.507
0300;21x14;005;0.54;25.254
0300;21x14;007;0.54;25.713
0300;21x14;009;0.52;25.800
0300;21x14;011;0.49;25.729
0300;21x14;013;0.46;25.951
0300;pca136;003;0.55;22.477
0300;pca136;005;0.51;22.361
0300;pca136;007;0.54;22.556
0300;pca136;009;0.51;22.582
0300;pca136;011;0.48;22.748
0300;pca136;013;0.43;22.991
