codebook size;format;pca;band width;f1 macro avg;running time
0000;21x14;0.100;1.00;55.602
0000;21x14;0.200;1.00;53.404
0000;21x14;0.500;1.00;53.710
0000;21x14;1.000;1.00;53.580
0000;21x14;2.000;1.00;53.276
0000;pca136;0.100;1.00;31.890
0000;pca136;0.200;1.00;30.476
0000;pca136;0.500;1.00;30.619
0000;pca136;1.000;1.00;30.155
0000;pca136;2.000;0.88;30.413
0100;21x14;0.100;0.00;24.531
0100;21x14;0.200;0.34;24.366
0100;21x14;0.500;0.71;24.259
0100;21x14;1.000;0.90;24.069
0100;21x14;2.000;0.86;24.413
0100;pca136;0.100;0.07;18.792
0100;pca136;0.200;0.45;18.456
0100;pca136;0.500;0.84;18.478
0100;pca136;1.000;0.82;18.573
0100;pca136;2.000;0.75;18.515
0200;21x14;0.100;0.00;40.552
0200;21x14;0.200;0.37;40.654
0200;21x14;0.500;0.91;40.500
0200;21x14;1.000;0.95;40.347
0200;21x14;2.000;0.92;40.420
0200;pca136;0.100;0.09;28.957
0200;pca136;0.200;0.46;28.896
0200;pca136;0.500;0.91;28.964
0200;pca136;1.000;0.88;28.879
0200;pca136;2.000;0.79;28.912
0300;21x14;0.100;0.00;62.497
0300;21x14;0.200;0.38;61.431
0300;21x14;0.500;0.98;61.198
0300;21x14;1.000;0.98;61.187
0300;21x14;2.000;0.95;61.358
0300;pca136;0.100;0.10;55.714
0300;pca136;0.200;0.47;55.644
0300;pca136;0.500;0.95;55.745
0300;pca136;1.000;0.93;55.603
0300;pca136;2.000;0.81;55.671
