codebook size;format;pca;K;f1 macro avg;running time
0000;21x14;003;0.99;36.447
0000;21x14;005;0.99;36.685
0000;21x14;007;0.99;35.690
0000;21x14;009;0.98;36.254
0000;21x14;011;0.96;36.243
0000;21x14;013;0.95;35.245
0000;pca136;003;0.99;24.461
0000;pca136;005;0.99;22.242
0000;pca136;007;0.97;23.251
0000;pca136;009;0.96;22.690
0000;pca136;011;0.93;23.193
0000;pca136;013;0.93;23.205
0100;21x14;003;0.72;24.685
0100;21x14;005;0.66;24.570
0100;21x14;007;0.60;24.777
0100;21x14;009;0.57;24.863
0100;21x14;011;0.56;24.867
0100;21x14;013;0.56;24.863
0100;pca136;003;0.66;21.418
0100;pca136;005;0.59;21.533
0100;pca136;007;0.55;21.487
0100;pca136;009;0.55;21.550
0100;pca136;011;0.54;21.678
0100;pca136;013;0.54;21.729
0200;21x14;003;0.88;31.055
0200;21x14;005;0.84;31.314
0200;21x14;007;0.85;31.126
0200;21x14;009;0.80;31.142
0200;21x14;011;0.75;31.406
0200;21x14;013;0.72;31.281
0200;pca136;003;0.78;24.959
0200;pca136;005;0.65;25.058
0200;pca136;007;0.64;25.022
0200;pca136;009;0.63;25.029
0200;pca136;011;0.62;25.084
0200;pca136;013;0.58;25.294
0300;21x14;003;0.91;65.419
0300;21x14;005;0.89;65.351
0300;21x14;007;0.88;65.493
0300;21x14;009;0.84;65.580
0300;21x14;011;0.83;65.621
0300;21x14;013;0.79;65.616
0300;pca136;003;0.80;52.228
0300;pca136;005;0.72;52.407
0300;pca136;007;0.71;52.519
0300;pca136;009;0.70;52.614
0300;pca136;011;0.69;52.721
0300;pca136;013;0.69;52.732
