0;1;281;184;2;0;0;0;247;15;4;0;250;0;0;0;195;0;2;0;9;0;0;3;0;0;0;0;6;1;2;2;0;0;0;0;2;1;0;265;0;1;0;4;0;218;1;1;0;0;1;0;0;0;0;3;1;0;1;0;0;0;1;3;0;0;1;0;0;0;238;0;0;0;7;8;5;0;1;253;0;0;1;0;4;0;0;0;0;0;2;0;1;0;0;0;0;229;0;2;2;0;7;1;263;4;0;0;0;1;0;1;0;0;321;0;272;0;0;0;1;0;0;0;1;0;0;0;245;251;0;0;0;0;2;0;0;1;0;0;0;5;0;4;1;0;1;301;0;0;0;0;0;0;1;269;1;0;1;3;0;0;0;0;0;273;0;0;0;0;297;3;0;0;0;222;255;2;0;0;0;0;0;41;0;4;0;1;3;0;0;1;2;0;269;0;0;131;0;0
0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;2;1;1;2;573;0;7;0;0;0;0;0;0;0;0;0;0;0;2;4;1;10;0;0;1;0;0;23;0;0;1;836;0;0;0;0;0;1;0;0;6;0;0;0;1;0;798;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;440;0;0;2;1;585;0;4;0;1;0;0;7;0;0;0;0;0;0;0;0;0;994;1;0;0;0;1;0;4;0;0;0;980;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;496;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;2;0;5;0;892;0;0;0;0;0;0;8;0;1;0
187;0;1;0;2;0;0;0;0;5;175;15;1;0;146;0;2;198;4;0;0;0;2;0;178;8;0;5;3;0;138;0;0;0;2;1;0;0;0;8;2;128;224;5;3;1;6;0;0;225;0;182;2;3;1;15;149;2;0;0;5;0;2;1;0;2;3;0;4;6;1;0;0;6;1;0;3;4;0;0;1;164;1;0;2;8;2;0;0;0;4;8;1;2;0;1;4;0;13;0;0;1;4;2;3;0;190;1;9;8;129;0;0;2;4;0;1;0;269;3;1;0;0;0;4;0;0;0;1;2;0;1;0;2;152;2;181;165;0;0;1;178;0;2;188;1;0;7;162;0;0;3;0;0;0;0;154;184;4;0;0;0;0;251;0;0;1;0;0;0;2;0;1;0;151;1;1;1;4;0;18;168;0;113;0;2;183;0;1;8;228;2;2;3;0;1;256;3;258;0
1;1;1;0;6;246;0;1;1;1;7;3;0;289;1;0;0;0;40;389;0;0;319;0;0;2;3;8;0;71;0;0;0;0;5;1;35;1;0;0;1;15;5;20;4;2;1;0;30;9;0;1;273;0;0;75;1;2;8;4;12;26;86;7;0;1;41;0;0;6;0;0;0;1;4;0;4;217;0;0;226;6;20;2;0;14;2;2;7;0;1;8;11;282;2;0;2;0;15;8;2;2;39;0;1;0;0;0;2;14;10;0;0;2;1;11;0;0;2;5;8;2;0;0;3;0;3;38;0;0;288;1;9;0;3;1;0;4;1;1;172;2;0;204;5;349;0;2;3;272;9;321;2;0;347;0;4;2;1;1;2;1;0;0;8;0;2;0;4;0;0;108;1;0;0;0;0;234;8;1;1;3;5;21;214;0;1;1;153;1;4;4;7;10;1;0;3;2;2;284
0;6;0;0;0;0;227;0;0;5;8;9;0;0;0;1;2;0;0;0;0;293;0;6;0;15;5;0;12;0;0;3;274;187;0;0;1;0;360;0;0;0;1;1;0;1;1;0;1;0;0;0;0;9;61;0;0;6;0;57;1;0;0;241;261;56;2;161;3;1;0;379;0;1;2;2;0;0;0;0;0;0;0;7;7;6;3;0;0;310;260;2;0;0;21;267;0;0;5;129;0;31;0;0;0;2;0;202;7;0;0;0;4;0;0;88;0;0;0;3;0;14;1;3;69;102;187;0;0;0;0;2;0;2;0;0;8;0;0;10;0;0;0;0;6;0;0;1;1;0;0;0;47;248;0;0;6;0;2;1;33;0;2;0;0;0;0;135;0;306;0;0;0;343;1;0;0;0;0;0;0;0;5;40;0;7;0;94;1;3;0;8;0;0;0;138;0;0;0;0
0;1;5;0;14;8;0;3;1;13;0;0;2;3;0;0;1;0;248;0;1;0;12;1;0;1;1;0;6;181;0;1;0;2;1;0;122;299;0;0;0;0;0;3;0;0;0;1;236;2;0;0;2;3;0;14;0;3;3;0;0;146;4;8;1;2;15;1;1;7;0;0;0;1;396;0;3;5;2;0;2;0;11;0;5;0;0;242;0;0;0;2;291;9;4;0;0;0;0;6;338;0;187;10;3;0;0;0;2;2;0;271;0;0;0;6;0;288;0;1;314;0;0;3;1;0;2;44;0;0;1;0;190;3;0;3;0;0;1;1;3;0;0;68;1;2;336;1;0;4;234;16;0;0;1;0;1;0;2;9;2;3;1;0;2;0;0;0;251;0;0;77;1;0;0;0;0;27;0;215;0;0;3;50;0;4;0;5;51;0;0;12;1;0;1;2;0;0;0;6
0;0;3;4;2;1;0;222;0;299;0;0;3;0;0;305;10;0;5;0;209;0;0;297;0;0;3;0;422;0;0;282;0;0;0;0;0;2;0;1;0;0;0;2;1;4;0;460;0;0;193;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;1;218;0;0;412;0;0;0;4;0;324;0;1;6;0;0;0;0;7;0;0;0;1;0;0;0;7;0;3;280;5;208;0;0;2;0;0;1;330;0;3;0;2;3;0;1;5;0;0;0;1;0;0;1;0;4;0;0;2;332;0;0;1;0;0;0;0;0;0;1;2;0;3;6;0;0;5;0;0;1;0;0;0;0;0;285;0;241;0;0;0;0;0;1;0;0;1;2;0;1;0;1;2;0;0;0;0;1;0;52;0;403;0;0;0;0;0;0;3;0;1;0;0;5;0;0
0;1;1;0;0;0;1;0;0;0;0;309;2;0;0;0;0;0;0;0;0;0;0;0;0;173;8;0;0;0;0;0;0;0;0;233;0;0;2;1;372;1;1;0;1;0;1;0;0;2;0;2;0;8;21;0;11;5;0;7;0;1;0;27;2;45;5;6;5;0;0;4;413;2;4;0;0;0;0;0;0;1;0;8;0;230;5;0;0;7;4;4;0;0;11;13;0;0;303;24;0;11;0;0;1;0;0;0;17;0;1;0;0;512;0;14;0;0;0;8;0;13;364;258;12;5;85;0;0;0;0;12;0;0;0;1;2;7;318;9;0;0;409;2;11;0;0;0;0;0;0;1;18;0;0;0;1;0;2;0;21;0;420;0;0;0;458;1;0;1;0;1;291;1;0;0;0;0;298;0;240;0;5;73;0;0;0;54;0;7;0;10;0;0;1;0;2;0;0;0
0;4;0;1;111;8;2;0;2;4;0;5;0;5;0;0;0;1;2;6;3;0;16;0;0;10;12;220;2;7;0;0;0;0;236;0;32;6;6;0;0;2;2;334;249;2;240;0;3;0;0;1;8;4;12;207;0;5;211;3;291;15;212;5;0;11;61;1;2;267;0;3;0;163;20;0;294;6;0;0;2;0;206;0;4;2;3;5;217;11;0;9;9;4;1;3;286;0;5;2;9;1;55;3;3;1;0;0;5;237;6;7;0;0;0;3;0;5;0;1;15;3;2;1;3;0;3;96;1;0;4;3;12;1;0;207;0;4;0;4;1;1;0;9;2;3;3;0;0;5;16;13;0;2;15;0;0;0;14;3;3;0;1;1;222;1;0;1;1;1;0;12;0;0;0;1;2;5;0;13;2;1;3;26;2;1;0;4;1;5;1;113;253;276;0;0;2;4;0;7
1;122;0;0;9;2;5;0;1;0;3;39;3;2;0;0;0;0;0;0;0;10;9;0;0;71;2;0;0;0;0;0;7;4;0;8;1;1;3;3;6;0;0;4;0;0;0;0;4;0;0;0;2;3;153;9;0;199;0;296;5;10;5;180;14;341;7;26;1;2;0;5;4;1;0;1;1;3;0;1;0;0;3;405;0;0;0;0;0;44;13;3;0;0;240;5;0;2;57;163;1;395;0;0;0;1;0;6;1;0;0;3;0;4;0;176;0;0;0;1;5;418;8;13;172;5;297;3;2;0;2;244;1;1;0;1;0;2;5;282;1;0;5;8;2;1;0;0;0;9;1;18;387;1;9;1;0;1;2;2;329;0;13;0;1;0;5;7;0;0;0;0;6;0;0;0;0;2;7;0;3;0;173;31;3;0;0;319;0;2;0;18;0;0;0;1;0;2;0;6
