0.000000;1.000000;2.852791;26.823409;0.000000;2630.773146;460.842768;15.125444;784.797535;2000.784907
5103.199694;0.000000;1251.372726;4.023256;0.000000;0.023472;312.003049;0.923976;70.453742;0.000087
0.000000;0.000000;46.665808;549.352418;0.000000;9.947598;1411.653736;0.006757;3940.358355;0.015327
0.000624;1.000000;123.608682;712.313556;0.000000;1.022033;3628.203835;1.527659;1663.323348;0.000263
0.402929;0.000000;1009.787811;28.981184;0.000000;0.001500;3214.679585;7.891944;1580.189673;0.065375
0.000000;0.000000;47.908022;51.625314;0.000000;3.039650;2341.785194;1195.348809;1781.289988;0.003023
0.000074;0.000000;21.681044;53.871428;0.000000;11.100127;3959.089407;2.898697;1865.814680;3.544543
7.373438;0.000000;2908.653858;20.982411;0.000000;0.082233;2085.013005;6.605770;1235.069932;1.219353
0.090513;0.000000;90.589027;27.560273;1.000000;2.138407;2678.211346;33.121999;3018.288234;0.000201
0.613175;0.000000;2412.095659;0.001119;0.000000;4.972134;2547.867298;0.006566;981.980591;1.463458
